"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUACAYBAMBA",,,
"Viviendas particulares (001)",4433,2005,2428
"Ocupantes presentes (002)",20321,9477,10844
"Casa independiente",,,
"Viviendas particulares (004)",4373,2003,2370
"Ocupantes presentes (005)",20130,9467,10663
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",2,2,
"Ocupantes presentes (011)",10,10,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (016)",56,,56
"Ocupantes presentes (017)",171,,171
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,,2
"Ocupantes presentes (023)",10,,10
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",852,703,149
"Ocupantes presentes (029)",3617,3001,616
"Casa independiente",,,
"Viviendas particulares (031)",849,701,148
"Ocupantes presentes (032)",3602,2991,611
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",2,2,
"Ocupantes presentes (038)",10,10,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,,1
"Ocupantes presentes (050)",5,,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",3581,1302,2279
"Ocupantes presentes (056)",16704,6476,10228
"Casa independiente",,,
"Viviendas particulares (058)",3524,1302,2222
"Ocupantes presentes (059)",16528,6476,10052
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",56,,56
"Ocupantes presentes (071)",171,,171
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",5,,5
"Otro tipo",,,
