"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YUNGUYO (000)",44987,8503,1208,17370,14227,987,948,729,1015
"Jefe o Jefa (001)",13583,3023,10,5528,3698,255,413,160,496
"Esposa(o)/ compa¤era(o) (002)",8354,2683,14,3524,1677,92,163,49,152
"Hijo(a)/ hijastro(a) (003)",19146,2014,1013,6969,7610,512,287,452,289
"Yerno/ nuera (004)",692,17,,187,370,38,35,15,30
"Nieto(a) (005)",1139,285,119,460,244,16,3,10,2
"Padres/ suegros (006)",275,195,,64,16,,,,
"Otro(a) pariente (007)",1478,256,51,533,480,58,31,36,33
"Trabajador(a) del hogar (008)",50,5,,19,25,1,,,
"Pensionista (009)",12,,,3,6,2,1,,
"Otro(a) no pariente (010)",258,25,1,83,101,13,15,7,13
"Hombres (012)",22082,2532,576,8551,8141,600,561,464,657
"Jefe o Jefa (013)",9992,1219,3,4431,3217,209,345,133,435
"Esposa(o)/ compa¤era(o) (014)",364,54,2,117,133,18,13,8,19
"Hijo(a)/ hijastro(a) (015)",9906,957,482,3383,4190,302,151,277,164
"Yerno/ nuera (016)",250,2,,47,136,17,19,12,17
"Nieto(a) (017)",606,149,63,235,146,7,2,4,
"Padres/ suegros (018)",85,40,,39,6,,,,
"Otro(a) pariente (019)",728,99,25,248,256,37,21,25,17
"Trabajador(a) del hogar (020)",10,3,,3,4,,,,
"Pensionista (021)",3,,,1,1,1,,,
"Otro(a) no pariente (022)",138,9,1,47,52,9,10,5,5
"Mujeres (024)",22905,5971,632,8819,6086,387,387,265,358
"Jefe o Jefa (025)",3591,1804,7,1097,481,46,68,27,61
"Esposa(o)/ compa¤era(o) (026)",7990,2629,12,3407,1544,74,150,41,133
"Hijo(a)/ hijastro(a) (027)",9240,1057,531,3586,3420,210,136,175,125
"Yerno/ nuera (028)",442,15,,140,234,21,16,3,13
"Nieto(a) (029)",533,136,56,225,98,9,1,6,2
"Padres/ suegros (030)",190,155,,25,10,,,,
"Otro(a) pariente (031)",750,157,26,285,224,21,10,11,16
"Trabajador(a) del hogar (032)",40,2,,16,21,1,,,
"Pensionista (033)",9,,,2,5,1,1,,
"Otro(a) no pariente (034)",120,16,,36,49,4,5,2,8
,,,,,,,,,
"URBANA (036)",16337,1899,448,5479,5816,649,708,504,834
"Jefe o Jefa (037)",4675,508,1,1500,1643,184,314,123,402
"Esposa(o)/ compa¤era(o) (038)",2885,466,5,1166,847,77,142,39,143
"Hijo(a)/ hijastro(a) (039)",7021,645,364,2266,2739,295,189,301,222
"Yerno/ nuera (040)",272,5,,48,132,25,28,7,27
"Nieto(a) (041)",404,87,50,156,95,10,1,4,1
"Padres/ suegros (042)",120,70,,36,14,,,,
"Otro(a) pariente (043)",691,94,27,226,227,43,20,25,29
"Trabajador(a) del hogar (044)",44,4,,15,24,1,,,
"Pensionista (045)",12,,,3,6,2,1,,
"Otro(a) no pariente (046)",213,20,1,63,89,12,13,5,10
"Hombres (048)",7991,583,217,2511,3091,383,388,312,506
