"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,,,
"Hogares (001)",6049,122,62,36,21,12,13,13,5770
"Ocupantes presentes (002)",18472,313,176,107,54,42,56,56,17668
"Casa independiente",,,,,,,,,
"Hogares (004)",5229,115,59,30,18,12,11,13,4971
"Ocupantes presentes (005)",16255,298,170,91,45,42,48,56,15505
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",8,,,,1,,,,7
"Ocupantes presentes (011)",13,,,,1,,,,12
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",57,,,1,,,1,,55
"Ocupantes presentes (014)",145,,,3,,,2,,140
"Choza o cabaña",,,,,,,,,
"Hogares (016)",634,7,2,5,2,,1,,617
"Ocupantes presentes (017)",1794,15,4,13,8,,6,,1748
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",6,,,,,,,,6
"Ocupantes presentes (020)",26,,,,,,,,26
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",9,,1,,,,,,8
"Ocupantes presentes (023)",25,,2,,,,,,23
"Otro tipo",,,,,,,,,
"Hogares (025)",104,,,,,,,,104
"Ocupantes presentes (026)",210,,,,,,,,210
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1941,52,31,17,9,3,4,6,1819
"Ocupantes presentes (029)",5542,131,80,55,17,15,17,14,5213
"Casa independiente",,,,,,,,,
"Hogares (031)",1771,52,30,16,8,3,3,6,1653
"Ocupantes presentes (032)",5161,131,78,52,16,15,15,14,4840
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",8,,,,1,,,,7
"Ocupantes presentes (038)",13,,,,1,,,,12
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",57,,,1,,,1,,55
"Ocupantes presentes (041)",145,,,3,,,2,,140
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",6,,,,,,,,6
"Ocupantes presentes (047)",26,,,,,,,,26
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,1,,,,,,5
"Ocupantes presentes (050)",17,,2,,,,,,15
"Otro tipo",,,,,,,,,
"Hogares (052)",91,,,,,,,,91
"Ocupantes presentes (053)",176,,,,,,,,176
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4108,70,31,19,12,9,9,7,3951
"Ocupantes presentes (056)",12930,182,96,52,37,27,39,42,12455
"Casa independiente",,,,,,,,,
"Hogares (058)",3458,63,29,14,10,9,8,7,3318
"Ocupantes presentes (059)",11094,167,92,39,29,27,33,42,10665
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",634,7,2,5,2,,1,,617
"Ocupantes presentes (071)",1794,15,4,13,8,,6,,1748
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (079)",13,,,,,,,,13
"Ocupantes presentes (080)",34,,,,,,,,34
