"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BELLAVISTA (000)",19097,16112,1405,1061,519
"Empleado (001)",1757,676,248,434,399
"Obrero (002)",3613,2405,567,534,107
"Trabajador independiente (003)",9858,9496,362,,
"Empleador o patrono (004)",416,327,60,26,3
"Trabajador familiar no remunerado (005)",3041,2796,168,67,10
"Trabajador del hogar (006)",412,412,,,
"De 06 a 14 años (008)",741,628,53,57,3
"Empleado (009)",15,12,1,2,
"Obrero (010)",117,86,8,21,2
"Trabajador independiente (011)",103,100,3,,
"Trabajador familiar no remunerado (013)",475,399,41,34,1
"Trabajador del hogar (014)",31,31,,,
"De 15 a 29 años (016)",6843,5741,546,403,153
"Empleado (017)",621,325,98,93,105
"Obrero (018)",1548,970,259,280,39
"Trabajador independiente (019)",2824,2722,102,,
"Empleador o patrono (020)",100,82,9,6,3
"Trabajador familiar no remunerado (021)",1530,1422,78,24,6
"Trabajador del hogar (022)",220,220,,,
"De 30 a 44 años (024)",6745,5549,516,426,254
"Empleado (025)",826,250,118,260,198
"Obrero (026)",1200,803,194,149,54
"Trabajador independiente (027)",3812,3663,149,,
"Empleador o patrono (028)",170,132,28,10,
"Trabajador familiar no remunerado (029)",640,604,27,7,2
"Trabajador del hogar (030)",97,97,,,
"De 45 a 64 años (032)",3912,3391,251,164,106
"Empleado (033)",281,81,30,77,93
"Obrero (034)",636,456,91,77,12
"Trabajador independiente (035)",2490,2396,94,,
"Empleador o patrono (036)",120,92,20,8,
"Trabajador familiar no remunerado (037)",329,310,16,2,1
"Trabajador del hogar (038)",56,56,,,
"De 65 y más años (040)",856,803,39,11,3
"Empleado (041)",14,8,1,2,3
"Obrero (042)",112,90,15,7,
"Trabajador independiente (043)",629,615,14,,
"Empleador o patrono (044)",26,21,3,2,
"Trabajador familiar no remunerado (045)",67,61,6,,
"Trabajador del hogar (046)",8,8,,,
,,,,,
"URBANA (048)",10841,8543,979,851,468
"Empleado (049)",1532,507,218,424,383
"Obrero (050)",2187,1352,384,376,75
"Trabajador independiente (051)",5079,4834,245,,
"Empleador o patrono (052)",280,221,41,16,2
"Trabajador familiar no remunerado (053)",1436,1302,91,35,8
"Trabajador del hogar (054)",327,327,,,
"De 06 a 14 años (056)",376,301,31,44,
