"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAZ (000)",39829,37973,148,8868,9088,6534,7625,3757,1560,393,1856,121597
"De 12 a 14 años (001)",29,11,3,8,,,,,,,18,8
"De 15 a 19 años (002)",622,557,6,499,45,3,4,,,,65,614
"De 20 a 24 años (003)",3519,2898,12,2060,670,127,23,6,,,621,3917
"De 25 a 29 años (004)",4916,4360,27,2147,1502,506,172,6,,,556,7422
"De 30 a 34 años (005)",5194,4950,16,1486,1903,948,512,72,10,3,244,10889
"De 35 a 39 años (006)",4813,4706,9,817,1581,1133,942,183,38,3,107,12960
"De 40 a 44 años (007)",4118,4055,3,530,1127,966,1004,328,83,14,63,12970
"De 45 a 49 años (008)",3510,3466,7,335,699,798,1009,452,138,28,44,12913
"De 50 y más años (009)",13108,12970,65,986,1561,2053,3959,2710,1291,345,138,59904
"PEA (010)",14534,13567,49,3899,3719,2421,2242,837,319,81,967,37359
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",141,122,1,111,9,1,,,,,19,132
"De 20 a 24 años (013)",1062,781,2,599,151,24,4,1,,,281,996
"De 25 a 29 años (014)",1940,1590,16,974,446,117,34,3,,,350,2379
"De 30 a 34 años (015)",2258,2085,11,861,778,296,122,15,1,1,173,3935
"De 35 a 39 años (016)",2187,2120,4,517,788,467,295,38,9,2,67,5113
"De 40 a 44 años (017)",1972,1940,1,322,646,487,371,88,20,5,32,5450
"De 45 a 49 años (018)",1621,1599,,207,408,413,394,134,34,9,22,5234
"De 50 y más años (019)",3352,3329,14,307,493,616,1022,558,255,64,23,14119
"Ocupada (020)",13887,13017,47,3659,3567,2342,2193,815,315,79,870,36165
