"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BAGUA (000)",71757,1713,26183,18775,13354,8639,3093
"Hombres (001)",36713,865,13406,9336,6780,4605,1721
"Mujeres (002)",35044,848,12777,9439,6574,4034,1372
"Viviendas particulares (003)",71362,1710,26149,18635,13216,8568,3084
"Hombres (004)",36424,863,13379,9235,6678,4555,1714
"Mujeres (005)",34938,847,12770,9400,6538,4013,1370
"Viviendas colectivas (006)",251,3,25,86,89,44,4
"Hombres (007)",170,2,19,58,59,29,3
"Mujeres (008)",81,1,6,28,30,15,1
"Otro tipo (009)",144,,9,54,49,27,5
"Hombres (010)",119,,8,43,43,21,4
"Mujeres (011)",25,,1,11,6,6,1
,,,,,,,
"URBANA (012)",33559,645,10410,9003,7078,4719,1704
"Hombres (013)",16732,324,5347,4258,3404,2457,942
"Mujeres (014)",16827,321,5063,4745,3674,2262,762
"Viviendas particulares (015)",33172,642,10376,8869,6941,4649,1695
"Hombres (016)",16451,322,5320,4163,3303,2408,935
"Mujeres (017)",16721,320,5056,4706,3638,2241,760
"Viviendas colectivas (018)",249,3,25,86,88,43,4
"Hombres (019)",168,2,19,58,58,28,3
"Mujeres (020)",81,1,6,28,30,15,1
"Otro tipo (021)",138,,9,48,49,27,5
"Hombres (022)",113,,8,37,43,21,4
"Mujeres (023)",25,,1,11,6,6,1
,,,,,,,
"RURAL (024)",38198,1068,15773,9772,6276,3920,1389
"Hombres (025)",19981,541,8059,5078,3376,2148,779
"Mujeres (026)",18217,527,7714,4694,2900,1772,610
"Viviendas particulares (027)",38190,1068,15773,9766,6275,3919,1389
"Hombres (028)",19973,541,8059,5072,3375,2147,779
"Mujeres (029)",18217,527,7714,4694,2900,1772,610
"Viviendas colectivas (030)",2,,,,1,1,
"Hombres (031)",2,,,,1,1,
"Otro tipo (033)",6,,,6,,,
"Hombres (034)",6,,,6,,,
