"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AYABACA (000)",31907,169,662,1691,3287,5999,13455,6644
"De 12 a 14 años (001)",50,,,,,,9,41
"De 15 a 19 años (002)",1089,,,,,,720,369
"De 20 a 24 años (003)",3291,,,,,3,2238,1050
"De 25 a 29 años (004)",3775,,,,,110,2821,844
"De 30 a 34 años (005)",3695,,,,1,373,2676,645
"De 35 a 39 años (006)",3677,,,,12,794,2345,526
"De 40 a 44 años (007)",3203,,,1,108,1016,1608,470
"De 45 a 49 años (008)",2778,,,3,244,1306,868,357
"De 50 y más años (009)",10349,169,662,1687,2922,2397,170,2342
"PEA (010)",3940,9,51,157,421,817,1418,1067
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",55,,,,,,32,23
"De 20 a 24 años (013)",346,,,,,,187,159
"De 25 a 29 años (014)",470,,,,,22,277,171
"De 30 a 34 años (015)",514,,,,,53,307,154
"De 35 a 39 años (016)",601,,,,3,144,325,129
"De 40 a 44 años (017)",480,,,1,26,172,188,93
"De 45 a 49 años (018)",423,,,,60,186,93,84
"De 50 y más años (019)",1047,9,51,156,332,240,9,250
"Ocupada (020)",3827,8,51,156,418,800,1377,1017
"De 12 a 14 años (021)",4,,,,,,,4
"De 15 a 19 años (022)",51,,,,,,29,22
"De 20 a 24 años (023)",320,,,,,,178,142
"De 25 a 29 años (024)",445,,,,,21,264,160
"De 30 a 34 años (025)",498,,,,,49,301,148
"De 35 a 39 años (026)",581,,,,2,140,317,122
"De 40 a 44 años (027)",475,,,1,26,171,188,89
"De 45 a 49 años (028)",416,,,,59,183,91,83
"De 50 y más años (029)",1037,8,51,155,331,236,9,247
"Desocupada (030)",113,1,,1,3,17,41,50
"De 15 a 19 años (032)",4,,,,,,3,1
"De 20 a 24 años (033)",26,,,,,,9,17
"De 25 a 29 años (034)",25,,,,,1,13,11
"De 30 a 34 años (035)",16,,,,,4,6,6
"De 35 a 39 años (036)",20,,,,1,4,8,7
"De 40 a 44 años (037)",5,,,,,1,,4
"De 45 a 49 años (038)",7,,,,1,3,2,1
"De 50 y más años (039)",10,1,,1,1,4,,3
"No PEA (040)",27967,160,611,1534,2866,5182,12037,5577
"De 12 a 14 años (041)",46,,,,,,9,37
"De 15 a 19 años (042)",1034,,,,,,688,346
"De 20 a 24 años (043)",2945,,,,,3,2051,891
"De 25 a 29 años (044)",3305,,,,,88,2544,673
"De 30 a 34 años (045)",3181,,,,1,320,2369,491
"De 35 a 39 años (046)",3076,,,,9,650,2020,397
"De 40 a 44 años (047)",2723,,,,82,844,1420,377
