"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TARMA (000)",42825,661,12950,14602,11156,3456
"Empleado (001)",6798,33,2155,2965,1527,118
"Obrero (002)",6862,71,2558,2287,1548,398
"Trabajador independiente (003)",22137,100,5043,7645,6824,2525
"Empleador o patrono (004)",1087,3,222,412,348,102
"Trabajador familiar no remunerado (005)",5322,442,2667,1134,796,283
"Trabajador del hogar (006)",619,12,305,159,113,30
"Hombres (008)",28699,445,8786,9506,7468,2494
"Empleado (009)",3694,22,1111,1571,911,79
"Obrero (010)",5558,57,2092,1844,1239,326
"Trabajador independiente (011)",15842,73,3638,5368,4858,1905
"Empleador o patrono (012)",835,1,160,324,270,80
"Trabajador familiar no remunerado (013)",2733,290,1763,395,186,99
"Trabajador del hogar (014)",37,2,22,4,4,5
"Mujeres (016)",14126,216,4164,5096,3688,962
"Empleado (017)",3104,11,1044,1394,616,39
"Obrero (018)",1304,14,466,443,309,72
"Trabajador independiente (019)",6295,27,1405,2277,1966,620
"Empleador o patrono (020)",252,2,62,88,78,22
"Trabajador familiar no remunerado (021)",2589,152,904,739,610,184
"Trabajador del hogar (022)",582,10,283,155,109,25
,,,,,,
"URBANA (024)",27818,384,8007,10112,7307,2008
"Empleado (025)",6186,30,1933,2708,1406,109
"Obrero (026)",4194,40,1499,1481,971,203
"Trabajador independiente (027)",13728,73,3163,4902,4158,1432
"Empleador o patrono (028)",781,3,158,300,247,73
"Trabajador familiar no remunerado (029)",2412,227,1023,575,422,165
"Trabajador del hogar (030)",517,11,231,146,103,26
"Hombres (032)",17407,257,5047,6130,4598,1375
"Empleado (033)",3265,19,962,1397,815,72
"Obrero (034)",3470,35,1249,1211,805,170
"Trabajador independiente (035)",8980,53,2102,3119,2693,1013
"Empleador o patrono (036)",563,1,106,221,180,55
"Trabajador familiar no remunerado (037)",1097,147,610,179,101,60
"Trabajador del hogar (038)",32,2,18,3,4,5
"Mujeres (040)",10411,127,2960,3982,2709,633
"Empleado (041)",2921,11,971,1311,591,37
"Obrero (042)",724,5,250,270,166,33
"Trabajador independiente (043)",4748,20,1061,1783,1465,419
"Empleador o patrono (044)",218,2,52,79,67,18
"Trabajador familiar no remunerado (045)",1315,80,413,396,321,105
"Trabajador del hogar (046)",485,9,213,143,99,21
,,,,,,
"RURAL (048)",15007,277,4943,4490,3849,1448
"Empleado (049)",612,3,222,257,121,9
"Obrero (050)",2668,31,1059,806,577,195
"Trabajador independiente (051)",8409,27,1880,2743,2666,1093
"Empleador o patrono (052)",306,,64,112,101,29
"Trabajador familiar no remunerado (053)",2910,215,1644,559,374,118
"Trabajador del hogar (054)",102,1,74,13,10,4
"Hombres (056)",11292,188,3739,3376,2870,1119
"Empleado (057)",429,3,149,174,96,7
"Obrero (058)",2088,22,843,633,434,156
"Trabajador independiente (059)",6862,20,1536,2249,2165,892
"Empleador o patrono (060)",272,,54,103,90,25
"Trabajador familiar no remunerado (061)",1636,143,1153,216,85,39
"Trabajador del hogar (062)",5,,4,1,,
"Mujeres (064)",3715,89,1204,1114,979,329
"Empleado (065)",183,,73,83,25,2
"Obrero (066)",580,9,216,173,143,39
"Trabajador independiente (067)",1547,7,344,494,501,201
"Empleador o patrono (068)",34,,10,9,11,4
"Trabajador familiar no remunerado (069)",1274,72,491,343,289,79
"Trabajador del hogar (070)",97,1,70,12,10,4
