"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANUCO (000)",89388,20760,12456,43549,1826,8128,2669
"Sin nivel (001)",9951,153,1736,6163,176,1478,245
"Educación inicial (002)",95,8,20,41,,20,6
"Primaria (003)",27188,840,5147,16158,508,3583,952
"Secundaria (004)",26057,4020,4506,13399,531,2381,1220
"Superior no univ. incompleta (005)",3324,1140,296,1563,60,172,93
"Superior no univ. completa (006)",5285,3373,245,1426,91,102,48
"Superior univ. incompleta (007)",4945,2156,293,2067,161,202,66
"Superior univ. completa (008)",12543,9070,213,2732,299,190,39
"Hombres (010)",60690,11310,10889,32148,1379,4768,196
"Sin nivel (011)",6271,34,1302,4204,117,593,21
"Educación inicial (012)",62,4,19,28,,11,
"Primaria (013)",20541,482,4548,12703,420,2337,51
"Secundaria (014)",18712,2617,4090,9916,400,1587,102
"Superior no univ. incompleta (015)",2126,651,264,1094,45,67,5
"Superior no univ. completa (016)",2613,1458,216,842,64,30,3
"Superior univ. incompleta (017)",3304,1325,259,1494,121,96,9
"Superior univ. completa (018)",7061,4739,191,1867,212,47,5
"Mujeres (020)",28698,9450,1567,11401,447,3360,2473
"Sin nivel (021)",3680,119,434,1959,59,885,224
"Educación inicial (022)",33,4,1,13,,9,6
"Primaria (023)",6647,358,599,3455,88,1246,901
"Secundaria (024)",7345,1403,416,3483,131,794,1118
"Superior no univ. incompleta (025)",1198,489,32,469,15,105,88
"Superior no univ. completa (026)",2672,1915,29,584,27,72,45
"Superior univ. incompleta (027)",1641,831,34,573,40,106,57
"Superior univ. completa (028)",5482,4331,22,865,87,143,34
,,,,,,,
"URBANA (030)",57566,19996,6656,24908,1195,2582,2229
"Sin nivel (031)",2154,138,343,1309,18,194,152
"Educación inicial (032)",31,8,5,10,,5,3
"Primaria (033)",10321,738,2026,5998,168,638,753
"Secundaria (034)",19935,3791,3310,10190,412,1142,1090
"Superior no univ. incompleta (035)",3097,1075,271,1453,56,151,91
"Superior no univ. completa (036)",5076,3267,227,1355,89,92,46
"Superior univ. incompleta (037)",4781,2131,275,1972,159,182,62
"Superior univ. completa (038)",12171,8848,199,2621,293,178,32
"Hombres (040)",34720,10871,5796,16041,853,1008,151
"Sin nivel (041)",725,30,214,413,9,54,5
"Educación inicial (042)",15,4,4,4,,3,
"Primaria (043)",6066,421,1724,3554,117,217,33
"Secundaria (044)",13477,2459,2996,7086,298,545,93
"Superior no univ. incompleta (045)",1942,612,239,996,41,49,5
"Superior no univ. completa (046)",2483,1409,200,785,63,23,3
"Superior univ. incompleta (047)",3175,1313,242,1415,119,78,8
"Superior univ. completa (048)",6837,4623,177,1788,206,39,4
"Mujeres (050)",22846,9125,860,8867,342,1574,2078
"Sin nivel (051)",1429,108,129,896,9,140,147
"Educación inicial (052)",16,4,1,6,,2,3
"Primaria (053)",4255,317,302,2444,51,421,720
"Secundaria (054)",6458,1332,314,3104,114,597,997
"Superior no univ. incompleta (055)",1155,463,32,457,15,102,86
"Superior no univ. completa (056)",2593,1858,27,570,26,69,43
"Superior univ. incompleta (057)",1606,818,33,557,40,104,54
"Superior univ. completa (058)",5334,4225,22,833,87,139,28
,,,,,,,
"RURAL (060)",31822,764,5800,18641,631,5546,440
"Sin nivel (061)",7797,15,1393,4854,158,1284,93
"Educación inicial (062)",64,,15,31,,15,3
"Primaria (063)",16867,102,3121,10160,340,2945,199
"Secundaria (064)",6122,229,1196,3209,119,1239,130
"Superior no univ. incompleta (065)",227,65,25,110,4,21,2
"Superior no univ. completa (066)",209,106,18,71,2,10,2
"Superior univ. incompleta (067)",164,25,18,95,2,20,4
"Superior univ. completa (068)",372,222,14,111,6,12,7
"Hombres (070)",25970,439,5093,16107,526,3760,45
"Sin nivel (071)",5546,4,1088,3791,108,539,16
"Educación inicial (072)",47,,15,24,,8,
"Primaria (073)",14475,61,2824,9149,303,2120,18
"Secundaria (074)",5235,158,1094,2830,102,1042,9
"Superior no univ. incompleta (075)",184,39,25,98,4,18,
"Superior no univ. completa (076)",130,49,16,57,1,7,
"Superior univ. incompleta (077)",129,12,17,79,2,18,1
"Superior univ. completa (078)",224,116,14,79,6,8,1
"Mujeres (080)",5852,325,707,2534,105,1786,395
"Sin nivel (081)",2251,11,305,1063,50,745,77
"Educación inicial (082)",17,,,7,,7,3
"Primaria (083)",2392,41,297,1011,37,825,181
"Secundaria (084)",887,71,102,379,17,197,121
"Superior no univ. incompleta (085)",43,26,,12,,3,2
"Superior no univ. completa (086)",79,57,2,14,1,3,2
"Superior univ. incompleta (087)",35,13,1,16,,2,3
"Superior univ. completa (088)",148,106,,32,,4,6
