"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SIHUAS (000)",8288,1643,18,2956,1900,272,669,220,610
"Empleado (001)",1249,20,1,35,120,76,443,95,459
"Obrero (002)",1341,259,5,510,397,46,59,40,25
"Trabajador independiente (003)",4183,1010,2,1786,974,107,138,60,106
"Empleador o patrono (004)",63,15,,21,12,1,5,3,6
"Trabajador familiar no remunerado (005)",1317,321,10,551,355,33,19,15,13
"Trabajador del hogar (006)",135,18,,53,42,9,5,7,1
"Hombres (008)",5682,920,12,2087,1515,203,433,128,384
"Empleado (009)",728,10,,15,80,48,258,50,267
"Obrero (010)",1074,172,4,394,345,45,56,34,24
"Trabajador independiente (011)",3220,666,2,1439,808,85,102,36,82
"Empleador o patrono (012)",49,10,,16,10,1,4,3,5
"Trabajador familiar no remunerado (013)",606,62,6,223,268,24,12,5,6
"Trabajador del hogar (014)",5,,,,4,,1,,
"Mujeres (016)",2606,723,6,869,385,69,236,92,226
"Empleado (017)",521,10,1,20,40,28,185,45,192
"Obrero (018)",267,87,1,116,52,1,3,6,1
"Trabajador independiente (019)",963,344,,347,166,22,36,24,24
"Empleador o patrono (020)",14,5,,5,2,,1,,1
"Trabajador familiar no remunerado (021)",711,259,4,328,87,9,7,10,7
"Trabajador del hogar (022)",130,18,,53,38,9,4,7,1
,,,,,,,,,
"URBANA (024)",2688,186,5,545,645,143,509,159,496
"Empleado (025)",988,3,1,21,79,52,359,80,393
"Obrero (026)",431,18,2,128,170,31,38,26,18
"Trabajador independiente (027)",946,120,,287,285,50,91,38,75
"Empleador o patrono (028)",22,,,4,7,,4,3,4
"Trabajador familiar no remunerado (029)",204,34,2,69,72,3,12,6,6
"Trabajador del hogar (030)",97,11,,36,32,7,5,6,
"Hombres (032)",1634,50,3,332,458,101,304,86,300
"Empleado (033)",560,1,,11,50,36,199,40,223
"Obrero (034)",365,7,1,102,152,30,36,20,17
"Trabajador independiente (035)",596,40,,186,199,34,60,22,55
"Empleador o patrono (036)",18,,,3,6,,3,3,3
"Trabajador familiar no remunerado (037)",93,2,2,30,50,1,5,1,2
"Trabajador del hogar (038)",2,,,,1,,1,,
"Mujeres (040)",1054,136,2,213,187,42,205,73,196
"Empleado (041)",428,2,1,10,29,16,160,40,170
"Obrero (042)",66,11,1,26,18,1,2,6,1
"Trabajador independiente (043)",350,80,,101,86,16,31,16,20
"Empleador o patrono (044)",4,,,1,1,,1,,1
"Trabajador familiar no remunerado (045)",111,32,,39,22,2,7,5,4
"Trabajador del hogar (046)",95,11,,36,31,7,4,6,
,,,,,,,,,
"RURAL (048)",5600,1457,13,2411,1255,129,160,61,114
"Empleado (049)",261,17,,14,41,24,84,15,66
"Obrero (050)",910,241,3,382,227,15,21,14,7
"Trabajador independiente (051)",3237,890,2,1499,689,57,47,22,31
"Empleador o patrono (052)",41,15,,17,5,1,1,,2
"Trabajador familiar no remunerado (053)",1113,287,8,482,283,30,7,9,7
"Trabajador del hogar (054)",38,7,,17,10,2,,1,1
"Hombres (056)",4048,870,9,1755,1057,102,129,42,84
"Empleado (057)",168,9,,4,30,12,59,10,44
"Obrero (058)",709,165,3,292,193,15,20,14,7
"Trabajador independiente (059)",2624,626,2,1253,609,51,42,14,27
"Empleador o patrono (060)",31,10,,13,4,1,1,,2
"Trabajador familiar no remunerado (061)",513,60,4,193,218,23,7,4,4
"Trabajador del hogar (062)",3,,,,3,,,,
"Mujeres (064)",1552,587,4,656,198,27,31,19,30
"Empleado (065)",93,8,,10,11,12,25,5,22
"Obrero (066)",201,76,,90,34,,1,,
"Trabajador independiente (067)",613,264,,246,80,6,5,8,4
"Empleador o patrono (068)",10,5,,4,1,,,,
"Trabajador familiar no remunerado (069)",600,227,4,289,65,7,,5,3
"Trabajador del hogar (070)",35,7,,17,7,2,,1,1
