"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",19897,5148,441,7998,4072,577,943,287,431
"Hombres (001)",9738,1664,203,4149,2283,345,597,188,309
"Mujeres (002)",10159,3484,238,3849,1789,232,346,99,122
"PEA (003)",4831,1156,11,1422,950,206,657,113,316
"Hombres (004)",3837,831,10,1194,833,153,486,88,242
"Mujeres (005)",994,325,1,228,117,53,171,25,74
"Ocupada (006)",4480,1054,11,1311,850,198,635,108,313
"Hombres (007)",3559,755,10,1103,748,148,472,83,240
"Mujeres (008)",921,299,1,208,102,50,163,25,73
"Desocupada (009)",351,102,,111,100,8,22,5,3
"Hombres (010)",278,76,,91,85,5,14,5,2
"Mujeres (011)",73,26,,20,15,3,8,,1
"No PEA (012)",15066,3992,430,6576,3122,371,286,174,115
"Hombres (013)",5901,833,193,2955,1450,192,111,100,67
"Mujeres (014)",9165,3159,237,3621,1672,179,175,74,48
,,,,,,,,,
"URBANA (018)",2563,323,32,721,611,211,370,88,207
"Hombres (019)",1286,89,19,321,337,112,209,54,145
"Mujeres (020)",1277,234,13,400,274,99,161,34,62
"PEA (021)",1003,83,2,137,189,89,280,51,172
"Hombres (022)",657,36,1,83,145,56,181,34,121
"Mujeres (023)",346,47,1,54,44,33,99,17,51
"Ocupada (024)",986,81,2,136,185,88,272,50,172
"Hombres (025)",646,35,1,83,142,55,176,33,121
"Mujeres (026)",340,46,1,53,43,33,96,17,51
"Desocupada (027)",17,2,,1,4,1,8,1,
"Hombres (028)",11,1,,,3,1,5,1,
"Mujeres (029)",6,1,,1,1,,3,,
"No PEA (030)",1560,240,30,584,422,122,90,37,35
"Hombres (031)",629,53,18,238,192,56,28,20,24
"Mujeres (032)",931,187,12,346,230,66,62,17,11
,,,,,,,,,
"RURAL (036)",17334,4825,409,7277,3461,366,573,199,224
"Hombres (037)",8452,1575,184,3828,1946,233,388,134,164
"Mujeres (038)",8882,3250,225,3449,1515,133,185,65,60
"PEA (039)",3828,1073,9,1285,761,117,377,62,144
"Hombres (040)",3180,795,9,1111,688,97,305,54,121
"Mujeres (041)",648,278,,174,73,20,72,8,23
"Ocupada (042)",3494,973,9,1175,665,110,363,58,141
"Hombres (043)",2913,720,9,1020,606,93,296,50,119
"Mujeres (044)",581,253,,155,59,17,67,8,22
"Desocupada (045)",334,100,,110,96,7,14,4,3
"Hombres (046)",267,75,,91,82,4,9,4,2
"Mujeres (047)",67,25,,19,14,3,5,,1
"No PEA (048)",13506,3752,400,5992,2700,249,196,137,80
"Hombres (049)",5272,780,175,2717,1258,136,83,80,43
"Mujeres (050)",8234,2972,225,3275,1442,113,113,57,37
