"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLIVAR (000)",4179,600,631,2192,30,625,101
"Agric., ganadería, caza y silvicultura (001)",2576,6,292,1788,23,467,
"Explotación de minas y canteras (003)",19,,17,2,,,
"Industrias manufactureras (004)",120,,24,86,,10,
"Suministro de electricidad, gas y agua (005)",1,1,,,,,
"Construcción (006)",221,3,162,38,,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",175,17,3,118,5,32,
"Venta, mant.y rep. veh.autom y motoc. (008)",5,,2,3,,,
"Comercio al por mayor (009)",12,3,,5,1,3,
"Comercio al por menor (010)",158,14,1,110,4,29,
"Hoteles y restaurantes (011)",88,6,5,42,,35,
"Trans., almac. y comunicaciones (012)",54,15,14,24,,1,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",28,24,,1,,3,
"Admin.pub. y defensa; p. segur soc.afil (015)",122,107,15,,,,
"Enseñanza (016)",366,356,,10,,,
"Servicios sociales y de salud (017)",45,39,,5,,1,
"Otras activ. serv.comun.soc y personales (018)",36,11,9,11,1,4,
"Hogares privados con servicio doméstico (019)",101,,,,,,101
"Actividad economica no especificada (021)",225,13,90,67,1,54,
"Hombres (022)",3393,356,553,1989,28,455,12
"Agric., ganadería, caza y silvicultura (023)",2435,6,262,1740,23,404,
"Explotación de minas y canteras (025)",19,,17,2,,,
"Industrias manufactureras (026)",87,,19,63,,5,
"Suministro de electricidad, gas y agua (027)",1,1,,,,,
"Construcción (028)",218,3,159,38,,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",92,8,3,68,3,10,
"Venta, mant.y rep. veh.autom y motoc. (030)",5,,2,3,,,
"Comercio al por mayor (031)",4,1,,2,1,,
"Comercio al por menor (032)",83,7,1,63,2,10,
"Hoteles y restaurantes (033)",8,1,1,5,,1,
"Trans., almac. y comunicaciones (034)",43,9,10,23,,1,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",21,19,,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (037)",95,80,15,,,,
"Enseñanza (038)",201,195,,6,,,
"Servicios sociales y de salud (039)",22,17,,4,,1,
"Otras activ. serv.comun.soc y personales (040)",15,7,4,3,1,,
"Hogares privados con servicio doméstico (041)",12,,,,,,12
"Actividad economica no especificada (043)",122,8,63,36,1,14,
"Mujeres (044)",786,244,78,203,2,170,89
"Agric., ganadería, caza y silvicultura (045)",141,,30,48,,63,
"Industrias manufactureras (048)",33,,5,23,,5,
"Construcción (050)",3,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",83,9,,50,2,22,
"Comercio al por mayor (053)",8,2,,3,,3,
"Comercio al por menor (054)",75,7,,47,2,19,
"Hoteles y restaurantes (055)",80,5,4,37,,34,
"Trans., almac. y comunicaciones (056)",11,6,4,1,,,
"Activid.inmobil., empres. y alquileres (058)",7,5,,,,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",27,27,,,,,
"Enseñanza (060)",165,161,,4,,,
"Servicios sociales y de salud (061)",23,22,,1,,,
"Otras activ. serv.comun.soc y personales (062)",21,4,5,8,,4,
"Hogares privados con servicio doméstico (063)",89,,,,,,89
"Actividad economica no especificada (065)",103,5,27,31,,40,
,,,,,,,
"URBANA (066)",1651,501,276,628,7,168,71
"Agric., ganadería, caza y silvicultura (067)",560,3,87,388,2,80,
"Explotación de minas y canteras (069)",5,,3,2,,,
"Industrias manufactureras (070)",84,,21,56,,7,
"Suministro de electricidad, gas y agua (071)",1,1,,,,,
"Construcción (072)",129,3,101,18,,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",124,14,3,76,3,28,
"Venta, mant.y rep. veh.autom y motoc. (074)",4,,2,2,,,
"Comercio al por mayor (075)",10,2,,4,1,3,
"Comercio al por menor (076)",110,12,1,70,2,25,
"Hoteles y restaurantes (077)",55,6,1,31,,17,
"Trans., almac. y comunicaciones (078)",43,13,13,16,,1,
"Intermediación financiera (079)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (080)",26,22,,1,,3,
"Admin.pub. y defensa; p. segur soc.afil (081)",117,102,15,,,,
"Enseñanza (082)",282,278,,4,,,
"Servicios sociales y de salud (083)",41,37,,3,,1,
"Otras activ. serv.comun.soc y personales (084)",33,11,8,10,1,3,
"Hogares privados con servicio doméstico (085)",71,,,,,,71
"Actividad economica no especificada (087)",78,9,24,23,1,21,
"Hombres (088)",1160,294,233,525,6,97,5
"Agric., ganadería, caza y silvicultura (089)",525,3,74,378,2,68,
"Explotación de minas y canteras (091)",5,,3,2,,,
"Industrias manufactureras (092)",60,,16,42,,2,
"Suministro de electricidad, gas y agua (093)",1,1,,,,,
"Construcción (094)",126,3,98,18,,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",60,6,3,41,2,8,
"Venta, mant.y rep. veh.autom y motoc. (096)",4,,2,2,,,
"Comercio al por mayor (097)",2,,,1,1,,
"Comercio al por menor (098)",54,6,1,38,1,8,
"Hoteles y restaurantes (099)",7,1,,5,,1,
"Trans., almac. y comunicaciones (100)",33,7,9,16,,1,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",20,18,,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",91,76,15,,,,
"Enseñanza (104)",152,149,,3,,,
"Servicios sociales y de salud (105)",19,16,,2,,1,
"Otras activ. serv.comun.soc y personales (106)",14,7,4,2,1,,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",40,5,11,15,1,8,
"Mujeres (110)",491,207,43,103,1,71,66
"Agric., ganadería, caza y silvicultura (111)",35,,13,10,,12,
"Industrias manufactureras (114)",24,,5,14,,5,
"Construcción (116)",3,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",64,8,,35,1,20,
"Comercio al por mayor (119)",8,2,,3,,3,
"Comercio al por menor (120)",56,6,,32,1,17,
"Hoteles y restaurantes (121)",48,5,1,26,,16,
"Trans., almac. y comunicaciones (122)",10,6,4,,,,
"Activid.inmobil., empres. y alquileres (124)",6,4,,,,2,
"Admin.pub. y defensa; p. segur soc.afil (125)",26,26,,,,,
"Enseñanza (126)",130,129,,1,,,
"Servicios sociales y de salud (127)",22,21,,1,,,
"Otras activ. serv.comun.soc y personales (128)",19,4,4,8,,3,
"Hogares privados con servicio doméstico (129)",66,,,,,,66
"Actividad economica no especificada (131)",38,4,13,8,,13,
,,,,,,,
"RURAL (132)",2528,99,355,1564,23,457,30
"Agric., ganadería, caza y silvicultura (133)",2016,3,205,1400,21,387,
"Explotación de minas y canteras (135)",14,,14,,,,
"Industrias manufactureras (136)",36,,3,30,,3,
"Construcción (138)",92,,61,20,,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",51,3,,42,2,4,
