"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ASUNCION (000)",92,,39,33,13,7
"Sin nivel (001)",17,,1,7,5,4
"Primaria (003)",28,,6,14,6,2
"Secundaria (004)",32,,25,5,1,1
"Superior no univ. incompleta (005)",1,,,1,,
"Superior no univ. completa (006)",5,,1,4,,
"Superior univ. incompleta (007)",4,,3,,1,
"Superior univ. completa (008)",5,,3,2,,
"Hombres (010)",77,,32,27,11,7
"Sin nivel (011)",14,,1,5,4,4
"Primaria (013)",24,,4,13,5,2
"Secundaria (014)",28,,22,4,1,1
"Superior no univ. incompleta (015)",1,,,1,,
"Superior no univ. completa (016)",4,,1,3,,
"Superior univ. incompleta (017)",3,,2,,1,
"Superior univ. completa (018)",3,,2,1,,
"Mujeres (020)",15,,7,6,2,
"Sin nivel (021)",3,,,2,1,
"Primaria (023)",4,,2,1,1,
"Secundaria (024)",4,,3,1,,
"Superior no univ. completa (026)",1,,,1,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",2,,1,1,,
,,,,,,
"Area Urbana (030)",26,,12,10,2,2
"Sin nivel (031)",1,,,,1,
"Primaria (033)",7,,3,3,,1
"Secundaria (034)",8,,5,2,,1
"Superior no univ. incompleta (035)",1,,,1,,
"Superior no univ. completa (036)",3,,,3,,
"Superior univ. incompleta (037)",3,,2,,1,
"Superior univ. completa (038)",3,,2,1,,
"Hombres (040)",20,,9,7,2,2
"Sin nivel (041)",1,,,,1,
"Primaria (043)",5,,1,3,,1
"Secundaria (044)",7,,5,1,,1
"Superior no univ. incompleta (045)",1,,,1,,
"Superior no univ. completa (046)",2,,,2,,
"Superior univ. incompleta (047)",3,,2,,1,
"Superior univ. completa (048)",1,,1,,,
"Mujeres (050)",6,,3,3,,
"Primaria (053)",2,,2,,,
"Secundaria (054)",1,,,1,,
"Superior no univ. completa (056)",1,,,1,,
"Superior univ. completa (058)",2,,1,1,,
,,,,,,
"Area Rural (060)",66,,27,23,11,5
"Sin nivel (061)",16,,1,7,4,4
"Primaria (063)",21,,3,11,6,1
"Secundaria (064)",24,,20,3,1,
"Superior no univ. completa (066)",2,,1,1,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",2,,1,1,,
"Hombres (070)",57,,23,20,9,5
"Sin nivel (071)",13,,1,5,3,4
"Primaria (073)",19,,3,10,5,1
"Secundaria (074)",21,,17,3,1,
"Superior no univ. completa (076)",2,,1,1,,
"Superior univ. completa (078)",2,,1,1,,
"Mujeres (080)",9,,4,3,2,
"Sin nivel (081)",3,,,2,1,
"Primaria (083)",2,,,1,1,
"Secundaria (084)",3,,3,,,
"Superior univ. incompleta (087)",1,,1,,,
