"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SIHUAS (000)",28564,10962,2232,292,15090
"Quechua (001)",10520,4805,353,46,5318
"Aymara (002)",13,5,,,8
"Asháninka (003)",1,,,,1
"Otra lengua nativa (004)",4,1,,,3
"Castellano (005)",17965,6144,1878,246,9707
"Idioma Extranjero (006)",1,,,,1
"Es Sordomudo/a (007)",60,7,1,,52
"Hombres (009)",14045,5254,1122,172,7504
"Quechua (010)",5048,2232,180,30,2608
"Aymara (011)",4,2,,,2
"Asháninka (012)",1,,,,1
"Otra lengua nativa (013)",1,,,,1
"Castellano (014)",8967,3017,941,142,4872
"Es Sordomudo/a (016)",24,3,1,,20
"Mujeres (018)",14519,5708,1110,120,7586
"Quechua (019)",5472,2573,173,16,2710
"Aymara (020)",9,3,,,6
"Otra lengua nativa (022)",3,1,,,2
"Castellano (023)",8998,3127,937,104,4835
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",36,4,,,32
,,,,,
"URBANA (027)",7485,1702,1770,168,3851
"Quechua (028)",1238,334,173,28,704
"Aymara (029)",3,,,,3
"Asháninka (030)",1,,,,1
"Castellano (032)",6236,1367,1596,140,3138
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",6,1,1,,4
"Hombres (036)",3740,820,890,103,1930
"Quechua (037)",577,148,85,19,326
"Aymara (038)",1,,,,1
"Asháninka (039)",1,,,,1
"Castellano (041)",3158,671,804,84,1601
"Es Sordomudo/a (043)",3,1,1,,1
"Mujeres (045)",3745,882,880,65,1921
"Quechua (046)",661,186,88,9,378
"Aymara (047)",2,,,,2
"Castellano (050)",3078,696,792,56,1537
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",3,,,,3
,,,,,
"RURAL (054)",21079,9260,462,124,11239
"Quechua (055)",9282,4471,180,18,4614
"Aymara (056)",10,5,,,5
"Otra lengua nativa (058)",4,1,,,3
"Castellano (059)",11729,4777,282,106,6569
"Es Sordomudo/a (061)",54,6,,,48
"Hombres (063)",10305,4434,232,69,5574
"Quechua (064)",4471,2084,95,11,2282
"Aymara (065)",3,2,,,1
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",5809,2346,137,58,3271
"Es Sordomudo/a (070)",21,2,,,19
"Mujeres (072)",10774,4826,230,55,5665
"Quechua (073)",4811,2387,85,7,2332
"Aymara (074)",7,3,,,4
"Otra lengua nativa (076)",3,1,,,2
"Castellano (077)",5920,2431,145,48,3298
"Es Sordomudo/a (079)",33,4,,,29
