"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TAHUAMANU (000)",5541,197,3,947,2532,513,696,217,436
"Empleado (001)",1262,2,,47,309,157,336,94,317
"Obrero (002)",2205,25,,301,1373,184,210,53,59
"Trabajador independiente (003)",1600,128,,443,648,141,129,63,48
"Empleador o patrono (004)",100,7,,20,46,6,8,5,8
"Trabajador familiar no remunerado (005)",327,32,3,126,130,21,11,2,2
"Trabajador del hogar (006)",47,3,,10,26,4,2,,2
"Hombres (008)",4335,110,2,722,2084,407,505,172,333
"Empleado (009)",864,,,23,201,119,216,70,235
"Obrero (010)",1999,21,,257,1270,161,191,50,49
"Trabajador independiente (011)",1217,77,,362,496,111,84,45,42
"Empleador o patrono (012)",82,4,,18,40,3,6,5,6
"Trabajador familiar no remunerado (013)",170,7,2,62,76,12,8,2,1
"Trabajador del hogar (014)",3,1,,,1,1,,,
"Mujeres (016)",1206,87,1,225,448,106,191,45,103
"Empleado (017)",398,2,,24,108,38,120,24,82
"Obrero (018)",206,4,,44,103,23,19,3,10
"Trabajador independiente (019)",383,51,,81,152,30,45,18,6
"Empleador o patrono (020)",18,3,,2,6,3,2,,2
"Trabajador familiar no remunerado (021)",157,25,1,64,54,9,3,,1
"Trabajador del hogar (022)",44,2,,10,25,3,2,,2
,,,,,,,,,
"URBANA (024)",3848,69,2,464,1824,391,546,177,375
"Empleado (025)",1132,2,,39,282,142,291,89,287
"Obrero (026)",1613,15,,184,998,149,172,43,52
"Trabajador independiente (027)",855,36,,180,427,78,69,40,25
"Empleador o patrono (028)",54,2,,7,22,3,7,5,8
"Trabajador familiar no remunerado (029)",154,12,2,46,73,15,5,,1
"Trabajador del hogar (030)",40,2,,8,22,4,2,,2
"Hombres (032)",2924,29,1,322,1456,298,391,144,283
"Empleado (033)",767,,,17,178,107,186,66,213
"Obrero (034)",1453,12,,156,917,130,156,40,42
"Trabajador independiente (035)",580,13,,120,301,52,40,33,21
"Empleador o patrono (036)",39,,,6,17,,5,5,6
"Trabajador familiar no remunerado (037)",82,3,1,23,42,8,4,,1
"Trabajador del hogar (038)",3,1,,,1,1,,,
"Mujeres (040)",924,40,1,142,368,93,155,33,92
"Empleado (041)",365,2,,22,104,35,105,23,74
"Obrero (042)",160,3,,28,81,19,16,3,10
"Trabajador independiente (043)",275,23,,60,126,26,29,7,4
"Empleador o patrono (044)",15,2,,1,5,3,2,,2
"Trabajador familiar no remunerado (045)",72,9,1,23,31,7,1,,
"Trabajador del hogar (046)",37,1,,8,21,3,2,,2
,,,,,,,,,
"RURAL (048)",1693,128,1,483,708,122,150,40,61
"Empleado (049)",130,,,8,27,15,45,5,30
"Obrero (050)",592,10,,117,375,35,38,10,7
"Trabajador independiente (051)",745,92,,263,221,63,60,23,23
"Empleador o patrono (052)",46,5,,13,24,3,1,,
"Trabajador familiar no remunerado (053)",173,20,1,80,57,6,6,2,1
"Trabajador del hogar (054)",7,1,,2,4,,,,
"Hombres (056)",1411,81,1,400,628,109,114,28,50
"Empleado (057)",97,,,6,23,12,30,4,22
"Obrero (058)",546,9,,101,353,31,35,10,7
"Trabajador independiente (059)",637,64,,242,195,59,44,12,21
"Empleador o patrono (060)",43,4,,12,23,3,1,,
"Trabajador familiar no remunerado (061)",88,4,1,39,34,4,4,2,
"Mujeres (064)",282,47,,83,80,13,36,12,11
"Empleado (065)",33,,,2,4,3,15,1,8
"Obrero (066)",46,1,,16,22,4,3,,
"Trabajador independiente (067)",108,28,,21,26,4,16,11,2
"Empleador o patrono (068)",3,1,,1,1,,,,
"Trabajador familiar no remunerado (069)",85,16,,41,23,2,2,,1
"Trabajador del hogar (070)",7,1,,2,4,,,,
