"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DATEM DEL MARAÑON (000)",49571,26087,2667,548,20393
"Menos de 1 año (001)",1775,1265,66,6,438
"De 1 a 14 años (002)",22783,17495,1136,79,4083
"De 15 a 29 años (003)",13015,4672,603,307,7516
"De 30 a 44 años (004)",7097,1658,578,93,4780
"De 45 a 64 años (005)",4038,836,253,52,2915
"De 65 y mas años (006)",863,161,31,11,661
"Hombres (008)",25223,12656,1404,427,10851
"Menos de 1 año (009)",897,638,33,3,223
"De 1 a 14 años (010)",11446,8820,543,42,2046
"De 15 a 29 años (011)",6449,1976,294,268,3991
"De 30 a 44 años (012)",3736,707,327,61,2652
"De 45 a 64 años (013)",2230,428,190,44,1586
"De 65 y mas años (014)",465,87,17,9,353
"Mujeres (016)",24348,13431,1263,121,9542
"Menos de 1 año (017)",878,627,33,3,215
"De 1 a 14 años (018)",11337,8675,593,37,2037
"De 15 a 29 años (019)",6566,2696,309,39,3525
"De 30 a 44 años (020)",3361,951,251,32,2128
"De 45 a 64 años (021)",1808,408,63,8,1329
"De 65 y mas años (022)",398,74,14,2,308
,,,,,
"URBANA (024)",13598,5476,1368,213,6553
"Menos de 1 año (025)",408,279,39,4,86
"De 1 a 14 años (026)",5706,3702,588,60,1361
"De 15 a 29 años (027)",3748,1032,272,56,2391
"De 30 a 44 años (028)",2160,290,329,56,1488
"De 45 a 64 años (029)",1291,148,123,29,992
"De 65 y mas años (030)",285,25,17,8,235
"Hombres (032)",6854,2631,700,136,3396
"Menos de 1 año (033)",212,147,18,1,46
"De 1 a 14 años (034)",2848,1815,296,29,711
"De 15 a 29 años (035)",1829,465,118,39,1209
"De 30 a 44 años (036)",1093,112,173,38,773
"De 45 a 64 años (037)",710,76,85,22,528
"De 65 y mas años (038)",162,16,10,7,129
"Mujeres (040)",6744,2845,668,77,3157
"Menos de 1 año (041)",196,132,21,3,40
"De 1 a 14 años (042)",2858,1887,292,31,650
"De 15 a 29 años (043)",1919,567,154,17,1182
"De 30 a 44 años (044)",1067,178,156,18,715
"De 45 a 64 años (045)",581,72,38,7,464
"De 65 y mas años (046)",123,9,7,1,106
,,,,,
"RURAL (048)",35973,20611,1299,335,13840
"Menos de 1 año (049)",1367,986,27,2,352
"De 1 a 14 años (050)",17077,13793,548,19,2722
"De 15 a 29 años (051)",9267,3640,331,251,5125
"De 30 a 44 años (052)",4937,1368,249,37,3292
"De 45 a 64 años (053)",2747,688,130,23,1923
"De 65 y mas años (054)",578,136,14,3,426
"Hombres (056)",18369,10025,704,291,7455
"Menos de 1 año (057)",685,491,15,2,177
"De 1 a 14 años (058)",8598,7005,247,13,1335
"De 15 a 29 años (059)",4620,1511,176,229,2782
"De 30 a 44 años (060)",2643,595,154,23,1879
"De 45 a 64 años (061)",1520,352,105,22,1058
"De 65 y mas años (062)",303,71,7,2,224
"Mujeres (064)",17604,10586,595,44,6385
"Menos de 1 año (065)",682,495,12,,175
"De 1 a 14 años (066)",8479,6788,301,6,1387
"De 15 a 29 años (067)",4647,2129,155,22,2343
"De 30 a 44 años (068)",2294,773,95,14,1413
"De 45 a 64 años (069)",1227,336,25,1,865
"De 65 y mas años (070)",275,65,7,1,202
