"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANCHEZ CARRION (000)",1672,642,1030
"Sin nivel (001)",219,79,140
"Educación inicial (002)",5,2,3
"Primaria (003)",845,342,503
"Secundaria (004)",370,154,216
"Superior no univ. incompleta (005)",36,10,26
"Superior no univ. completa (006)",109,31,78
"Superior univ. incompleta (007)",44,15,29
"Superior univ. completa (008)",44,9,35
"Hombres (010)",1328,481,847
"Sin nivel (011)",157,53,104
"Educación inicial (012)",4,2,2
"Primaria (013)",702,262,440
"Secundaria (014)",310,120,190
"Superior no univ. incompleta (015)",27,7,20
"Superior no univ. completa (016)",68,19,49
"Superior univ. incompleta (017)",33,11,22
"Superior univ. completa (018)",27,7,20
"Mujeres (020)",344,161,183
"Sin nivel (021)",62,26,36
"Educación inicial (022)",1,,1
"Primaria (023)",143,80,63
"Secundaria (024)",60,34,26
"Superior no univ. incompleta (025)",9,3,6
"Superior no univ. completa (026)",41,12,29
"Superior univ. incompleta (027)",11,4,7
"Superior univ. completa (028)",17,2,15
,,,
"AREA URBANA (030)",750,221,529
"Sin nivel (031)",62,16,46
"Educación inicial (032)",3,2,1
"Primaria (033)",225,59,166
"Secundaria (034)",249,91,158
"Superior no univ. incompleta (035)",32,7,25
"Superior no univ. completa (036)",98,25,73
"Superior univ. incompleta (037)",42,14,28
"Superior univ. completa (038)",39,7,32
"Hombres (040)",568,151,417
"Sin nivel (041)",39,8,31
"Educación inicial (042)",3,2,1
"Primaria (043)",178,36,142
"Secundaria (044)",209,71,138
"Superior no univ. incompleta (045)",23,4,19
"Superior no univ. completa (046)",62,15,47
"Superior univ. incompleta (047)",31,10,21
"Superior univ. completa (048)",23,5,18
"Mujeres (050)",182,70,112
"Sin nivel (051)",23,8,15
"Primaria (053)",47,23,24
"Secundaria (054)",40,20,20
"Superior no univ. incompleta (055)",9,3,6
"Superior no univ. completa (056)",36,10,26
"Superior univ. incompleta (057)",11,4,7
"Superior univ. completa (058)",16,2,14
,,,
"AREA RURAL (060)",922,421,501
"Sin nivel (061)",157,63,94
"Educación inicial (062)",2,,2
"Primaria (063)",620,283,337
"Secundaria (064)",121,63,58
"Superior no univ. incompleta (065)",4,3,1
"Superior no univ. completa (066)",11,6,5
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",5,2,3
"Hombres (070)",760,330,430
"Sin nivel (071)",118,45,73
"Educación inicial (072)",1,,1
"Primaria (073)",524,226,298
"Secundaria (074)",101,49,52
"Superior no univ. incompleta (075)",4,3,1
"Superior no univ. completa (076)",6,4,2
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",4,2,2
"Mujeres (080)",162,91,71
"Sin nivel (081)",39,18,21
"Educación inicial (082)",1,,1
"Primaria (083)",96,57,39
"Secundaria (084)",20,14,6
"Superior no univ. completa (086)",5,2,3
"Superior univ. completa (088)",1,,1
