"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,,
"Hogares (001)",11341,231,114,102,84,74,72,59,10605
"Ocupantes presentes (002)",45009,643,322,329,325,351,404,431,42204
"Casa independiente",,,,,,,,,
"Hogares (004)",9256,202,108,98,79,68,67,59,8575
"Ocupantes presentes (005)",36197,521,305,319,303,322,377,431,33619
"Departamento en edificio",,,,,,,,,
"Hogares (007)",5,2,,,,1,,,2
"Ocupantes presentes (008)",22,10,,,,5,,,7
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",5,,,,,,,,5
"Ocupantes presentes (011)",15,,,,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",60,1,1,1,1,,1,,55
"Ocupantes presentes (014)",170,1,2,1,4,,8,,154
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2000,25,5,3,4,5,4,,1954
"Ocupantes presentes (017)",8579,110,15,9,18,24,19,,8384
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",10,1,,,,,,,9
"Ocupantes presentes (023)",17,1,,,,,,,16
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",9,,,,,,,,9
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3058,109,62,68,45,47,33,25,2669
"Ocupantes presentes (029)",11590,280,180,212,170,219,191,184,10154
"Casa independiente",,,,,,,,,
"Hogares (031)",2979,106,61,67,44,46,32,25,2598
"Ocupantes presentes (032)",11367,269,178,211,166,214,183,184,9962
"Departamento en edificio",,,,,,,,,
"Hogares (034)",5,2,,,,1,,,2
"Ocupantes presentes (035)",22,10,,,,5,,,7
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",5,,,,,,,,5
"Ocupantes presentes (038)",15,,,,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",60,1,1,1,1,,1,,55
"Ocupantes presentes (041)",170,1,2,1,4,,8,,154
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",8,,,,,,,,8
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8283,122,52,34,39,27,39,34,7936
"Ocupantes presentes (056)",33419,363,142,117,155,132,213,247,32050
"Casa independiente",,,,,,,,,
"Hogares (058)",6277,96,47,31,35,22,35,34,5977
"Ocupantes presentes (059)",24830,252,127,108,137,108,194,247,23657
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2000,25,5,3,4,5,4,,1954
"Ocupantes presentes (071)",8579,110,15,9,18,24,19,,8384
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,1,,,,,,,4
"Ocupantes presentes (077)",9,1,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
