"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RECUAY (000)",5503,351,1,1571,1962,355,598,203,462
"Empleado (001)",1085,13,,58,202,89,327,92,304
"Obrero (002)",1161,58,,311,566,92,71,27,36
"Trabajador independiente (003)",2601,199,1,967,966,141,160,70,97
"Empleador o patrono (004)",50,3,,13,14,2,8,4,6
"Trabajador familiar no remunerado (005)",565,75,,206,199,26,30,10,19
"Trabajador del hogar (006)",41,3,,16,15,5,2,,
"Hombres (008)",3934,132,,1143,1571,252,381,151,304
"Empleado (009)",669,4,,45,137,47,192,60,184
"Obrero (010)",1052,35,,275,531,85,68,26,32
"Trabajador independiente (011)",1883,70,,716,764,104,102,56,71
"Empleador o patrono (012)",40,1,,11,11,2,5,4,6
"Trabajador familiar no remunerado (013)",289,22,,95,128,14,14,5,11
"Trabajador del hogar (014)",1,,,1,,,,,
"Mujeres (016)",1569,219,1,428,391,103,217,52,158
"Empleado (017)",416,9,,13,65,42,135,32,120
"Obrero (018)",109,23,,36,35,7,3,1,4
"Trabajador independiente (019)",718,129,1,251,202,37,58,14,26
"Empleador o patrono (020)",10,2,,2,3,,3,,
"Trabajador familiar no remunerado (021)",276,53,,111,71,12,16,5,8
"Trabajador del hogar (022)",40,3,,15,15,5,2,,
,,,,,,,,,
"URBANA (024)",3239,131,,787,1138,229,456,161,337
"Empleado (025)",860,7,,39,150,63,287,76,238
"Obrero (026)",676,25,,168,350,51,45,20,17
"Trabajador independiente (027)",1360,65,,462,518,94,102,55,64
"Empleador o patrono (028)",38,2,,9,10,2,6,3,6
"Trabajador familiar no remunerado (029)",272,32,,96,96,15,14,7,12
"Trabajador del hogar (030)",33,,,13,14,4,2,,
"Hombres (032)",2164,39,,515,864,152,275,115,204
"Empleado (033)",525,3,,29,102,32,169,48,142
"Obrero (034)",616,16,,150,329,45,43,19,14
"Trabajador independiente (035)",876,13,,294,368,66,55,42,38
"Empleador o patrono (036)",31,,,8,8,2,4,3,6
"Trabajador familiar no remunerado (037)",115,7,,33,57,7,4,3,4
"Trabajador del hogar (038)",1,,,1,,,,,
"Mujeres (040)",1075,92,,272,274,77,181,46,133
"Empleado (041)",335,4,,10,48,31,118,28,96
"Obrero (042)",60,9,,18,21,6,2,1,3
"Trabajador independiente (043)",484,52,,168,150,28,47,13,26
"Empleador o patrono (044)",7,2,,1,2,,2,,
"Trabajador familiar no remunerado (045)",157,25,,63,39,8,10,4,8
"Trabajador del hogar (046)",32,,,12,14,4,2,,
,,,,,,,,,
"RURAL (048)",2264,220,1,784,824,126,142,42,125
"Empleado (049)",225,6,,19,52,26,40,16,66
"Obrero (050)",485,33,,143,216,41,26,7,19
"Trabajador independiente (051)",1241,134,1,505,448,47,58,15,33
"Empleador o patrono (052)",12,1,,4,4,,2,1,
"Trabajador familiar no remunerado (053)",293,43,,110,103,11,16,3,7
"Trabajador del hogar (054)",8,3,,3,1,1,,,
"Hombres (056)",1770,93,,628,707,100,106,36,100
"Empleado (057)",144,1,,16,35,15,23,12,42
"Obrero (058)",436,19,,125,202,40,25,7,18
"Trabajador independiente (059)",1007,57,,422,396,38,47,14,33
"Empleador o patrono (060)",9,1,,3,3,,1,1,
"Trabajador familiar no remunerado (061)",174,15,,62,71,7,10,2,7
"Mujeres (064)",494,127,1,156,117,26,36,6,25
"Empleado (065)",81,5,,3,17,11,17,4,24
"Obrero (066)",49,14,,18,14,1,1,,1
"Trabajador independiente (067)",234,77,1,83,52,9,11,1,
"Empleador o patrono (068)",3,,,1,1,,1,,
"Trabajador familiar no remunerado (069)",119,28,,48,32,4,6,1,
"Trabajador del hogar (070)",8,3,,3,1,1,,,
