"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TARMA (000)",44297,108231,98729,,1557,91.2,1.4
"De 12 a 14 años (001)",3871,12,12,,2,100,16.7
"De 15 a 19 años (002)",5859,682,654,187,95.9,27.4,
"De 20 a 24 años (003)",4745,3316,3234,401,97.5,12.1,
"De 25 a 29 años (004)",4340,5916,5783,378,97.8,6.4,
"De 30 a 34 años (005)",3960,8102,7854,274,96.9,3.4,
"De 35 a 39 años (006)",4126,11102,10621,216,95.7,1.9,
"De 40 a 44 años (007)",3462,11704,11068,78,94.6,0.7,
"De 45 a 49 años (008)",2923,11584,10817,21,93.4,0.2,
"De 50 y más años (009)",11011,55813,48686,,87.2,,
"PEA (010)",14700,35920,33187,387,92.4,1.1,
"De 12 a 14 años (011)",162,,,,,,
"De 15 a 19 años (012)",1000,163,156,33,95.7,20.2,
"De 20 a 24 años (013)",1657,907,882,74,97.2,8.2,
"De 25 a 29 años (014)",1897,1989,1942,90,97.6,4.5,
"De 30 a 34 años (015)",1727,2997,2912,91,97.2,3,
"De 35 a 39 años (016)",1877,4413,4220,68,95.6,1.5,
"De 40 a 44 años (017)",1664,4941,4672,25,94.6,0.5,
"De 45 a 49 años (018)",1339,4878,4572,6,93.7,0.1,
"De 50 y más años (019)",3377,15632,13831,,88.5,,
"Ocupada (020)",14058,35200,32496,359,92.3,1,
"De 12 a 14 años (021)",148,,,,,,
"De 15 a 19 años (022)",912,151,144,30,95.4,19.9,
"De 20 a 24 años (023)",1501,856,831,66,97.1,7.7,
"De 25 a 29 años (024)",1751,1884,1839,81,97.6,4.3,
"De 30 a 34 años (025)",1641,2877,2797,89,97.2,3.1,
"De 35 a 39 años (026)",1821,4299,4111,63,95.6,1.5,
"De 40 a 44 años (027)",1634,4875,4610,24,94.6,0.5,
"De 45 a 49 años (028)",1317,4803,4499,6,93.7,0.1,
"De 50 y más años (029)",3333,15455,13665,,88.4,,
"Desocupada (030)",642,720,691,28,96,3.9,
"De 12 a 14 años (031)",14,,,,,,
"De 15 a 19 años (032)",88,12,12,3,100,25,
"De 20 a 24 años (033)",156,51,51,8,100,15.7,
"De 25 a 29 años (034)",146,105,103,9,98.1,8.6,
"De 30 a 34 años (035)",86,120,115,2,95.8,1.7,
