"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia AIJA (000)",167,31,136
"Sin nivel (001)",7,1,6
"Primaria (003)",58,9,49
"Secundaria (004)",63,17,46
"Superior no univ. incompleta (005)",12,2,10
"Superior no univ. completa (006)",17,2,15
"Superior univ. incompleta (007)",5,,5
"Superior univ. completa (008)",5,,5
"Hombres (010)",152,22,130
"Sin nivel (011)",7,1,6
"Primaria (013)",55,6,49
"Secundaria (014)",59,14,45
"Superior no univ. incompleta (015)",9,,9
"Superior no univ. completa (016)",14,1,13
"Superior univ. incompleta (017)",4,,4
"Superior univ. completa (018)",4,,4
"Mujeres (020)",15,9,6
"Primaria (023)",3,3,
"Secundaria (024)",4,3,1
"Superior no univ. incompleta (025)",3,2,1
"Superior no univ. completa (026)",3,1,2
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",1,,1
,,,
"AREA URBANA (030)",47,7,40
"Primaria (033)",14,1,13
"Secundaria (034)",19,4,15
"Superior no univ. incompleta (035)",2,1,1
"Superior no univ. completa (036)",7,1,6
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",4,,4
"Hombres (040)",38,2,36
"Primaria (043)",13,,13
"Secundaria (044)",16,2,14
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",4,,4
"Superior univ. completa (048)",4,,4
"Mujeres (050)",9,5,4
"Primaria (053)",1,1,
"Secundaria (054)",3,2,1
"Superior no univ. incompleta (055)",1,1,
"Superior no univ. completa (056)",3,1,2
"Superior univ. incompleta (057)",1,,1
,,,
"AREA RURAL (060)",120,24,96
"Sin nivel (061)",7,1,6
"Primaria (063)",44,8,36
"Secundaria (064)",44,13,31
"Superior no univ. incompleta (065)",10,1,9
"Superior no univ. completa (066)",10,1,9
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",1,,1
"Hombres (070)",114,20,94
"Sin nivel (071)",7,1,6
"Primaria (073)",42,6,36
"Secundaria (074)",43,12,31
"Superior no univ. incompleta (075)",8,,8
"Superior no univ. completa (076)",10,1,9
"Superior univ. incompleta (077)",4,,4
"Mujeres (080)",6,4,2
"Primaria (083)",2,2,
"Secundaria (084)",1,1,
"Superior no univ. incompleta (085)",2,1,1
"Superior univ. completa (088)",1,,1
