"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CARAVELI",,,,,,,
"Viviendas particulares (001)",9386,2203,387,904,2295,267,3330
"Ocupantes presentes (002)",32412,8347,1167,3158,8278,801,10661
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8331,2096,310,895,2190,245,2595
"Ocupantes presentes (005)",29352,7951,938,3131,7973,741,8618
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",4,2,2,,,,
"Ocupantes presentes (008)",7,4,3,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",74,32,28,,,,14
"Ocupantes presentes (011)",242,136,71,,,,35
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",115,57,38,,,,20
"Ocupantes presentes (014)",388,212,117,,,,59
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",687,,,5,90,17,575
"Ocupantes presentes (017)",1832,,,12,255,49,1516
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",136,12,2,2,9,1,110
"Ocupantes presentes (020)",469,36,10,8,38,1,376
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",26,4,7,2,4,2,7
"Ocupantes presentes (023)",89,8,28,7,8,8,30
"Otro tipo",,,,,,,
"Viviendas particulares (025)",13,,,,2,2,9
"Ocupantes presentes (026)",33,,,,4,2,27
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6019,2085,291,779,1236,80,1548
"Ocupantes presentes (029)",21984,7919,1021,2780,4607,269,5388
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5657,1978,214,775,1222,75,1393
"Ocupantes presentes (032)",20768,7523,792,2765,4560,258,4870
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",4,2,2,,,,
"Ocupantes presentes (035)",7,4,3,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",74,32,28,,,,14
"Ocupantes presentes (038)",242,136,71,,,,35
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",115,57,38,,,,20
"Ocupantes presentes (041)",388,212,117,,,,59
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",136,12,2,2,9,1,110
"Ocupantes presentes (047)",469,36,10,8,38,1,376
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",25,4,7,2,3,2,7
"Ocupantes presentes (050)",86,8,28,7,5,8,30
"Otro tipo",,,,,,,
"Viviendas particulares (052)",8,,,,2,2,4
"Ocupantes presentes (053)",24,,,,4,2,18
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3367,118,96,125,1059,187,1782
"Ocupantes presentes (056)",10428,428,146,378,3671,532,5273
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2674,118,96,120,968,170,1202
"Ocupantes presentes (059)",8584,428,146,366,3413,483,3748
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",687,,,5,90,17,575
"Ocupantes presentes (071)",1832,,,12,255,49,1516
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",3,,,,3,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,,,5
"Ocupantes presentes (080)",9,,,,,,9
