"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHA (000)",147681,5631,46758,10249,85759
"Conviviente (001)",24682,954,5994,1469,16337
"Separado(a) (002)",5771,176,1467,380,3761
"Casado(a) (003)",58728,1421,24284,4893,28609
"Viudo(a) (004)",5381,137,2259,352,2652
"Divorciado(a) (005)",628,15,220,52,347
"Soltero(a) (006)",52491,2928,12534,3103,34053
"Hombres (008)",72150,2411,23313,5827,41074
"Conviviente (009)",12104,264,3295,917,7679
"Separado(a) (010)",1617,32,435,134,1019
"Casado(a) (011)",28855,606,12331,2876,13398
"Viudo(a) (012)",1455,44,664,91,662
"Divorciado(a) (013)",243,7,73,20,144
"Soltero(a) (014)",27876,1458,6515,1789,18172
"Mujeres (016)",75531,3220,23445,4422,44685
"Conviviente (017)",12578,690,2699,552,8658
"Separado(a) (018)",4154,144,1032,246,2742
"Casado(a) (019)",29873,815,11953,2017,15211
"Viudo(a) (020)",3926,93,1595,261,1990
"Divorciado(a) (021)",385,8,147,32,203
"Soltero(a) (022)",24615,1470,6019,1314,15881
,,,,,
"URBANA (024)",131301,5055,41698,9478,75757
"Conviviente (025)",21684,878,5251,1327,14293
"Separado(a) (026)",5297,166,1353,359,3432
"Casado(a) (027)",52162,1314,21559,4518,25232
"Viudo(a) (028)",4729,130,1963,330,2324
"Divorciado(a) (029)",593,14,212,50,323
"Soltero(a) (030)",46836,2553,11360,2894,30153
"Hombres (032)",63911,2157,20606,5347,36251
"Conviviente (033)",10635,246,2873,823,6739
"Separado(a) (034)",1484,30,387,124,946
"Casado(a) (035)",25587,563,10874,2644,11844
"Viudo(a) (036)",1246,41,559,84,567
"Divorciado(a) (037)",227,7,68,20,133
"Soltero(a) (038)",24732,1270,5845,1652,16022
"Mujeres (040)",67390,2898,21092,4131,39506
"Conviviente (041)",11049,632,2378,504,7554
"Separado(a) (042)",3813,136,966,235,2486
"Casado(a) (043)",26575,751,10685,1874,13388
"Viudo(a) (044)",3483,89,1404,246,1757
"Divorciado(a) (045)",366,7,144,30,190
"Soltero(a) (046)",22104,1283,5515,1242,14131
,,,,,
"RURAL (048)",16380,576,5060,771,10002
"Conviviente (049)",2998,76,743,142,2044
"Separado(a) (050)",474,10,114,21,329
"Casado(a) (051)",6566,107,2725,375,3377
"Viudo(a) (052)",652,7,296,22,328
"Divorciado(a) (053)",35,1,8,2,24
"Soltero(a) (054)",5655,375,1174,209,3900
"Hombres (056)",8239,254,2707,480,4823
"Conviviente (057)",1469,18,422,94,940
"Separado(a) (058)",133,2,48,10,73
"Casado(a) (059)",3268,43,1457,232,1554
"Viudo(a) (060)",209,3,105,7,95
"Divorciado(a) (061)",16,,5,,11
"Soltero(a) (062)",3144,188,670,137,2150
"Mujeres (064)",8141,322,2353,291,5179
"Conviviente (065)",1529,58,321,48,1104
"Separado(a) (066)",341,8,66,11,256
"Casado(a) (067)",3298,64,1268,143,1823
"Viudo(a) (068)",443,4,191,15,233
"Divorciado(a) (069)",19,1,3,2,13
"Soltero(a) (070)",2511,187,504,72,1750
