"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",14765,2792,2669,2658,2055,1624,2967
"Católica (001)",12829,2443,2363,2313,1747,1366,2597
"Cristiana/Evangélica (002)",1748,323,279,303,274,233,336
"Otra (003)",96,21,15,17,19,14,10
"Ninguna (004)",92,5,12,25,15,11,24
"Hombres (006)",7046,1409,1287,1291,974,752,1333
"Católica (007)",6107,1225,1149,1125,816,620,1172
"Cristiana/Evangélica (008)",838,169,123,145,136,119,146
"Otra (009)",46,11,9,5,12,6,3
"Ninguna (010)",55,4,6,16,10,7,12
"Mujeres (012)",7719,1383,1382,1367,1081,872,1634
"Católica (013)",6722,1218,1214,1188,931,746,1425
"Cristiana/Evangélica (014)",910,154,156,158,138,114,190
"Otra (015)",50,10,6,12,7,8,7
"Ninguna (016)",37,1,6,9,5,4,12
,,,,,,,
"URBANA (018)",2481,379,438,588,386,293,397
"Católica (019)",2258,351,406,541,352,260,348
"Cristiana/Evangélica (020)",170,20,22,35,22,27,44
"Otra (021)",36,7,6,7,11,4,1
"Ninguna (022)",17,1,4,5,1,2,4
"Hombres (024)",1213,201,192,282,187,152,199
"Católica (025)",1104,187,180,260,170,132,175
"Cristiana/Evangélica (026)",82,10,7,17,10,17,21
"Otra (027)",18,3,4,1,7,2,1
"Ninguna (028)",9,1,1,4,,1,2
"Mujeres (030)",1268,178,246,306,199,141,198
"Católica (031)",1154,164,226,281,182,128,173
"Cristiana/Evangélica (032)",88,10,15,18,12,10,23
"Otra (033)",18,4,2,6,4,2,
"Ninguna (034)",8,,3,1,1,1,2
,,,,,,,
"RURAL (036)",12284,2413,2231,2070,1669,1331,2570
"Católica (037)",10571,2092,1957,1772,1395,1106,2249
"Cristiana/Evangélica (038)",1578,303,257,268,252,206,292
"Otra (039)",60,14,9,10,8,10,9
"Ninguna (040)",75,4,8,20,14,9,20
"Hombres (042)",5833,1208,1095,1009,787,600,1134
"Católica (043)",5003,1038,969,865,646,488,997
"Cristiana/Evangélica (044)",756,159,116,128,126,102,125
"Otra (045)",28,8,5,4,5,4,2
"Ninguna (046)",46,3,5,12,10,6,10
"Mujeres (048)",6451,1205,1136,1061,882,731,1436
"Católica (049)",5568,1054,988,907,749,618,1252
"Cristiana/Evangélica (050)",822,144,141,140,126,104,167
"Otra (051)",32,6,4,6,3,6,7
"Ninguna (052)",29,1,3,8,4,3,10
