"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BARRANCA (000)",133904,18149,28174,6264,81609
"Menos de 1 año (001)",2318,1019,387,45,869
"De 1 a 14 años (002)",35574,10722,6365,1110,17430
"De 15 a 29 años (003)",36085,3346,4721,1370,26688
"De 30 a 44 años (004)",27255,1505,5789,1567,18492
"De 45 a 64 años (005)",22214,1101,6145,1441,13604
"De 65 y mas años (006)",10458,456,4767,731,4526
"Hombres (008)",67138,8521,14616,3720,40457
"Menos de 1 año (009)",1187,525,199,20,444
"De 1 a 14 años (010)",17919,5428,3227,541,8748
"De 15 a 29 años (011)",18175,1322,2452,858,13567
"De 30 a 44 años (012)",13374,556,2922,963,8994
"De 45 a 64 años (013)",11042,458,3083,893,6661
"De 65 y mas años (014)",5441,232,2733,445,2043
"Mujeres (016)",66766,9628,13558,2544,41152
"Menos de 1 año (017)",1131,494,188,25,425
"De 1 a 14 años (018)",17655,5294,3138,569,8682
"De 15 a 29 años (019)",17910,2024,2269,512,13121
"De 30 a 44 años (020)",13881,949,2867,604,9498
"De 45 a 64 años (021)",11172,643,3062,548,6943
"De 65 y mas años (022)",5017,224,2034,286,2483
,,,,,
"URBANA (024)",114260,14376,25106,6014,69050
"Menos de 1 año (025)",1924,820,332,44,730
"De 1 a 14 años (026)",30075,8319,5708,1066,15034
"De 15 a 29 años (027)",30566,2675,4096,1334,22501
"De 30 a 44 años (028)",23450,1236,5211,1516,15584
"De 45 a 64 años (029)",19208,943,5568,1370,11400
"De 65 y mas años (030)",9037,383,4191,684,3801
"Hombres (032)",56823,6716,12855,3564,33860
"Menos de 1 año (033)",974,423,170,19,363
"De 1 a 14 años (034)",15106,4205,2886,522,7518
"De 15 a 29 años (035)",15249,1047,2080,833,11313
"De 30 a 44 años (036)",11353,452,2566,927,7468
"De 45 a 64 años (037)",9466,394,2755,848,5519
"De 65 y mas años (038)",4675,195,2398,415,1679
"Mujeres (040)",57437,7660,12251,2450,35190
"Menos de 1 año (041)",950,397,162,25,367
"De 1 a 14 años (042)",14969,4114,2822,544,7516
"De 15 a 29 años (043)",15317,1628,2016,501,11188
"De 30 a 44 años (044)",12097,784,2645,589,8116
"De 45 a 64 años (045)",9742,549,2813,522,5881
"De 65 y mas años (046)",4362,188,1793,269,2122
,,,,,
"RURAL (048)",19644,3773,3068,250,12559
"Menos de 1 año (049)",394,199,55,1,139
"De 1 a 14 años (050)",5499,2403,657,44,2396
"De 15 a 29 años (051)",5519,671,625,36,4187
"De 30 a 44 años (052)",3805,269,578,51,2908
"De 45 a 64 años (053)",3006,158,577,71,2204
"De 65 y mas años (054)",1421,73,576,47,725
"Hombres (056)",10315,1805,1761,156,6597
"Menos de 1 año (057)",213,102,29,1,81
"De 1 a 14 años (058)",2813,1223,341,19,1230
"De 15 a 29 años (059)",2926,275,372,25,2254
"De 30 a 44 años (060)",2021,104,356,36,1526
"De 45 a 64 años (061)",1576,64,328,45,1142
"De 65 y mas años (062)",766,37,335,30,364
"Mujeres (064)",9329,1968,1307,94,5962
"Menos de 1 año (065)",181,97,26,,58
"De 1 a 14 años (066)",2686,1180,316,25,1166
"De 15 a 29 años (067)",2593,396,253,11,1933
"De 30 a 44 años (068)",1784,165,222,15,1382
"De 45 a 64 años (069)",1430,94,249,26,1062
"De 65 y mas años (070)",655,36,241,17,361
