"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia ABANCAY",,,,,,,
"Viviendas particulares (001)",25439,8567,4877,872,5605,184,5334
"Ocupantes presentes (002)",95842,33583,17416,3753,22808,697,17585
"Casa independiente",,,,,,,
"Viviendas particulares (004)",22213,7466,3138,864,5538,179,5028
"Ocupantes presentes (005)",85963,30024,12185,3721,22580,684,16769
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",284,217,67,,,,
"Ocupantes presentes (008)",929,712,217,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",137,81,52,,,,4
"Ocupantes presentes (011)",417,253,151,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",2433,793,1605,,,,35
"Ocupantes presentes (014)",7522,2562,4814,,,,146
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",317,1,,6,64,5,241
"Ocupantes presentes (017)",869,1,,20,224,13,611
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,,2,1,1,,4
"Ocupantes presentes (020)",31,,13,4,1,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",34,9,13,1,2,,9
"Ocupantes presentes (023)",93,31,36,8,3,,15
"Otro tipo",,,,,,,
"Viviendas particulares (025)",13,,,,,,13
"Ocupantes presentes (026)",18,,,,,,18
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15943,8474,4856,400,890,72,1251
"Ocupantes presentes (029)",60601,33228,17316,1745,3668,260,4384
"Casa independiente",,,,,,,
"Viviendas particulares (031)",13039,7374,3117,398,889,72,1189
"Ocupantes presentes (032)",51599,29670,12085,1733,3667,260,4184
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",284,217,67,,,,
"Ocupantes presentes (035)",929,712,217,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",137,81,52,,,,4
"Ocupantes presentes (038)",417,253,151,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",2433,793,1605,,,,35
"Ocupantes presentes (041)",7522,2562,4814,,,,146
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,,2,1,1,,4
"Ocupantes presentes (047)",31,,13,4,1,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",30,9,13,1,,,7
"Ocupantes presentes (050)",86,31,36,8,,,11
"Otro tipo",,,,,,,
"Viviendas particulares (052)",12,,,,,,12
"Ocupantes presentes (053)",17,,,,,,17
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9496,93,21,472,4715,112,4083
"Ocupantes presentes (056)",35241,355,100,2008,19140,437,13201
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9174,92,21,466,4649,107,3839
"Ocupantes presentes (059)",34364,354,100,1988,18913,424,12585
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",317,1,,6,64,5,241
"Ocupantes presentes (071)",869,1,,20,224,13,611
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,2,,2
"Ocupantes presentes (077)",7,,,,3,,4
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
