"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJAMARCA (000)",106196,7060,149,34930,31126,3835,9725,4188,15183
"Empleado (001)",31708,354,23,2355,7527,1771,6077,2303,11298
"Obrero (002)",20286,1088,43,8046,7878,717,1363,510,641
"Trabajador independiente (003)",40396,3941,36,17745,12001,1074,1842,1101,2656
"Empleador o patrono (004)",2266,84,1,607,690,102,227,142,413
"Trabajador familiar no remunerado (005)",7784,1164,30,4322,1826,93,139,87,123
"Trabajador del hogar (006)",3756,429,16,1855,1204,78,77,45,52
"Hombres (008)",74123,3630,84,26760,23457,2541,5665,2825,9161
"Empleado (009)",18305,82,10,1341,5018,1033,3009,1433,6379
"Obrero (010)",18784,789,37,7461,7476,667,1292,469,593
"Trabajador independiente (011)",30649,2341,22,14622,9176,720,1162,775,1831
"Empleador o patrono (012)",1717,52,1,512,526,77,141,110,298
"Trabajador familiar no remunerado (013)",4550,359,14,2783,1212,40,56,34,52
"Trabajador del hogar (014)",118,7,,41,49,4,5,4,8
"Mujeres (016)",32073,3430,65,8170,7669,1294,4060,1363,6022
"Empleado (017)",13403,272,13,1014,2509,738,3068,870,4919
"Obrero (018)",1502,299,6,585,402,50,71,41,48
"Trabajador independiente (019)",9747,1600,14,3123,2825,354,680,326,825
"Empleador o patrono (020)",549,32,,95,164,25,86,32,115
"Trabajador familiar no remunerado (021)",3234,805,16,1539,614,53,83,53,71
"Trabajador del hogar (022)",3638,422,16,1814,1155,74,72,41,44
,,,,,,,,,
"URBANA (024)",66155,2002,90,12332,21833,3248,8365,3876,14409
"Empleado (025)",28656,275,21,1843,6517,1564,5482,2183,10771
"Obrero (026)",10099,278,21,2913,4732,485,769,376,525
"Trabajador independiente (027)",20803,1004,22,5240,8262,958,1709,1052,2556
"Empleador o patrono (028)",1703,20,,291,550,91,218,138,395
"Trabajador familiar no remunerado (029)",1992,143,14,674,770,77,116,85,113
"Trabajador del hogar (030)",2902,282,12,1371,1002,73,71,42,49
"Hombres (032)",41102,554,46,7519,15255,2053,4551,2556,8568
"Empleado (033)",16124,57,8,995,4230,886,2603,1342,6003
"Obrero (034)",9376,192,19,2713,4472,446,711,340,483
"Trabajador independiente (035)",13470,269,12,3258,5770,623,1058,732,1748
"Empleador o patrono (036)",1212,7,,221,398,67,132,106,281
"Trabajador familiar no remunerado (037)",823,24,7,302,343,28,42,32,45
"Trabajador del hogar (038)",97,5,,30,42,3,5,4,8
"Mujeres (040)",25053,1448,44,4813,6578,1195,3814,1320,5841
"Empleado (041)",12532,218,13,848,2287,678,2879,841,4768
"Obrero (042)",723,86,2,200,260,39,58,36,42
"Trabajador independiente (043)",7333,735,10,1982,2492,335,651,320,808
"Empleador o patrono (044)",491,13,,70,152,24,86,32,114
"Trabajador familiar no remunerado (045)",1169,119,7,372,427,49,74,53,68
"Trabajador del hogar (046)",2805,277,12,1341,960,70,66,38,41
,,,,,,,,,
"RURAL (048)",40041,5058,59,22598,9293,587,1360,312,774
"Empleado (049)",3052,79,2,512,1010,207,595,120,527
"Obrero (050)",10187,810,22,5133,3146,232,594,134,116
"Trabajador independiente (051)",19593,2937,14,12505,3739,116,133,49,100
"Empleador o patrono (052)",563,64,1,316,140,11,9,4,18
"Trabajador familiar no remunerado (053)",5792,1021,16,3648,1056,16,23,2,10
"Trabajador del hogar (054)",854,147,4,484,202,5,6,3,3
"Hombres (056)",33021,3076,38,19241,8202,488,1114,269,593
"Empleado (057)",2181,25,2,346,788,147,406,91,376
"Obrero (058)",9408,597,18,4748,3004,221,581,129,110
"Trabajador independiente (059)",17179,2072,10,11364,3406,97,104,43,83
"Empleador o patrono (060)",505,45,1,291,128,10,9,4,17
"Trabajador familiar no remunerado (061)",3727,335,7,2481,869,12,14,2,7
"Trabajador del hogar (062)",21,2,,11,7,1,,,
"Mujeres (064)",7020,1982,21,3357,1091,99,246,43,181
"Empleado (065)",871,54,,166,222,60,189,29,151
"Obrero (066)",779,213,4,385,142,11,13,5,6
"Trabajador independiente (067)",2414,865,4,1141,333,19,29,6,17
"Empleador o patrono (068)",58,19,,25,12,1,,,1
"Trabajador familiar no remunerado (069)",2065,686,9,1167,187,4,9,,3
"Trabajador del hogar (070)",833,145,4,473,195,4,6,3,3
