"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANTA (000)",12743,2813,967,443,8533
"Sin Nivel (001)",1291,425,80,37,750
"Educación Inicial (002)",347,237,26,5,79
"Primaria (003)",4729,1351,209,119,3054
"Secundaria (004)",4606,729,256,138,3487
"Sup. no Univ. Incompleta (005)",497,25,48,17,407
"Sup. no Univ. Completa (006)",368,13,78,41,237
"Sup. Univ. Incompleta (007)",345,14,51,19,262
"Sup. Univ. Completa (008)",560,19,219,67,257
"Hombres (010)",6694,1372,522,282,4525
"Sin Nivel (011)",523,221,39,9,254
"Educación Inicial (012)",171,116,13,3,39
"Primaria (013)",2312,639,109,68,1498
"Secundaria (014)",2705,365,149,101,2092
"Sup. no Univ. Incompleta (015)",285,10,30,10,235
"Sup. no Univ. Completa (016)",157,6,36,27,89
"Sup. Univ. Incompleta (017)",216,5,28,15,169
"Sup. Univ. Completa (018)",325,10,118,49,149
"Mujeres (020)",6049,1441,445,161,4008
"Sin Nivel (021)",768,204,41,28,496
"Educación Inicial (022)",176,121,13,2,40
"Primaria (023)",2417,712,100,51,1556
"Secundaria (024)",1901,364,107,37,1395
"Sup. no Univ. Incompleta (025)",212,15,18,7,172
"Sup. no Univ. Completa (026)",211,7,42,14,148
"Sup. Univ. Incompleta (027)",129,9,23,4,93
"Sup. Univ. Completa (028)",235,9,101,18,108
,,,,,
"URBANA (030)",6137,1438,622,226,3861
"Sin Nivel (031)",411,181,33,5,193
"Educación Inicial (032)",149,102,11,4,32
"Primaria (033)",2402,685,127,62,1531
"Secundaria (034)",2203,427,160,71,1547
"Sup. no Univ. Incompleta (035)",220,12,21,8,179
"Sup. no Univ. Completa (036)",200,7,60,27,107
"Sup. Univ. Incompleta (037)",202,9,37,7,150
"Sup. Univ. Completa (038)",350,15,173,42,122
"Hombres (040)",3155,697,317,147,1999
"Sin Nivel (041)",177,97,15,,65
"Educación Inicial (042)",69,52,5,2,10
"Primaria (043)",1139,324,66,34,716
"Secundaria (044)",1251,203,86,53,910
"Sup. no Univ. Incompleta (045)",125,8,10,5,102
"Sup. no Univ. Completa (046)",93,4,26,20,44
"Sup. Univ. Incompleta (047)",113,3,19,5,87
"Sup. Univ. Completa (048)",188,6,90,28,65
"Mujeres (050)",2982,741,305,79,1862
"Sin Nivel (051)",234,84,18,5,128
"Educación Inicial (052)",80,50,6,2,22
"Primaria (053)",1263,361,61,28,815
"Secundaria (054)",952,224,74,18,637
"Sup. no Univ. Incompleta (055)",95,4,11,3,77
"Sup. no Univ. Completa (056)",107,3,34,7,63
"Sup. Univ. Incompleta (057)",89,6,18,2,63
"Sup. Univ. Completa (058)",162,9,83,14,57
,,,,,
"RURAL (060)",6606,1375,345,217,4672
"Sin Nivel (061)",880,244,47,32,557
"Educación Inicial (062)",198,135,15,1,47
"Primaria (063)",2327,666,82,57,1523
"Secundaria (064)",2403,302,96,67,1940
"Sup. no Univ. Incompleta (065)",277,13,27,9,228
"Sup. no Univ. Completa (066)",168,6,18,14,130
"Sup. Univ. Incompleta (067)",143,5,14,12,112
"Sup. Univ. Completa (068)",210,4,46,25,135
"Hombres (070)",3539,675,205,135,2526
"Sin Nivel (071)",346,124,24,9,189
"Educación Inicial (072)",102,64,8,1,29
"Primaria (073)",1173,315,43,34,782
"Secundaria (074)",1454,162,63,48,1182
"Sup. no Univ. Incompleta (075)",160,2,20,5,133
"Sup. no Univ. Completa (076)",64,2,10,7,45
"Sup. Univ. Incompleta (077)",103,2,9,10,82
"Sup. Univ. Completa (078)",137,4,28,21,84
"Mujeres (080)",3067,700,140,82,2146
"Sin Nivel (081)",534,120,23,23,368
"Educación Inicial (082)",96,71,7,,18
"Primaria (083)",1154,351,39,23,741
"Secundaria (084)",949,140,33,19,758
"Sup. no Univ. Incompleta (085)",117,11,7,4,95
"Sup. no Univ. Completa (086)",104,4,8,7,85
"Sup. Univ. Incompleta (087)",40,3,5,2,30
"Sup. Univ. Completa (088)",73,,18,4,51
