"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CAMANA (000)",21985,18865,3120
"De 3 a 5 años (001)",2999,270,2729
"De 6 a 11 años (002)",5686,5382,304
"De 12 a 16 años (003)",5460,5439,21
"De 17 a 24 años (004)",7840,7774,66
"Hombres (005)",11289,9664,1625
"De 3 a 5 años (006)",1565,137,1428
"De 6 a 11 años (007)",2935,2778,157
"De 12 a 16 años (008)",2759,2749,10
"De 17 a 24 años (009)",4030,4000,30
"Mujeres (010)",10696,9201,1495
"De 3 a 5 años (011)",1434,133,1301
"De 6 a 11 años (012)",2751,2604,147
"De 12 a 16 años (013)",2701,2690,11
"De 17 a 24 años (014)",3810,3774,36
,,,
"URBANA (015)",18489,15864,2625
"De 3 a 5 años (016)",2494,217,2277
"De 6 a 11 años (017)",4976,4702,274
"De 12 a 16 años (018)",4876,4860,16
"De 17 a 24 años (019)",6143,6085,58
"Hombres (020)",9316,7934,1382
"De 3 a 5 años (021)",1313,109,1204
"De 6 a 11 años (022)",2561,2417,144
"De 12 a 16 años (023)",2437,2430,7
"De 17 a 24 años (024)",3005,2978,27
"Mujeres (025)",9173,7930,1243
"De 3 a 5 años (026)",1181,108,1073
"De 6 a 11 años (027)",2415,2285,130
"De 12 a 16 años (028)",2439,2430,9
"De 17 a 24 años (029)",3138,3107,31
,,,
"RURAL (030)",3496,3001,495
"De 3 a 5 años (031)",505,53,452
"De 6 a 11 años (032)",710,680,30
"De 12 a 16 años (033)",584,579,5
"De 17 a 24 años (034)",1697,1689,8
"Hombres (035)",1973,1730,243
"De 3 a 5 años (036)",252,28,224
"De 6 a 11 años (037)",374,361,13
"De 12 a 16 años (038)",322,319,3
"De 17 a 24 años (039)",1025,1022,3
"Mujeres (040)",1523,1271,252
"De 3 a 5 años (041)",253,25,228
"De 6 a 11 años (042)",336,319,17
"De 12 a 16 años (043)",262,260,2
"De 17 a 24 años (044)",672,667,5
