"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",18308,46545,41312,,695,88.8,1.5
"De 12 a 14 años (001)",1698,14,13,,,92.9,
"De 15 a 19 años (002)",2708,256,253,64,98.8,25,
"De 20 a 24 años (003)",2270,1311,1271,175,96.9,13.3,
"De 25 a 29 años (004)",1935,2573,2462,175,95.7,6.8,
"De 30 a 34 años (005)",1563,3581,3404,127,95.1,3.5,
"De 35 a 39 años (006)",1574,5106,4784,96,93.7,1.9,
"De 40 a 44 años (007)",1249,5165,4753,46,92,0.9,
"De 45 a 49 años (008)",1161,5368,4911,11,91.5,0.2,
"De 50 y más años (009)",4150,23171,19461,1,84,,
"PEA (010)",3549,9036,8109,115,89.7,1.3,
"De 12 a 14 años (011)",46,4,4,,100,,
"De 15 a 19 años (012)",268,43,43,5,100,11.6,
"De 20 a 24 años (013)",530,254,252,31,99.2,12.2,
"De 25 a 29 años (014)",537,483,465,25,96.3,5.2,
"De 30 a 34 años (015)",422,760,725,29,95.4,3.8,
"De 35 a 39 años (016)",407,1069,1018,15,95.2,1.4,
"De 40 a 44 años (017)",348,1321,1226,9,92.8,0.7,
"De 45 a 49 años (018)",274,1109,1037,1,93.5,0.1,
"De 50 y más años (019)",717,3993,3339,,83.6,,
"Ocupada (020)",3181,8746,7850,109,89.8,1.2,
"De 12 a 14 años (021)",40,4,4,,100,,
"De 15 a 19 años (022)",203,40,40,4,100,10,
"De 20 a 24 años (023)",429,220,218,28,99.1,12.7,
"De 25 a 29 años (024)",454,448,432,24,96.4,5.4,
"De 30 a 34 años (025)",382,735,700,29,95.2,3.9,
"De 35 a 39 años (026)",375,1020,972,15,95.3,1.5,
"De 40 a 44 años (027)",330,1294,1203,8,93,0.6,
"De 45 a 49 años (028)",267,1085,1016,1,93.6,0.1,
"De 50 y más años (029)",701,3900,3265,,83.7,,
"Desocupada (030)",368,290,259,6,89.3,2.1,
"De 12 a 14 años (031)",6,,,,,,
"De 15 a 19 años (032)",65,3,3,1,100,33.3,
"De 20 a 24 años (033)",101,34,34,3,100,8.8,
"De 25 a 29 años (034)",83,35,33,1,94.3,2.9,
"De 30 a 34 años (035)",40,25,25,,100,,
"De 35 a 39 años (036)",32,49,46,,93.9,,
