"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAÑETE (000)",186020,15811,5331,53461,69768,11609,14077,6977,8986
"Jefe o Jefa (001)",50260,2384,23,13586,20804,3108,4790,1786,3779
"Esposa(o)/ compa¤era(o) (002)",31718,2137,23,8805,12775,1964,3317,836,1861
"Hijo(a)/ hijastro(a) (003)",76248,7667,3974,22916,26609,4949,4347,3373,2413
"Yerno/ nuera (004)",3507,20,8,225,1910,392,519,179,254
"Nieto(a) (005)",9921,1976,1016,3736,2334,346,177,263,73
"Padres/ suegros (006)",2172,660,,1121,262,29,51,7,42
"Otro(a) pariente (007)",9646,839,250,2600,3956,593,637,375,396
"Trabajador(a) del hogar (008)",136,7,1,33,80,6,4,2,3
"Pensionista (009)",227,5,,23,102,31,34,14,18
"Otro(a) no pariente (010)",2185,116,36,416,936,191,201,142,147
"Hombres (012)",92543,6417,2702,25555,37564,5661,6363,3668,4613
"Jefe o Jefa (013)",37065,859,11,9264,16634,2415,3497,1417,2968
"Esposa(o)/ compa¤era(o) (014)",2066,41,2,463,1017,139,185,82,137
"Hijo(a)/ hijastro(a) (015)",39178,3910,2007,11815,14574,2313,1894,1647,1018
"Yerno/ nuera (016)",1822,9,5,103,1021,171,270,90,153
"Nieto(a) (017)",5135,1046,527,1914,1243,175,78,116,36
"Padres/ suegros (018)",692,103,,401,128,16,21,5,18
"Otro(a) pariente (019)",5148,387,132,1317,2291,316,293,220,192
"Trabajador(a) del hogar (020)",18,,,6,11,,,1,
"Pensionista (021)",168,4,,17,80,22,25,10,10
"Otro(a) no pariente (022)",1251,58,18,255,565,94,100,80,81
"Mujeres (024)",93477,9394,2629,27906,32204,5948,7714,3309,4373
"Jefe o Jefa (025)",13195,1525,12,4322,4170,693,1293,369,811
"Esposa(o)/ compa¤era(o) (026)",29652,2096,21,8342,11758,1825,3132,754,1724
"Hijo(a)/ hijastro(a) (027)",37070,3757,1967,11101,12035,2636,2453,1726,1395
"Yerno/ nuera (028)",1685,11,3,122,889,221,249,89,101
"Nieto(a) (029)",4786,930,489,1822,1091,171,99,147,37
"Padres/ suegros (030)",1480,557,,720,134,13,30,2,24
"Otro(a) pariente (031)",4498,452,118,1283,1665,277,344,155,204
"Trabajador(a) del hogar (032)",118,7,1,27,69,6,4,1,3
"Pensionista (033)",59,1,,6,22,9,9,4,8
"Otro(a) no pariente (034)",934,58,18,161,371,97,101,62,66
,,,,,,,,,
"URBANA (036)",156547,12733,4606,43507,58638,10135,12524,6246,8158
"Jefe o Jefa (037)",41801,1794,23,10591,17382,2719,4292,1583,3417
"Esposa(o)/ compa¤era(o) (038)",26338,1527,23,6875,10715,1752,2998,743,1705
"Hijo(a)/ hijastro(a) (039)",64310,6362,3384,19099,22262,4230,3771,3038,2164
"Yerno/ nuera (040)",3059,16,8,183,1648,352,456,161,235
"Nieto(a) (041)",8626,1688,916,3236,2022,307,155,230,72
"Padres/ suegros (042)",1883,542,,978,241,26,51,7,38
