"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUACAYBAMBA (000)",4399,22,395,43,69,244,2207,78,75,1156,16,94
"Agric., ganadería, caza y silvicultura (001)",3115,,1,2,,,2205,,,907,,
"Pesca (002)",2,,,,,,2,,,,,
"Explotación de minas y canteras (003)",10,,,,,,,5,,5,,
"Industrias manufactureras (004)",59,,,,,,,58,1,,,
"Suministro de electricidad, gas y agua (005)",1,,,,,,,,,1,,
"Construcción (006)",140,,,,,,,1,48,91,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",247,,,3,,214,,11,,19,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,,,,,,2,,,,
"Comercio al por mayor (009)",13,,,,,13,,,,,,
"Comercio al por menor (010)",232,,,3,,201,,9,,19,,
"Hoteles y restaurantes (011)",37,,,1,,24,,,,12,,
"Trans., almac. y comunicaciones (012)",34,,,2,2,,,,22,8,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",13,,4,2,3,2,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",125,18,10,8,51,2,,3,3,14,16,
"Enseñanza (016)",386,4,365,1,10,,,,,6,,
"Servicios sociales y de salud (017)",37,,13,22,1,1,,,,,,
"Otras activ. serv.comun.soc y personales (018)",14,,1,2,1,1,,,,9,,
"Hogares privados con servicio doméstico (019)",83,,,,,,,,,83,,
"Actividad economica no especificada (021)",94,,,,,,,,,,,94
"Hombres (022)",3654,19,239,30,53,108,2094,73,75,925,16,22
"Agric., ganadería, caza y silvicultura (023)",2870,,1,2,,,2092,,,775,,
"Pesca (024)",2,,,,,,2,,,,,
"Explotación de minas y canteras (025)",9,,,,,,,5,,4,,
"Industrias manufactureras (026)",54,,,,,,,53,1,,,
"Suministro de electricidad, gas y agua (027)",1,,,,,,,,,1,,
"Construcción (028)",140,,,,,,,1,48,91,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",127,,,2,,100,,11,,14,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2,,,,,,,2,,,,
"Comercio al por mayor (031)",10,,,,,10,,,,,,
"Comercio al por menor (032)",115,,,2,,90,,9,,14,,
"Hoteles y restaurantes (033)",5,,,1,,3,,,,1,,
"Trans., almac. y comunicaciones (034)",29,,,,1,,,,22,6,,
"Intermediación financiera (035)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",11,,4,2,2,2,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",112,17,9,7,42,2,,3,3,13,16,
"Enseñanza (038)",229,2,218,,6,,,,,3,,
"Servicios sociales y de salud (039)",20,,5,15,,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",4,,1,1,1,1,,,,,,
"Hogares privados con servicio doméstico (041)",17,,,,,,,,,17,,
"Actividad economica no especificada (043)",22,,,,,,,,,,,22
"Mujeres (044)",745,3,156,13,16,136,113,5,,231,,72
"Agric., ganadería, caza y silvicultura (045)",245,,,,,,113,,,132,,
"Explotación de minas y canteras (047)",1,,,,,,,,,1,,
"Industrias manufactureras (048)",5,,,,,,,5,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",120,,,1,,114,,,,5,,
"Comercio al por mayor (053)",3,,,,,3,,,,,,
"Comercio al por menor (054)",117,,,1,,111,,,,5,,
"Hoteles y restaurantes (055)",32,,,,,21,,,,11,,
"Trans., almac. y comunicaciones (056)",5,,,2,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",2,,,,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",13,1,1,1,9,,,,,1,,
"Enseñanza (060)",157,2,147,1,4,,,,,3,,
"Servicios sociales y de salud (061)",17,,8,7,1,1,,,,,,
"Otras activ. serv.comun.soc y personales (062)",10,,,1,,,,,,9,,
"Hogares privados con servicio doméstico (063)",66,,,,,,,,,66,,
"Actividad economica no especificada (065)",72,,,,,,,,,,,72
,,,,,,,,,,,,
"URBANA (066)",1066,19,242,28,47,149,230,37,31,233,15,35
"Agric., ganadería, caza y silvicultura (067)",351,,,1,,,230,,,120,,
"Explotación de minas y canteras (069)",1,,,,,,,1,,,,
"Industrias manufactureras (070)",28,,,,,,,28,,,,
"Construcción (072)",46,,,,,,,1,12,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",144,,,1,,128,,6,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1,,,,,,,1,,,,
"Comercio al por mayor (075)",9,,,,,9,,,,,,
"Comercio al por menor (076)",134,,,1,,119,,5,,9,,
"Hoteles y restaurantes (077)",25,,,1,,17,,,,7,,
"Trans., almac. y comunicaciones (078)",23,,,2,1,,,,15,5,,
"Intermediación financiera (079)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",10,,4,2,1,2,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",94,15,10,5,37,2,,1,3,6,15,
"Enseñanza (082)",234,4,217,1,6,,,,,6,,
"Servicios sociales y de salud (083)",23,,9,13,1,,,,,,,
"Otras activ. serv.comun.soc y personales (084)",8,,1,2,,,,,,5,,
"Hogares privados con servicio doméstico (085)",42,,,,,,,,,42,,
"Actividad economica no especificada (087)",35,,,,,,,,,,,35
"Hombres (088)",764,16,148,19,35,62,218,36,31,171,15,13
"Agric., ganadería, caza y silvicultura (089)",330,,,1,,,218,,,111,,
"Explotación de minas y canteras (091)",1,,,,,,,1,,,,
"Industrias manufactureras (092)",27,,,,,,,27,,,,
"Construcción (094)",46,,,,,,,1,12,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",69,,,,,56,,6,,7,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1,,,,,,,1,,,,
"Comercio al por mayor (097)",6,,,,,6,,,,,,
"Comercio al por menor (098)",62,,,,,50,,5,,7,,
"Hoteles y restaurantes (099)",3,,,1,,2,,,,,,
"Trans., almac. y comunicaciones (100)",18,,,,,,,,15,3,,
"Intermediación financiera (101)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",10,,4,2,1,2,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",84,14,9,4,30,2,,1,3,6,15,
"Enseñanza (104)",136,2,128,,3,,,,,3,,
"Servicios sociales y de salud (105)",15,,5,10,,,,,,,,
"Otras activ. serv.comun.soc y personales (106)",2,,1,1,,,,,,,,
"Hogares privados con servicio doméstico (107)",8,,,,,,,,,8,,
"Actividad economica no especificada (109)",13,,,,,,,,,,,13
"Mujeres (110)",302,3,94,9,12,87,12,1,,62,,22
"Agric., ganadería, caza y silvicultura (111)",21,,,,,,12,,,9,,
"Industrias manufactureras (114)",1,,,,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",75,,,1,,72,,,,2,,
"Comercio al por mayor (119)",3,,,,,3,,,,,,
"Comercio al por menor (120)",72,,,1,,69,,,,2,,
"Hoteles y restaurantes (121)",22,,,,,15,,,,7,,
"Trans., almac. y comunicaciones (122)",5,,,2,1,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",10,1,1,1,7,,,,,,,
"Enseñanza (126)",98,2,89,1,3,,,,,3,,
"Servicios sociales y de salud (127)",8,,4,3,1,,,,,,,
"Otras activ. serv.comun.soc y personales (128)",6,,,1,,,,,,5,,
