"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PADRE ABAD (000)",545,106,439
"De 14 a 29 años (001)",284,80,204
"De 30 a 44 años (002)",172,23,149
"De 45 a 64 años (003)",68,3,65
"De 65 y más años (004)",21,,21
"Hombres (005)",387,70,317
"De 14 a 29 años (006)",185,50,135
"De 30 a 44 años (007)",133,18,115
"De 45 a 64 años (008)",53,2,51
"De 65 y más años (009)",16,,16
"Mujeres (010)",158,36,122
"De 14 a 29 años (011)",99,30,69
"De 30 a 44 años (012)",39,5,34
"De 45 a 64 años (013)",15,1,14
"De 65 y más años (014)",5,,5
,,,
"AREA URBANA (015)",379,85,294
"De 14 a 29 años (016)",212,66,146
"De 30 a 44 años (017)",113,17,96
"De 45 a 64 años (018)",46,2,44
"De 65 y más años (019)",8,,8
"Hombres (020)",266,53,213
"De 14 a 29 años (021)",133,38,95
"De 30 a 44 años (022)",88,13,75
"De 45 a 64 años (023)",38,2,36
"De 65 y más años (024)",7,,7
"Mujeres (025)",113,32,81
"De 14 a 29 años (026)",79,28,51
"De 30 a 44 años (027)",25,4,21
"De 45 a 64 años (028)",8,,8
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",166,21,145
"De 14 a 29 años (031)",72,14,58
"De 30 a 44 años (032)",59,6,53
"De 45 a 64 años (033)",22,1,21
"De 65 y más años (034)",13,,13
"Hombres (035)",121,17,104
"De 14 a 29 años (036)",52,12,40
"De 30 a 44 años (037)",45,5,40
"De 45 a 64 años (038)",15,,15
"De 65 y más años (039)",9,,9
"Mujeres (040)",45,4,41
"De 14 a 29 años (041)",20,2,18
"De 30 a 44 años (042)",14,1,13
"De 45 a 64 años (043)",7,1,6
"De 65 y más años (044)",4,,4
