"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANDIA (000)",54225,4950,790,24850,20053,1024,918,513,1127
"Hombres (001)",29228,1443,394,12868,12170,642,541,378,792
"Mujeres (002)",24997,3507,396,11982,7883,382,377,135,335
"PEA (003)",27338,2926,19,10801,11059,564,758,306,905
"Hombres (004)",17678,1042,10,6717,8102,422,488,255,642
"Mujeres (005)",9660,1884,9,4084,2957,142,270,51,263
"Ocupada (006)",26380,2893,18,10532,10541,528,706,289,873
"Hombres (007)",16910,1019,9,6486,7685,393,459,242,617
"Mujeres (008)",9470,1874,9,4046,2856,135,247,47,256
"Desocupada (009)",958,33,1,269,518,36,52,17,32
"Hombres (010)",768,23,1,231,417,29,29,13,25
"Mujeres (011)",190,10,,38,101,7,23,4,7
"No PEA (012)",26887,2024,771,14049,8994,460,160,207,222
"Hombres (013)",11550,401,384,6151,4068,220,53,123,150
"Mujeres (014)",15337,1623,387,7898,4926,240,107,84,72
,,,,,,,,,
"URBANA (018)",14549,1029,260,5553,5691,490,550,249,727
"Hombres (019)",7252,273,131,2532,3088,288,294,168,478
"Mujeres (020)",7297,756,129,3021,2603,202,256,81,249
"PEA (021)",6595,558,3,1838,2668,284,456,146,642
"Hombres (022)",3970,185,,997,1768,206,271,108,435
"Mujeres (023)",2625,373,3,841,900,78,185,38,207
"Ocupada (024)",6229,549,3,1776,2453,264,428,138,618
"Hombres (025)",3698,180,,947,1609,189,254,103,416
"Mujeres (026)",2531,369,3,829,844,75,174,35,202
"Desocupada (027)",366,9,,62,215,20,28,8,24
"Hombres (028)",272,5,,50,159,17,17,5,19
"Mujeres (029)",94,4,,12,56,3,11,3,5
"No PEA (030)",7954,471,257,3715,3023,206,94,103,85
"Hombres (031)",3282,88,131,1535,1320,82,23,60,43
"Mujeres (032)",4672,383,126,2180,1703,124,71,43,42
,,,,,,,,,
"RURAL (036)",39676,3921,530,19297,14362,534,368,264,400
"Hombres (037)",21976,1170,263,10336,9082,354,247,210,314
"Mujeres (038)",17700,2751,267,8961,5280,180,121,54,86
"PEA (039)",20743,2368,16,8963,8391,280,302,160,263
"Hombres (040)",13708,857,10,5720,6334,216,217,147,207
"Mujeres (041)",7035,1511,6,3243,2057,64,85,13,56
"Ocupada (042)",20151,2344,15,8756,8088,264,278,151,255
"Hombres (043)",13212,839,9,5539,6076,204,205,139,201
"Mujeres (044)",6939,1505,6,3217,2012,60,73,12,54
"Desocupada (045)",592,24,1,207,303,16,24,9,8
"Hombres (046)",496,18,1,181,258,12,12,8,6
"Mujeres (047)",96,6,,26,45,4,12,1,2
"No PEA (048)",18933,1553,514,10334,5971,254,66,104,137
"Hombres (049)",8268,313,253,4616,2748,138,30,63,107
"Mujeres (050)",10665,1240,261,5718,3223,116,36,41,30
