"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JAEN (000)",62184,51369,4807,3014,2994
"Empleado (001)",11212,4509,1870,2366,2467
"Obrero (002)",12846,10278,1522,548,498
"Trabajador independiente (003)",27459,26423,1036,,
"Empleador o patrono (004)",1417,1215,139,49,14
"Trabajador familiar no remunerado (005)",7790,7484,240,51,15
"Trabajador del hogar (006)",1460,1460,,,
"De 06 a 14 años (008)",1538,1414,109,13,2
"Empleado (009)",103,86,13,4,
"Obrero (010)",280,239,35,4,2
"Trabajador independiente (011)",288,268,20,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",788,742,41,5,
"Trabajador del hogar (014)",78,78,,,
"De 15 a 29 años (016)",21921,18497,1844,876,704
"Empleado (017)",3961,2038,728,640,555
"Obrero (018)",5172,4184,654,194,140
"Trabajador independiente (019)",7552,7230,322,,
"Empleador o patrono (020)",305,253,33,17,2
"Trabajador familiar no remunerado (021)",4106,3967,107,25,7
"Trabajador del hogar (022)",825,825,,,
"De 30 a 44 años (024)",21322,16682,1776,1449,1415
"Empleado (025)",4784,1609,781,1192,1202
"Obrero (026)",4134,3216,490,227,201
"Trabajador independiente (027)",9921,9522,399,,
"Empleador o patrono (028)",491,414,54,17,6
"Trabajador familiar no remunerado (029)",1673,1602,52,13,6
"Trabajador del hogar (030)",319,319,,,
"De 45 a 64 años (032)",13881,11467,934,649,831
"Empleado (033)",2244,717,329,517,681
"Obrero (034)",2686,2143,288,111,144
"Trabajador independiente (035)",7352,7106,246,,
"Empleador o patrono (036)",471,411,40,15,5
"Trabajador familiar no remunerado (037)",922,884,31,6,1
"Trabajador del hogar (038)",206,206,,,
"De 65 y más años (040)",3522,3309,144,27,42
"Empleado (041)",120,59,19,13,29
"Obrero (042)",574,496,55,12,11
"Trabajador independiente (043)",2346,2297,49,,
"Empleador o patrono (044)",149,136,12,,1
"Trabajador familiar no remunerado (045)",301,289,9,2,1
"Trabajador del hogar (046)",32,32,,,
,,,,,
"URBANA (048)",33711,24793,3560,2794,2564
"Empleado (049)",10168,4037,1647,2252,2232
"Obrero (050)",5216,3633,821,453,309
"Trabajador independiente (051)",14336,13488,848,,
"Empleador o patrono (052)",1005,824,120,48,13
