"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BAGUA (000)",24239,3756,4822,10690,613,3856,502
"Agric., ganadería, caza y silvicultura (001)",14422,24,3664,7055,461,3218,
"Pesca (002)",9,,5,3,,1,
"Explotación de minas y canteras (003)",6,2,2,2,,,
"Industrias manufactureras (004)",550,23,158,337,14,18,
"Suministro de electricidad, gas y agua (005)",26,12,13,1,,,
"Construcción (006)",555,16,396,121,15,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2301,339,39,1527,66,330,
"Venta, mant.y rep. veh.autom.y motoc. (008)",243,23,26,165,14,15,
"Comercio al por mayor (009)",73,15,,41,2,15,
"Comercio al por menor (010)",1985,301,13,1321,50,300,
"Hoteles y restaurantes (011)",647,194,24,372,23,34,
"Trans., almac. y comunicaciones (012)",1198,259,205,695,11,28,
"Intermediación financiera (013)",26,24,,2,,,
"Activid.inmobil., empres. y alquileres (014)",394,294,22,70,7,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",447,410,37,,,,
"Enseñanza (016)",1546,1422,,121,,3,
"Servicios sociales y de salud (017)",362,331,9,21,1,,
"Otras activ. serv.comun.soc y personales (018)",403,191,49,151,4,8,
"Hogares privados con servicio doméstico (019)",502,,,,,,502
"Actividad economica no especificada (021)",845,215,199,212,11,208,
"Hombres (022)",17619,2035,4320,8549,500,2194,21
"Agric., ganadería, caza y silvicultura (023)",11892,19,3292,6177,395,2009,
"Pesca (024)",9,,5,3,,1,
"Explotación de minas y canteras (025)",6,2,2,2,,,
"Industrias manufactureras (026)",435,18,143,248,12,14,
"Suministro de electricidad, gas y agua (027)",24,10,13,1,,,
"Construcción (028)",541,13,386,121,14,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1313,191,38,947,43,94,
"Venta, mant.y rep. veh.autom.y motoc. (030)",225,20,26,158,14,7,
"Comercio al por mayor (031)",44,12,,28,1,3,
"Comercio al por menor (032)",1044,159,12,761,28,84,
"Hoteles y restaurantes (033)",152,48,8,80,11,5,
"Trans., almac. y comunicaciones (034)",1135,211,203,689,9,23,
"Intermediación financiera (035)",17,15,,2,,,
"Activid.inmobil., empres. y alquileres (036)",285,205,16,58,6,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",313,285,28,,,,
"Enseñanza (038)",767,702,,62,,3,
"Servicios sociales y de salud (039)",168,141,8,18,1,,
"Otras activ. serv.comun.soc y personales (040)",214,95,38,75,3,3,
"Hogares privados con servicio doméstico (041)",21,,,,,,21
"Actividad economica no especificada (043)",327,80,140,66,6,35,
"Mujeres (044)",6620,1721,502,2141,113,1662,481
"Agric., ganadería, caza y silvicultura (045)",2530,5,372,878,66,1209,
"Industrias manufactureras (048)",115,5,15,89,2,4,
"Suministro de electricidad, gas y agua (049)",2,2,,,,,
"Construcción (050)",14,3,10,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",988,148,1,580,23,236,
"Venta, mant.y rep. veh.autom.y motoc. (052)",18,3,,7,,8,
"Comercio al por mayor (053)",29,3,,13,1,12,
"Comercio al por menor (054)",941,142,1,560,22,216,
"Hoteles y restaurantes (055)",495,146,16,292,12,29,
"Trans., almac. y comunicaciones (056)",63,48,2,6,2,5,
"Intermediación financiera (057)",9,9,,,,,
"Activid.inmobil., empres. y alquileres (058)",109,89,6,12,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",134,125,9,,,,
"Enseñanza (060)",779,720,,59,,,
"Servicios sociales y de salud (061)",194,190,1,3,,,
"Otras activ. serv.comun.soc y personales (062)",189,96,11,76,1,5,
"Hogares privados con servicio doméstico (063)",481,,,,,,481
"Actividad economica no especificada (065)",518,135,59,146,5,173,
,,,,,,,
"URBANA (066)",12143,3299,1952,5154,326,1012,400
"Agric., ganadería, caza y silvicultura (067)",3616,22,992,1873,178,551,
"Pesca (068)",5,,4,1,,,
"Explotación de minas y canteras (069)",6,2,2,2,,,
"Industrias manufactureras (070)",469,20,133,286,14,16,
"Suministro de electricidad, gas y agua (071)",26,12,13,1,,,
"Construcción (072)",477,13,329,116,15,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2144,322,38,1409,65,310,
"Venta, mant.y rep. veh.autom.y motoc. (074)",230,21,26,154,14,15,
"Comercio al por mayor (075)",66,15,,35,2,14,
"Comercio al por menor (076)",1848,286,12,1220,49,281,
"Hoteles y restaurantes (077)",605,180,20,355,21,29,
"Trans., almac. y comunicaciones (078)",1072,253,145,639,11,24,
"Intermediación financiera (079)",25,23,,2,,,
"Activid.inmobil., empres. y alquileres (080)",379,282,21,68,7,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",407,374,33,,,,
"Enseñanza (082)",1244,1132,,109,,3,
"Servicios sociales y de salud (083)",301,276,4,20,1,,
"Otras activ. serv.comun.soc y personales (084)",384,180,48,144,4,8,
"Hogares privados con servicio doméstico (085)",400,,,,,,400
"Actividad economica no especificada (087)",583,208,170,129,10,66,
"Hombres (088)",8248,1747,1761,3889,270,565,16
"Agric., ganadería, caza y silvicultura (089)",3222,17,905,1729,169,402,
"Pesca (090)",5,,4,1,,,
"Explotación de minas y canteras (091)",6,2,2,2,,,
"Industrias manufactureras (092)",361,15,119,202,12,13,
"Suministro de electricidad, gas y agua (093)",24,10,13,1,,,
"Construcción (094)",463,10,319,116,14,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1223,183,37,872,42,89,
"Venta, mant.y rep. veh.autom.y motoc. (096)",214,19,26,148,14,7,
"Comercio al por mayor (097)",39,12,,23,1,3,
"Comercio al por menor (098)",970,152,11,701,27,79,
"Hoteles y restaurantes (099)",142,45,7,76,9,5,
"Trans., almac. y comunicaciones (100)",1010,205,144,633,9,19,
"Intermediación financiera (101)",17,15,,2,,,
"Activid.inmobil., empres. y alquileres (102)",273,196,15,56,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",283,259,24,,,,
"Enseñanza (104)",575,514,,58,,3,
"Servicios sociales y de salud (105)",130,109,3,17,1,,
"Otras activ. serv.comun.soc y personales (106)",199,87,37,69,3,3,
"Hogares privados con servicio doméstico (107)",16,,,,,,16
"Actividad economica no especificada (109)",299,80,132,55,5,27,
"Mujeres (110)",3895,1552,191,1265,56,447,384
"Agric., ganadería, caza y silvicultura (111)",394,5,87,144,9,149,
"Industrias manufactureras (114)",108,5,14,84,2,3,
"Suministro de electricidad, gas y agua (115)",2,2,,,,,
"Construcción (116)",14,3,10,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",921,139,1,537,23,221,
"Venta, mant.y rep. veh.autom.y motoc. (118)",16,2,,6,,8,
"Comercio al por mayor (119)",27,3,,12,1,11,
"Comercio al por menor (120)",878,134,1,519,22,202,
"Hoteles y restaurantes (121)",463,135,13,279,12,24,
"Trans., almac. y comunicaciones (122)",62,48,1,6,2,5,
