"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PADRE ABAD (000)",43061,2559,404,21440,14946,1204,1023,606,879
"Hombres (001)",24073,923,200,11706,8926,728,649,380,561
"Mujeres (002)",18988,1636,204,9734,6020,476,374,226,318
"PEA (003)",20661,1054,25,8797,8073,708,844,406,754
"Hombres (004)",15628,622,14,6639,6408,536,596,287,526
"Mujeres (005)",5033,432,11,2158,1665,172,248,119,228
"Ocupada (006)",20103,1032,25,8589,7813,685,822,397,740
"Hombres (007)",15230,613,14,6483,6222,520,580,280,518
"Mujeres (008)",4873,419,11,2106,1591,165,242,117,222
"Desocupada (009)",558,22,,208,260,23,22,9,14
"Hombres (010)",398,9,,156,186,16,16,7,8
"Mujeres (011)",160,13,,52,74,7,6,2,6
"No PEA (012)",22400,1505,379,12643,6873,496,179,200,125
"Hombres (013)",8445,301,186,5067,2518,192,53,93,35
"Mujeres (014)",13955,1204,193,7576,4355,304,126,107,90
,,,,,,,,,
"URBANA (018)",23139,879,202,9630,9309,980,884,490,765
"Hombres (019)",12483,286,103,4886,5237,596,575,305,495
"Mujeres (020)",10656,593,99,4744,4072,384,309,185,270
"PEA (021)",11076,348,12,3552,4855,565,738,337,669
"Hombres (022)",7950,176,6,2447,3658,437,527,234,465
"Mujeres (023)",3126,172,6,1105,1197,128,211,103,204
"Ocupada (024)",10691,336,12,3437,4657,546,718,328,657
"Hombres (025)",7680,169,6,2364,3518,425,513,227,458
"Mujeres (026)",3011,167,6,1073,1139,121,205,101,199
"Desocupada (027)",385,12,,115,198,19,20,9,12
"Hombres (028)",270,7,,83,140,12,14,7,7
"Mujeres (029)",115,5,,32,58,7,6,2,5
"No PEA (030)",12063,531,190,6078,4454,415,146,153,96
"Hombres (031)",4533,110,97,2439,1579,159,48,71,30
"Mujeres (032)",7530,421,93,3639,2875,256,98,82,66
,,,,,,,,,
"RURAL (036)",19922,1680,202,11810,5637,224,139,116,114
"Hombres (037)",11590,637,97,6820,3689,132,74,75,66
"Mujeres (038)",8332,1043,105,4990,1948,92,65,41,48
"PEA (039)",9585,706,13,5245,3218,143,106,69,85
"Hombres (040)",7678,446,8,4192,2750,99,69,53,61
"Mujeres (041)",1907,260,5,1053,468,44,37,16,24
"Ocupada (042)",9412,696,13,5152,3156,139,104,69,83
"Hombres (043)",7550,444,8,4119,2704,95,67,53,60
"Mujeres (044)",1862,252,5,1033,452,44,37,16,23
"Desocupada (045)",173,10,,93,62,4,2,,2
"Hombres (046)",128,2,,73,46,4,2,,1
"Mujeres (047)",45,8,,20,16,,,,1
"No PEA (048)",10337,974,189,6565,2419,81,33,47,29
"Hombres (049)",3912,191,89,2628,939,33,5,22,5
"Mujeres (050)",6425,783,100,3937,1480,48,28,25,24
