"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia GRAU",,,,,,,,
"Viviendas particulares (001)",6983,6356,415,9,26,160,14,3
"Ocupantes presentes (002)",24865,22785,1437,25,82,478,50,8
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6589,5975,405,9,26,158,14,2
"Ocupantes presentes (005)",23647,21608,1406,25,82,470,50,6
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",17,13,3,,,1,,
"Ocupantes presentes (014)",55,36,18,,,1,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",367,362,4,,,,,1
"Ocupantes presentes (017)",1132,1120,10,,,,,2
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",6,4,1,,,1,,
"Ocupantes presentes (020)",23,15,1,,,7,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,
"Ocupantes presentes (023)",4,2,2,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2821,2283,351,7,24,152,2,2
"Ocupantes presentes (029)",9850,8041,1234,18,78,465,8,6
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2796,2266,345,7,24,150,2,2
"Ocupantes presentes (032)",9770,7990,1213,18,78,457,8,6
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",17,13,3,,,1,,
"Ocupantes presentes (041)",55,36,18,,,1,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",6,4,1,,,1,,
"Ocupantes presentes (047)",23,15,1,,,7,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,
"Ocupantes presentes (050)",2,,2,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4162,4073,64,2,2,8,12,1
"Ocupantes presentes (056)",15015,14744,203,7,4,13,42,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3793,3709,60,2,2,8,12,
"Ocupantes presentes (059)",13877,13618,193,7,4,13,42,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",367,362,4,,,,,1
"Ocupantes presentes (071)",1132,1120,10,,,,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
