"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJABAMBA (000)",51836,8086,2922,610,40264
"Conviviente (001)",18968,1996,740,160,16084
"Separado(a) (002)",1903,200,85,18,1601
"Casado(a) (003)",9962,705,1048,233,7990
"Viudo(a) (004)",2520,135,95,25,2265
"Divorciado(a) (005)",122,15,22,3,83
"Soltero(a) (006)",18361,5035,932,171,12241
"Hombres (008)",25161,3748,1359,360,19725
"Conviviente (009)",9244,698,347,91,8118
"Separado(a) (010)",243,12,24,3,204
"Casado(a) (011)",4889,297,532,147,3925
"Viudo(a) (012)",624,30,15,9,570
"Divorciado(a) (013)",47,4,5,3,35
"Soltero(a) (014)",10114,2707,436,107,6873
"Mujeres (016)",26675,4338,1563,250,20539
"Conviviente (017)",9724,1298,393,69,7966
"Separado(a) (018)",1660,188,61,15,1397
"Casado(a) (019)",5073,408,516,86,4065
"Viudo(a) (020)",1896,105,80,16,1695
"Divorciado(a) (021)",75,11,17,,48
"Soltero(a) (022)",8247,2328,496,64,5368
,,,,,
"URBANA (024)",13633,1409,2379,375,9497
"Conviviente (025)",4100,320,566,73,3146
"Separado(a) (026)",536,33,73,12,419
"Casado(a) (027)",3145,196,878,156,1925
"Viudo(a) (028)",565,28,75,15,447
"Divorciado(a) (029)",50,7,18,2,24
"Soltero(a) (030)",5237,825,769,117,3536
"Hombres (032)",6289,643,1084,234,4345
"Conviviente (033)",1953,109,268,50,1530
"Separado(a) (034)",78,2,19,2,55
"Casado(a) (035)",1525,87,436,98,913
"Viudo(a) (036)",95,8,10,6,71
"Divorciado(a) (037)",16,1,3,2,10
"Soltero(a) (038)",2622,436,348,76,1766
"Mujeres (040)",7344,766,1295,141,5152
"Conviviente (041)",2147,211,298,23,1616
"Separado(a) (042)",458,31,54,10,364
"Casado(a) (043)",1620,109,442,58,1012
"Viudo(a) (044)",470,20,65,9,376
"Divorciado(a) (045)",34,6,15,,14
"Soltero(a) (046)",2615,389,421,41,1770
,,,,,
"RURAL (048)",38203,6677,543,235,30767
"Conviviente (049)",14868,1676,174,87,12938
"Separado(a) (050)",1367,167,12,6,1182
"Casado(a) (051)",6817,509,170,77,6065
"Viudo(a) (052)",1955,107,20,10,1818
"Divorciado(a) (053)",72,8,4,1,59
"Soltero(a) (054)",13124,4210,163,54,8705
"Hombres (056)",18872,3105,275,126,15380
"Conviviente (057)",7291,589,79,41,6588
"Separado(a) (058)",165,10,5,1,149
"Casado(a) (059)",3364,210,96,49,3012
"Viudo(a) (060)",529,22,5,3,499
"Divorciado(a) (061)",31,3,2,1,25
"Soltero(a) (062)",7492,2271,88,31,5107
"Mujeres (064)",19331,3572,268,109,15387
"Conviviente (065)",7577,1087,95,46,6350
"Separado(a) (066)",1202,157,7,5,1033
"Casado(a) (067)",3453,299,74,28,3053
"Viudo(a) (068)",1426,85,15,7,1319
"Divorciado(a) (069)",41,5,2,,34
"Soltero(a) (070)",5632,1939,75,23,3598
