"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LIMA (000)",6850191,368202,1687584,858517,4028449
"Hombres (001)",3327215,168063,808384,450514,1947292
"Mujeres (002)",3522976,200139,879200,408003,2081157
"PEA (003)",3408878,111430,878285,442276,2036014
"Hombres (004)",2018280,61128,495617,273431,1221711
"Mujeres (005)",1390598,50302,382668,168845,814303
"Ocupada (006)",3286770,107167,864467,433223,1940594
"Hombres (007)",1947635,59038,488111,268338,1165544
"Mujeres (008)",1339135,48129,376356,164885,775050
"Desocupada (009)",122108,4263,13818,9053,95420
"Hombres (010)",70645,2090,7506,5093,56167
"Mujeres (011)",51463,2173,6312,3960,39253
"No PEA (012)",3441313,256772,809299,416241,1992435
"Hombres (013)",1308935,106935,312767,177083,725581
"Mujeres (014)",2132378,149837,496532,239158,1266854
,,,,,
"URBANA (018)",6841699,367056,1686680,858240,4022276
"Hombres (019)",3322714,167552,807835,450339,1944019
"Mujeres (020)",3518985,199504,878845,407901,2078257
"PEA (021)",3404560,111120,877760,442138,2032663
"Hombres (022)",2015203,60946,495211,273323,1219325
"Mujeres (023)",1389357,50174,382549,168815,813338
"Ocupada (024)",3282559,106871,863947,433086,1937330
"Hombres (025)",1944637,58866,487708,268231,1163223
"Mujeres (026)",1337922,48005,376239,164855,774107
"Desocupada (027)",122001,4249,13813,9052,95333
"Hombres (028)",70566,2080,7503,5092,56102
"Mujeres (029)",51435,2169,6310,3960,39231
"No PEA (030)",3437139,255936,808920,416102,1989613
"Hombres (031)",1307511,106606,312624,177016,724694
"Mujeres (032)",2129628,149330,496296,239086,1264919
,,,,,
"RURAL (036)",8492,1146,904,277,6173
"Hombres (037)",4501,511,549,175,3273
"Mujeres (038)",3991,635,355,102,2900
"PEA (039)",4318,310,525,138,3351
"Hombres (040)",3077,182,406,108,2386
"Mujeres (041)",1241,128,119,30,965
"Ocupada (042)",4211,296,520,137,3264
"Hombres (043)",2998,172,403,107,2321
"Mujeres (044)",1213,124,117,30,943
"Desocupada (045)",107,14,5,1,87
"Hombres (046)",79,10,3,1,65
"Mujeres (047)",28,4,2,,22
"No PEA (048)",4174,836,379,139,2822
"Hombres (049)",1424,329,143,67,887
"Mujeres (050)",2750,507,236,72,1935
