"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",11498,10900,598
"Hombres (001)",5408,5219,189
"Mujeres (002)",6090,5681,409
"De 18 a 29 años (003)",3599,3475,124
"Hombres (004)",1759,1698,61
"Mujeres (005)",1840,1777,63
"De 30 a 44 años (006)",3308,3252,56
"Hombres (007)",1564,1543,21
"Mujeres (008)",1744,1709,35
"De 45 a 64 años (009)",3018,2902,116
"Hombres (010)",1388,1351,37
"Mujeres (011)",1630,1551,79
"De 65 y más años (012)",1573,1271,302
"Hombres (013)",697,627,70
"Mujeres (014)",876,644,232
,,,
"URBANA (015)",2040,1986,54
"Hombres (016)",983,963,20
"Mujeres (017)",1057,1023,34
"De 18 a 29 años (018)",679,664,15
"Hombres (019)",314,308,6
"Mujeres (020)",365,356,9
"De 30 a 44 años (021)",671,666,5
"Hombres (022)",318,316,2
"Mujeres (023)",353,350,3
"De 45 a 64 años (024)",485,476,9
"Hombres (025)",253,246,7
"Mujeres (026)",232,230,2
"De 65 y más años (027)",205,180,25
"Hombres (028)",98,93,5
"Mujeres (029)",107,87,20
,,,
"RURAL (030)",9458,8914,544
"Hombres (031)",4425,4256,169
"Mujeres (032)",5033,4658,375
"De 18 a 29 años (033)",2920,2811,109
"Hombres (034)",1445,1390,55
"Mujeres (035)",1475,1421,54
"De 30 a 44 años (036)",2637,2586,51
"Hombres (037)",1246,1227,19
"Mujeres (038)",1391,1359,32
"De 45 a 64 años (039)",2533,2426,107
"Hombres (040)",1135,1105,30
"Mujeres (041)",1398,1321,77
"De 65 y más años (042)",1368,1091,277
"Hombres (043)",599,534,65
"Mujeres (044)",769,557,212
