"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SIHUAS (000)",30554,580,11418,7008,5017,4181,2350
"Jefe o Jefa (001)",7070,,8,1043,2346,2380,1293
"Esposa(o) / compañera(o) (002)",4898,,11,973,1955,1445,514
"Hijo(a) / hijastro(a) (003)",14390,426,9452,3994,436,78,4
"Yerno / nuera (004)",239,,4,167,57,9,2
"Nieto(a) (005)",1626,117,1260,239,9,1,
"Padres / suegros (006)",492,,,,7,103,382
"Otro(a) pariente (007)",1620,37,653,491,162,143,134
"Trabajador(a) del hogar (008)",30,,,20,6,1,3
"Pensionistas (009)",13,,1,3,6,3,
"Otro(a) no pariente (010)",176,,29,78,33,18,18
"Hombres (011)",15003,286,5746,3589,2337,2003,1042
"Jefe o Jefa (012)",5378,,4,800,1902,1816,856
"Esposa(o) / compañera(o) (013)",252,,7,68,90,58,29
"Hijo(a) / hijastro(a) (014)",7422,204,4754,2213,212,39,
"Yerno / nuera (015)",102,,1,69,27,5,
"Nieto(a) (016)",805,67,612,120,6,,
"Padres / suegros (017)",114,,,,2,18,94
"Otro(a) pariente (018)",829,15,349,274,79,55,57
"Trabajador(a) del hogar (019)",2,,,1,1,,
"Pensionistas (020)",7,,,2,2,3,
"Otro(a) no pariente (021)",92,,19,42,16,9,6
"Mujeres (022)",15551,294,5672,3419,2680,2178,1308
"Jefe o Jefa (023)",1692,,4,243,444,564,437
"Esposa(o) / compañera(o) (024)",4646,,4,905,1865,1387,485
"Hijo(a) / hijastro(a) (025)",6968,222,4698,1781,224,39,4
"Yerno / nuera (026)",137,,3,98,30,4,2
"Nieto(a) (027)",821,50,648,119,3,1,
"Padres / suegros (028)",378,,,,5,85,288
"Otro(a) pariente (029)",791,22,304,217,83,88,77
"Trabajador(a) del hogar (030)",28,,,19,5,1,3
"Pensionistas (031)",6,,1,1,4,,
"Otro(a) no pariente (032)",84,,10,36,17,9,12
,,,,,,,
"URBANA (033)",7833,135,2551,1976,1486,1108,577
"Jefe o Jefa (034)",1938,,5,285,684,649,315
"Esposa(o) / compañera(o) (035)",1238,,1,233,551,348,105
"Hijo(a) / hijastro(a) (036)",3368,102,2057,1058,121,28,2
"Yerno / nuera (037)",79,,1,50,23,4,1
"Nieto(a) (038)",413,25,321,61,5,1,
"Padres / suegros (039)",139,,,,2,24,113
"Otro(a) pariente (040)",505,8,146,208,64,44,35
"Trabajador(a) del hogar (041)",24,,,17,5,1,1
"Pensionistas (042)",11,,1,3,5,2,
"Otro(a) no pariente (043)",118,,19,61,26,7,5
"Hombres (044)",3895,68,1320,1018,681,545,263
"Jefe o Jefa (045)",1412,,3,197,517,488,207
"Esposa(o) / compañera(o) (046)",83,,,27,35,12,9
"Hijo(a) / hijastro(a) (047)",1761,49,1059,571,66,16,
"Yerno / nuera (048)",41,,1,29,9,2,
"Nieto(a) (049)",218,16,166,32,4,,
"Padres / suegros (050)",34,,,,,5,29
"Otro(a) pariente (051)",276,3,77,126,37,17,16
"Pensionistas (053)",6,,,2,2,2,
"Otro(a) no pariente (054)",64,,14,34,11,3,2
"Mujeres (055)",3938,67,1231,958,805,563,314
"Jefe o Jefa (056)",526,,2,88,167,161,108
"Esposa(o) / compañera(o) (057)",1155,,1,206,516,336,96
"Hijo(a) / hijastro(a) (058)",1607,53,998,487,55,12,2
"Yerno / nuera (059)",38,,,21,14,2,1
"Nieto(a) (060)",195,9,155,29,1,1,
"Padres / suegros (061)",105,,,,2,19,84
"Otro(a) pariente (062)",229,5,69,82,27,27,19
"Trabajador(a) del hogar (063)",24,,,17,5,1,1
"Pensionistas (064)",5,,1,1,3,,
"Otro(a) no pariente (065)",54,,5,27,15,4,3
,,,,,,,
"RURAL (066)",22721,445,8867,5032,3531,3073,1773
"Jefe o Jefa (067)",5132,,3,758,1662,1731,978
"Esposa(o) / compañera(o) (068)",3660,,10,740,1404,1097,409
"Hijo(a) / hijastro(a) (069)",11022,324,7395,2936,315,50,2
"Yerno / nuera (070)",160,,3,117,34,5,1
"Nieto(a) (071)",1213,92,939,178,4,,
"Padres / suegros (072)",353,,,,5,79,269
"Otro(a) pariente (073)",1115,29,507,283,98,99,99
"Trabajador(a) del hogar (074)",6,,,3,1,,2
"Pensionistas (075)",2,,,,1,1,
"Otro(a) no pariente (076)",58,,10,17,7,11,13
"Hombres (077)",11108,218,4426,2571,1656,1458,779
"Jefe o Jefa (078)",3966,,1,603,1385,1328,649
"Esposa(o) / compañera(o) (079)",169,,7,41,55,46,20
"Hijo(a) / hijastro(a) (080)",5661,155,3695,1642,146,23,
"Yerno / nuera (081)",61,,,40,18,3,
"Nieto(a) (082)",587,51,446,88,2,,
"Padres / suegros (083)",80,,,,2,13,65
"Otro(a) pariente (084)",553,12,272,148,42,38,41
"Trabajador(a) del hogar (085)",2,,,1,1,,
"Pensionistas (086)",1,,,,,1,
"Otro(a) no pariente (087)",28,,5,8,5,6,4
"Mujeres (088)",11613,227,4441,2461,1875,1615,994
"Jefe o Jefa (089)",1166,,2,155,277,403,329
"Esposa(o) / compañera(o) (090)",3491,,3,699,1349,1051,389
"Hijo(a) / hijastro(a) (091)",5361,169,3700,1294,169,27,2
"Yerno / nuera (092)",99,,3,77,16,2,1
"Nieto(a) (093)",626,41,493,90,2,,
"Padres / suegros (094)",273,,,,3,66,204
"Otro(a) pariente (095)",562,17,235,135,56,61,58
"Trabajador(a) del hogar (096)",4,,,2,,,2
"Pensionistas (097)",1,,,,1,,
"Otro(a) no pariente (098)",30,,5,9,2,5,9
