"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ABANCAY (000)",31335,9057,4892,12839,549,3229,769
"Conviviente (001)",9302,2442,1648,4109,166,813,124
"Separado(a) (002)",1214,378,147,551,18,54,66
"Casado(a) (003)",12260,3497,1714,5504,251,1211,83
"Viudo(a) (004)",996,124,146,604,16,90,16
"Divorciado(a) (005)",210,75,15,105,5,8,2
"Soltero(a) (006)",7353,2541,1222,1966,93,1053,478
"Hombres (008)",19977,4901,4337,8376,419,1888,56
"Conviviente (009)",6233,1432,1484,2781,131,400,5
"Separado(a) (010)",372,91,83,163,12,22,1
"Casado(a) (011)",8232,2035,1559,3788,196,647,7
"Viudo(a) (012)",367,37,83,193,9,45,
"Divorciado(a) (013)",107,29,12,53,5,6,2
"Soltero(a) (014)",4666,1277,1116,1398,66,768,41
"Mujeres (016)",11358,4156,555,4463,130,1341,713
"Conviviente (017)",3069,1010,164,1328,35,413,119
"Separado(a) (018)",842,287,64,388,6,32,65
"Casado(a) (019)",4028,1462,155,1716,55,564,76
"Viudo(a) (020)",629,87,63,411,7,45,16
"Divorciado(a) (021)",103,46,3,52,,2,
"Soltero(a) (022)",2687,1264,106,568,27,285,437
,,,,,,,
"URBANA (024)",21945,8593,2817,8231,400,1207,697
"Conviviente (025)",6596,2298,1001,2738,130,316,113
"Separado(a) (026)",994,357,105,438,15,20,59
"Casado(a) (027)",7857,3339,844,3053,165,383,73
"Viudo(a) (028)",578,117,65,351,11,20,14
"Divorciado(a) (029)",165,72,11,76,3,3,
"Soltero(a) (030)",5755,2410,791,1575,76,465,438
"Hombres (032)",12442,4632,2458,4523,282,508,39
"Conviviente (033)",4015,1342,882,1596,98,93,4
"Separado(a) (034)",265,88,54,106,10,6,1
"Casado(a) (035)",4562,1936,754,1623,113,131,5
"Viudo(a) (036)",161,33,38,77,5,8,
"Divorciado(a) (037)",72,29,8,30,3,2,
"Soltero(a) (038)",3367,1204,722,1091,53,268,29
"Mujeres (040)",9503,3961,359,3708,118,699,658
"Conviviente (041)",2581,956,119,1142,32,223,109
"Separado(a) (042)",729,269,51,332,5,14,58
"Casado(a) (043)",3295,1403,90,1430,52,252,68
"Viudo(a) (044)",417,84,27,274,6,12,14
"Divorciado(a) (045)",93,43,3,46,,1,
"Soltero(a) (046)",2388,1206,69,484,23,197,409
,,,,,,,
"RURAL (048)",9390,464,2075,4608,149,2022,72
"Conviviente (049)",2706,144,647,1371,36,497,11
"Separado(a) (050)",220,21,42,113,3,34,7
"Casado(a) (051)",4403,158,870,2451,86,828,10
"Viudo(a) (052)",418,7,81,253,5,70,2
"Divorciado(a) (053)",45,3,4,29,2,5,2
"Soltero(a) (054)",1598,131,431,391,17,588,40
"Hombres (056)",7535,269,1879,3853,137,1380,17
"Conviviente (057)",2218,90,602,1185,33,307,1
"Separado(a) (058)",107,3,29,57,2,16,
"Casado(a) (059)",3670,99,805,2165,83,516,2
"Viudo(a) (060)",206,4,45,116,4,37,
"Divorciado(a) (061)",35,,4,23,2,4,2
"Soltero(a) (062)",1299,73,394,307,13,500,12
"Mujeres (064)",1855,195,196,755,12,642,55
"Conviviente (065)",488,54,45,186,3,190,10
"Separado(a) (066)",113,18,13,56,1,18,7
"Casado(a) (067)",733,59,65,286,3,312,8
"Viudo(a) (068)",212,3,36,137,1,33,2
"Divorciado(a) (069)",10,3,,6,,1,
"Soltero(a) (070)",299,58,37,84,4,88,28
