"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANUCO",,,,,,,,,
"Viviendas particulares (001)",32100,1680,582,399,2041,132,125,96,27045
"Ocupantes presentes (002)",141110,7287,2539,1903,9003,599,511,417,118851
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28101,1656,560,378,1936,115,98,79,23279
"Ocupantes presentes (005)",127379,7212,2461,1826,8653,530,420,374,105903
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1782,7,6,12,35,8,9,12,1693
"Ocupantes presentes (008)",5903,20,13,39,119,30,33,22,5627
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",947,5,6,1,30,2,6,4,893
"Ocupantes presentes (011)",3412,16,20,6,90,4,29,20,3227
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1181,8,10,7,36,7,9,1,1103
"Ocupantes presentes (014)",4121,27,45,27,130,35,22,1,3834
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",40,1,,,4,,,,35
"Ocupantes presentes (017)",135,2,,,11,,,,122
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,1,,,,,,,5
"Ocupantes presentes (020)",24,1,,,,,,,23
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",43,2,,1,,,3,,37
"Ocupantes presentes (023)",136,9,,5,,,7,,115
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",29498,1339,482,376,1759,125,109,86,25222
"Ocupantes presentes (029)",129854,5914,2107,1793,7789,571,448,374,110858
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",25540,1316,460,355,1658,108,82,69,21492
"Ocupantes presentes (032)",116259,5841,2029,1716,7450,502,357,331,98033
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1782,7,6,12,35,8,9,12,1693
"Ocupantes presentes (035)",5903,20,13,39,119,30,33,22,5627
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",947,5,6,1,30,2,6,4,893
"Ocupantes presentes (038)",3412,16,20,6,90,4,29,20,3227
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1181,8,10,7,36,7,9,1,1103
"Ocupantes presentes (041)",4121,27,45,27,130,35,22,1,3834
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,1,,,,,,,5
"Ocupantes presentes (047)",24,1,,,,,,,23
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",42,2,,1,,,3,,36
"Ocupantes presentes (050)",135,9,,5,,,7,,114
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2602,341,100,23,282,7,16,10,1823
"Ocupantes presentes (056)",11256,1373,432,110,1214,28,63,43,7993
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2561,340,100,23,278,7,16,10,1787
"Ocupantes presentes (059)",11120,1371,432,110,1203,28,63,43,7870
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",40,1,,,4,,,,35
"Ocupantes presentes (071)",135,2,,,11,,,,122
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
