"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LAMBAYEQUE",,,,,,,,
"Hogares (001)",56264,39643,24377,9339,1884,10041,3292,9306
"Ocupantes presentes (002)",258671,187293,113604,44271,8681,46290,14925,37776
"Casa independiente",,,,,,,,
"Hogares (004)",53230,37724,23656,9052,1752,9720,3044,8442
"Ocupantes presentes (005)",246863,179237,110849,43186,8154,45054,14075,34905
"Departamento en edificio",,,,,,,,
"Hogares (007)",289,202,245,148,93,179,134,17
"Ocupantes presentes (008)",929,657,829,534,351,644,473,42
"Vivienda en quinta",,,,,,,,
"Hogares (010)",308,203,204,89,34,102,94,24
"Ocupantes presentes (011)",1007,692,742,355,154,429,310,69
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",145,89,91,31,4,28,12,19
"Ocupantes presentes (014)",449,288,294,114,16,118,42,55
"Choza o cabaña",,,,,,,,
"Hogares (016)",1693,1218,116,8,,2,1,445
"Ocupantes presentes (017)",7670,5785,642,43,,11,7,1714
"Vivienda improvisada",,,,,,,,
"Hogares (019)",541,181,44,5,,5,2,341
"Ocupantes presentes (020)",1572,547,170,20,,23,8,949
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",50,25,19,5,1,5,4,14
"Ocupantes presentes (023)",164,85,70,16,6,11,9,36
"Otro tipo",,,,,,,,
"Hogares (025)",8,1,2,1,,,1,4
"Ocupantes presentes (026)",17,2,8,3,,,1,6
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",29081,19238,20256,8438,1872,9400,3237,3611
"Ocupantes presentes (029)",124818,84298,91374,39471,8617,42888,14668,12640
"Casa independiente",,,,,,,,
"Hogares (031)",27757,18548,19655,8160,1740,9082,2990,3198
"Ocupantes presentes (032)",120734,82072,89274,38430,8090,41664,13825,11492
"Departamento en edificio",,,,,,,,
"Hogares (034)",289,202,245,148,93,179,134,17
"Ocupantes presentes (035)",929,657,829,534,351,644,473,42
"Vivienda en quinta",,,,,,,,
"Hogares (037)",308,203,204,89,34,102,94,24
"Ocupantes presentes (038)",1007,692,742,355,154,429,310,69
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",145,89,91,31,4,28,12,19
"Ocupantes presentes (041)",449,288,294,114,16,118,42,55
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",541,181,44,5,,5,2,341
"Ocupantes presentes (047)",1572,547,170,20,,23,8,949
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",36,15,15,4,1,4,4,10
"Ocupantes presentes (050)",115,42,57,15,6,10,9,30
"Otro tipo",,,,,,,,
"Hogares (052)",5,,2,1,,,1,2
"Ocupantes presentes (053)",12,,8,3,,,1,3
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",27183,20405,4121,901,12,641,55,5695
"Ocupantes presentes (056)",133853,102995,22230,4800,64,3402,257,25136
"Casa independiente",,,,,,,,
"Hogares (058)",25473,19176,4001,892,12,638,54,5244
"Ocupantes presentes (059)",126129,97165,21575,4756,64,3390,250,23413
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1693,1218,116,8,,2,1,445
"Ocupantes presentes (071)",7670,5785,642,43,,11,7,1714
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",14,10,4,1,,1,,4
"Ocupantes presentes (077)",49,43,13,1,,1,,6
"Otro tipo",,,,,,,,
"Hogares (079)",3,1,,,,,,2
"Ocupantes presentes (080)",5,2,,,,,,3
