"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJATAMBO (000)",2821,578,523,1213,59,395,53
"Sin nivel (001)",136,3,22,68,2,36,5
"Educación inicial (002)",1,,,,,1,
"Primaria (003)",984,23,172,564,30,170,25
"Secundaria (004)",927,76,213,437,18,163,20
"Superior no univ. incompleta (005)",124,43,31,41,1,8,
"Superior no univ. completa (006)",185,102,41,36,1,4,1
"Superior univ. incompleta (007)",100,41,19,32,2,5,1
"Superior univ. completa (008)",364,290,25,35,5,8,1
"Hombres (010)",2061,338,456,961,50,253,3
"Sin nivel (011)",51,1,10,27,1,12,
"Educación inicial (012)",1,,,,,1,
"Primaria (013)",729,13,140,447,26,102,1
"Secundaria (014)",758,53,199,365,15,124,2
"Superior no univ. incompleta (015)",89,21,29,34,1,4,
"Superior no univ. completa (016)",127,57,37,31,1,1,
"Superior univ. incompleta (017)",76,24,18,28,2,4,
"Superior univ. completa (018)",230,169,23,29,4,5,
"Mujeres (020)",760,240,67,252,9,142,50
"Sin nivel (021)",85,2,12,41,1,24,5
"Primaria (023)",255,10,32,117,4,68,24
"Secundaria (024)",169,23,14,72,3,39,18
"Superior no univ. incompleta (025)",35,22,2,7,,4,
"Superior no univ. completa (026)",58,45,4,5,,3,1
"Superior univ. incompleta (027)",24,17,1,4,,1,1
"Superior univ. completa (028)",134,121,2,6,1,3,1
,,,,,,,
"URBANA (030)",1701,460,300,671,40,184,46
"Sin nivel (031)",84,1,13,44,1,21,4
"Educación inicial (032)",1,,,,,1,
"Primaria (033)",488,19,104,254,19,68,24
"Secundaria (034)",601,64,159,267,15,80,16
"Superior no univ. incompleta (035)",77,35,6,31,1,4,
"Superior no univ. completa (036)",123,84,6,27,1,4,1
"Superior univ. incompleta (037)",68,32,7,26,,3,
"Superior univ. completa (038)",259,225,5,22,3,3,1
"Hombres (040)",1123,265,248,470,33,105,2
"Sin nivel (041)",28,,6,15,,7,
"Educación inicial (042)",1,,,,,1,
"Primaria (043)",297,9,76,162,17,32,1
"Secundaria (044)",470,44,147,205,12,61,1
"Superior no univ. incompleta (045)",44,14,4,25,1,,
"Superior no univ. completa (046)",75,46,5,22,1,1,
"Superior univ. incompleta (047)",49,17,7,23,,2,
"Superior univ. completa (048)",159,135,3,18,2,1,
"Mujeres (050)",578,195,52,201,7,79,44
"Sin nivel (051)",56,1,7,29,1,14,4
"Primaria (053)",191,10,28,92,2,36,23
"Secundaria (054)",131,20,12,62,3,19,15
"Superior no univ. incompleta (055)",33,21,2,6,,4,
"Superior no univ. completa (056)",48,38,1,5,,3,1
"Superior univ. incompleta (057)",19,15,,3,,1,
"Superior univ. completa (058)",100,90,2,4,1,2,1
,,,,,,,
"RURAL (060)",1120,118,223,542,19,211,7
"Sin nivel (061)",52,2,9,24,1,15,1
"Primaria (063)",496,4,68,310,11,102,1
"Secundaria (064)",326,12,54,170,3,83,4
"Superior no univ. incompleta (065)",47,8,25,10,,4,
"Superior no univ. completa (066)",62,18,35,9,,,
"Superior univ. incompleta (067)",32,9,12,6,2,2,1
"Superior univ. completa (068)",105,65,20,13,2,5,
"Hombres (070)",938,73,208,491,17,148,1
"Sin nivel (071)",23,1,4,12,1,5,
"Primaria (073)",432,4,64,285,9,70,
"Secundaria (074)",288,9,52,160,3,63,1
"Superior no univ. incompleta (075)",45,7,25,9,,4,
"Superior no univ. completa (076)",52,11,32,9,,,
"Superior univ. incompleta (077)",27,7,11,5,2,2,
"Superior univ. completa (078)",71,34,20,11,2,4,
"Mujeres (080)",182,45,15,51,2,63,6
"Sin nivel (081)",29,1,5,12,,10,1
"Primaria (083)",64,,4,25,2,32,1
"Secundaria (084)",38,3,2,10,,20,3
"Superior no univ. incompleta (085)",2,1,,1,,,
"Superior no univ. completa (086)",10,7,3,,,,
"Superior univ. incompleta (087)",5,2,1,1,,,1
"Superior univ. completa (088)",34,31,,2,,1,
