"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia MOYOBAMBA",,,,,,,,,
"Hogares (001)",27515,812,326,249,197,114,88,79,25650
"Ocupantes presentes (002)",114445,3018,1114,828,745,503,435,460,107342
"Casa independiente",,,,,,,,,
"Hogares (004)",25084,754,294,229,186,108,83,73,23357
"Ocupantes presentes (005)",106081,2897,1013,770,709,475,422,444,99351
"Departamento en edificio",,,,,,,,,
"Hogares (007)",108,5,4,1,,2,,,96
"Ocupantes presentes (008)",344,8,9,3,,8,,,316
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1035,40,17,12,6,4,2,6,948
"Ocupantes presentes (011)",2731,73,37,32,16,20,8,16,2529
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",197,3,2,2,3,,,,187
"Ocupantes presentes (014)",652,13,4,8,12,,,,615
"Choza o cabaña",,,,,,,,,
"Hogares (016)",987,7,9,3,2,,3,,963
"Ocupantes presentes (017)",4263,19,51,9,8,,5,,4171
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",75,1,,1,,,,,73
"Ocupantes presentes (020)",276,5,,3,,,,,268
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",23,2,,1,,,,,20
"Ocupantes presentes (023)",80,3,,3,,,,,74
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",16836,709,282,221,178,102,64,62,15218
"Ocupantes presentes (029)",67462,2619,954,742,669,445,324,338,61371
"Casa independiente",,,,,,,,,
"Hogares (031)",15398,659,259,204,169,96,62,56,13893
"Ocupantes presentes (032)",63390,2519,904,693,641,417,316,322,57578
"Departamento en edificio",,,,,,,,,
"Hogares (034)",108,5,4,1,,2,,,96
"Ocupantes presentes (035)",344,8,9,3,,8,,,316
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1035,40,17,12,6,4,2,6,948
"Ocupantes presentes (038)",2731,73,37,32,16,20,8,16,2529
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",197,3,2,2,3,,,,187
"Ocupantes presentes (041)",652,13,4,8,12,,,,615
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",75,1,,1,,,,,73
"Ocupantes presentes (047)",276,5,,3,,,,,268
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",18,1,,1,,,,,16
"Ocupantes presentes (050)",55,1,,3,,,,,51
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",14,,,,,,,,14
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10679,103,44,28,19,12,24,17,10432
"Ocupantes presentes (056)",46983,399,160,86,76,58,111,122,45971
"Casa independiente",,,,,,,,,
"Hogares (058)",9686,95,35,25,17,12,21,17,9464
"Ocupantes presentes (059)",42691,378,109,77,68,58,106,122,41773
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",987,7,9,3,2,,3,,963
"Ocupantes presentes (071)",4263,19,51,9,8,,5,,4171
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,1,,,,,,,4
"Ocupantes presentes (077)",25,2,,,,,,,23
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
