"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LORETO",,,,,,,
"Viviendas particulares (001)",11162,312,697,144,9369,361,279
"Ocupantes presentes (002)",59590,1133,3703,791,50762,1728,1473
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8672,219,696,130,7045,320,262
"Ocupantes presentes (005)",46133,854,3701,716,37880,1587,1395
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,1,,,1,1,
"Ocupantes presentes (008)",8,1,,,3,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",81,62,,,18,,1
"Ocupantes presentes (011)",268,160,,,105,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",5,2,,1,,,2
"Ocupantes presentes (014)",29,9,,3,,,17
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2364,20,,12,2293,31,8
"Ocupantes presentes (017)",12997,84,,68,12727,91,27
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",24,6,1,1,7,3,6
"Ocupantes presentes (020)",101,21,2,4,33,10,31
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,,,,2,6,
"Ocupantes presentes (023)",43,,,,7,36,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,2,,,3,,
"Ocupantes presentes (026)",11,4,,,7,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4529,241,362,111,3295,266,254
"Ocupantes presentes (029)",24202,875,1861,604,18055,1451,1356
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4408,168,361,109,3265,260,245
"Ocupantes presentes (032)",23774,680,1859,597,17903,1430,1305
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,1,,,1,1,
"Ocupantes presentes (035)",8,1,,,3,4,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",81,62,,,18,,1
"Ocupantes presentes (038)",268,160,,,105,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",5,2,,1,,,2
"Ocupantes presentes (041)",29,9,,3,,,17
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",24,6,1,1,7,3,6
"Ocupantes presentes (047)",101,21,2,4,33,10,31
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,,,,2,2,
"Ocupantes presentes (050)",14,,,,7,7,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,2,,,2,,
"Ocupantes presentes (053)",8,4,,,4,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6633,71,335,33,6074,95,25
"Ocupantes presentes (056)",35388,258,1842,187,32707,277,117
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4264,51,335,21,3780,60,17
"Ocupantes presentes (059)",22359,174,1842,119,19977,157,90
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2364,20,,12,2293,31,8
"Ocupantes presentes (071)",12997,84,,68,12727,91,27
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,,4,
"Ocupantes presentes (077)",29,,,,,29,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",3,,,,3,,
