"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SATIPO (000)",41359,59,280,940,2921,7380,20980,8799
"De 12 a 14 años (001)",103,,,,,,26,77
"De 15 a 19 años (002)",2461,,,,,,1652,809
"De 20 a 24 años (003)",6519,,,,,18,4470,2031
"De 25 a 29 años (004)",6840,,,,,326,4985,1529
"De 30 a 34 años (005)",5607,,,,3,812,3824,968
"De 35 a 39 años (006)",5470,,,,57,1452,3176,785
"De 40 a 44 años (007)",4199,,,,173,1556,1811,659
"De 45 a 49 años (008)",3378,,,18,412,1601,867,480
"De 50 y más años (009)",6782,59,280,922,2276,1615,169,1461
"PEA (010)",12791,6,35,214,937,2824,5545,3230
"De 12 a 14 años (011)",14,,,,,,6,8
"De 15 a 19 años (012)",529,,,,,,313,216
"De 20 a 24 años (013)",1678,,,,,6,966,706
"De 25 a 29 años (014)",2020,,,,,132,1245,643
"De 30 a 34 años (015)",1916,,,,1,341,1137,437
"De 35 a 39 años (016)",1959,,,,29,594,990,346
"De 40 a 44 años (017)",1534,,,,76,613,575,270
"De 45 a 49 años (018)",1313,,,11,190,620,271,221
"De 50 y más años (019)",1828,6,35,203,641,518,42,383
"Ocupada (020)",12550,5,35,214,932,2780,5430,3154
"De 12 a 14 años (021)",14,,,,,,6,8
"De 15 a 19 años (022)",505,,,,,,299,206
"De 20 a 24 años (023)",1627,,,,,5,937,685
"De 25 a 29 años (024)",1969,,,,,129,1215,625
"De 30 a 34 años (025)",1887,,,,1,339,1120,427
"De 35 a 39 años (026)",1929,,,,29,580,979,341
"De 40 a 44 años (027)",1510,,,,76,602,567,265
"De 45 a 49 años (028)",1298,,,11,189,614,265,219
"De 50 y más años (029)",1811,5,35,203,637,511,42,378
"Desocupada (030)",241,1,,,5,44,115,76
"De 15 a 19 años (032)",24,,,,,,14,10
"De 20 a 24 años (033)",51,,,,,1,29,21
"De 25 a 29 años (034)",51,,,,,3,30,18
"De 30 a 34 años (035)",29,,,,,2,17,10
"De 35 a 39 años (036)",30,,,,,14,11,5
"De 40 a 44 años (037)",24,,,,,11,8,5
"De 45 a 49 años (038)",15,,,,1,6,6,2
"De 50 y más años (039)",17,1,,,4,7,,5
"No PEA (040)",28568,53,245,726,1984,4556,15435,5569
"De 12 a 14 años (041)",89,,,,,,20,69
"De 15 a 19 años (042)",1932,,,,,,1339,593
"De 20 a 24 años (043)",4841,,,,,12,3504,1325
"De 25 a 29 años (044)",4820,,,,,194,3740,886
"De 30 a 34 años (045)",3691,,,,2,471,2687,531
"De 35 a 39 años (046)",3511,,,,28,858,2186,439
