"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ISLAY (000)",52264,711,12626,12764,11667,9675,4821
"Hombres (001)",26846,365,6348,6468,5945,5169,2551
"Mujeres (002)",25418,346,6278,6296,5722,4506,2270
"Viviendas particulares (003)",50252,708,12608,12371,11079,9112,4374
"Hombres (004)",25235,364,6337,6127,5430,4735,2242
"Mujeres (005)",25017,344,6271,6244,5649,4377,2132
"Viviendas colectivas (006)",1434,3,14,253,291,432,441
"Hombres (007)",1081,1,7,220,242,308,303
"Mujeres (008)",353,2,7,33,49,124,138
"Otro tipo (009)",578,,4,140,297,131,6
"Hombres (010)",530,,4,121,273,126,6
"Mujeres (011)",48,,,19,24,5,
,,,,,,,
"URBANA (012)",47402,653,11537,11517,10487,8792,4416
"Hombres (013)",23975,332,5784,5713,5212,4618,2316
"Mujeres (014)",23427,321,5753,5804,5275,4174,2100
"Viviendas particulares (015)",45952,651,11524,11320,10145,8340,3972
"Hombres (016)",22906,331,5775,5562,4937,4291,2010
"Mujeres (017)",23046,320,5749,5758,5208,4049,1962
"Viviendas colectivas (018)",1126,2,9,122,171,382,440
"Hombres (019)",785,1,5,92,125,260,302
"Mujeres (020)",341,1,4,30,46,122,138
"Otro tipo (021)",324,,4,75,171,70,4
"Hombres (022)",284,,4,59,150,67,4
"Mujeres (023)",40,,,16,21,3,
,,,,,,,
"RURAL (024)",4862,58,1089,1247,1180,883,405
"Hombres (025)",2871,33,564,755,733,551,235
"Mujeres (026)",1991,25,525,492,447,332,170
"Viviendas particulares (027)",4300,57,1084,1051,934,772,402
"Hombres (028)",2329,33,562,565,493,444,232
"Mujeres (029)",1971,24,522,486,441,328,170
"Viviendas colectivas (030)",308,1,5,131,120,50,1
"Hombres (031)",296,,2,128,117,48,1
"Mujeres (032)",12,1,3,3,3,2,
"Otro tipo (033)",254,,,65,126,61,2
"Hombres (034)",246,,,62,123,59,2
"Mujeres (035)",8,,,3,3,2,
