"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PATAZ (000)",22552,339,8085,8140,4534,1454
"Empleado (001)",3374,7,1169,1551,613,34
"Obrero (002)",6260,28,2977,2433,731,91
"Trabajador independiente (003)",10313,77,2496,3657,2871,1212
"Empleador o patrono (004)",247,1,78,96,52,20
"Trabajador familiar no remunerado (005)",1929,194,1102,319,226,88
"Trabajador del hogar (006)",429,32,263,84,41,9
"Hombres (008)",19156,245,6864,6941,3842,1264
"Empleado (009)",2285,5,750,1059,444,27
"Obrero (010)",6045,25,2880,2365,695,80
"Trabajador independiente (011)",9062,60,2181,3215,2520,1086
"Empleador o patrono (012)",212,,67,81,47,17
"Trabajador familiar no remunerado (013)",1513,150,959,214,136,54
"Trabajador del hogar (014)",39,5,27,7,,
"Mujeres (016)",3396,94,1221,1199,692,190
"Empleado (017)",1089,2,419,492,169,7
"Obrero (018)",215,3,97,68,36,11
"Trabajador independiente (019)",1251,17,315,442,351,126
"Empleador o patrono (020)",35,1,11,15,5,3
"Trabajador familiar no remunerado (021)",416,44,143,105,90,34
"Trabajador del hogar (022)",390,27,236,77,41,9
,,,,,,
"URBANA (024)",7062,95,2602,2738,1336,291
"Empleado (025)",1960,6,651,892,388,23
"Obrero (026)",2348,12,1150,877,281,28
"Trabajador independiente (027)",2137,27,509,814,577,210
"Empleador o patrono (028)",106,1,33,49,17,6
"Trabajador familiar no remunerado (029)",279,31,104,66,57,21
"Trabajador del hogar (030)",232,18,155,40,16,3
"Hombres (032)",5299,60,1978,2050,975,236
"Empleado (033)",1219,4,389,555,254,17
"Obrero (034)",2249,11,1106,845,264,23
"Trabajador independiente (035)",1560,18,368,585,413,176
"Empleador o patrono (036)",82,,26,36,15,5
"Trabajador familiar no remunerado (037)",164,22,72,26,29,15
"Trabajador del hogar (038)",25,5,17,3,,
"Mujeres (040)",1763,35,624,688,361,55
"Empleado (041)",741,2,262,337,134,6
"Obrero (042)",99,1,44,32,17,5
"Trabajador independiente (043)",577,9,141,229,164,34
"Empleador o patrono (044)",24,1,7,13,2,1
"Trabajador familiar no remunerado (045)",115,9,32,40,28,6
"Trabajador del hogar (046)",207,13,138,37,16,3
,,,,,,
"RURAL (048)",15490,244,5483,5402,3198,1163
"Empleado (049)",1414,1,518,659,225,11
"Obrero (050)",3912,16,1827,1556,450,63
"Trabajador independiente (051)",8176,50,1987,2843,2294,1002
"Empleador o patrono (052)",141,,45,47,35,14
"Trabajador familiar no remunerado (053)",1650,163,998,253,169,67
"Trabajador del hogar (054)",197,14,108,44,25,6
"Hombres (056)",13857,185,4886,4891,2867,1028
"Empleado (057)",1066,1,361,504,190,10
"Obrero (058)",3796,14,1774,1520,431,57
"Trabajador independiente (059)",7502,42,1813,2630,2107,910
"Empleador o patrono (060)",130,,41,45,32,12
"Trabajador familiar no remunerado (061)",1349,128,887,188,107,39
"Trabajador del hogar (062)",14,,10,4,,
"Mujeres (064)",1633,59,597,511,331,135
"Empleado (065)",348,,157,155,35,1
"Obrero (066)",116,2,53,36,19,6
"Trabajador independiente (067)",674,8,174,213,187,92
"Empleador o patrono (068)",11,,4,2,3,2
"Trabajador familiar no remunerado (069)",301,35,111,65,62,28
"Trabajador del hogar (070)",183,14,98,40,25,6
