"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BONGARA (000)",10037,1305,1348,5494,203,1506,181
"Sin nivel (001)",638,7,98,375,13,130,15
"Educación inicial (002)",16,,1,11,,4,
"Primaria (003)",5211,133,746,3181,103,943,105
"Secundaria (004)",2584,259,407,1440,55,368,55
"Superior no univ. incompleta (005)",275,113,29,110,5,16,2
"Superior no univ. completa (006)",617,412,28,143,9,23,2
"Superior univ. incompleta (007)",195,82,18,80,7,7,1
"Superior univ. completa (008)",501,299,21,154,11,15,1
"Hombres (010)",7505,800,1140,4460,170,933,2
"Sin nivel (011)",386,5,62,257,8,54,
"Educación inicial (012)",12,,1,9,,2,
"Primaria (013)",4004,95,626,2631,82,570,
"Secundaria (014)",2039,172,368,1178,50,270,1
"Superior no univ. incompleta (015)",201,78,24,84,4,11,
"Superior no univ. completa (016)",372,215,27,109,8,13,
"Superior univ. incompleta (017)",139,52,15,60,7,4,1
"Superior univ. completa (018)",352,183,17,132,11,9,
"Mujeres (020)",2532,505,208,1034,33,573,179
"Sin nivel (021)",252,2,36,118,5,76,15
"Educación inicial (022)",4,,,2,,2,
"Primaria (023)",1207,38,120,550,21,373,105
"Secundaria (024)",545,87,39,262,5,98,54
"Superior no univ. incompleta (025)",74,35,5,26,1,5,2
"Superior no univ. completa (026)",245,197,1,34,1,10,2
"Superior univ. incompleta (027)",56,30,3,20,,3,
"Superior univ. completa (028)",149,116,4,22,,6,1
,,,,,,,
"URBANA (030)",6248,1157,716,3297,152,769,157
"Sin nivel (031)",238,4,26,130,5,61,12
"Educación inicial (032)",11,,,8,,3,
"Primaria (033)",2843,105,378,1750,79,441,90
"Secundaria (034)",1870,224,262,1060,49,225,50
"Superior no univ. incompleta (035)",242,104,22,98,4,12,2
"Superior no univ. completa (036)",539,385,16,116,5,15,2
"Superior univ. incompleta (037)",143,74,6,56,5,2,
"Superior univ. completa (038)",362,261,6,79,5,10,1
"Hombres (040)",4341,700,594,2504,127,415,1
"Sin nivel (041)",98,2,14,61,3,18,
"Educación inicial (042)",8,,,6,,2,
"Primaria (043)",2001,68,302,1343,63,225,
"Secundaria (044)",1400,147,233,829,44,146,1
"Superior no univ. incompleta (045)",176,74,18,74,3,7,
"Superior no univ. completa (046)",322,206,16,86,4,10,
"Superior univ. incompleta (047)",98,45,5,42,5,1,
"Superior univ. completa (048)",238,158,6,63,5,6,
"Mujeres (050)",1907,457,122,793,25,354,156
"Sin nivel (051)",140,2,12,69,2,43,12
"Educación inicial (052)",3,,,2,,1,
"Primaria (053)",842,37,76,407,16,216,90
"Secundaria (054)",470,77,29,231,5,79,49
"Superior no univ. incompleta (055)",66,30,4,24,1,5,2
"Superior no univ. completa (056)",217,179,,30,1,5,2
"Superior univ. incompleta (057)",45,29,1,14,,1,
"Superior univ. completa (058)",124,103,,16,,4,1
,,,,,,,
"RURAL (060)",3789,148,632,2197,51,737,24
"Sin nivel (061)",400,3,72,245,8,69,3
"Educación inicial (062)",5,,1,3,,1,
"Primaria (063)",2368,28,368,1431,24,502,15
"Secundaria (064)",714,35,145,380,6,143,5
"Superior no univ. incompleta (065)",33,9,7,12,1,4,
"Superior no univ. completa (066)",78,27,12,27,4,8,
"Superior univ. incompleta (067)",52,8,12,24,2,5,1
"Superior univ. completa (068)",139,38,15,75,6,5,
"Hombres (070)",3164,100,546,1956,43,518,1
"Sin nivel (071)",288,3,48,196,5,36,
"Educación inicial (072)",4,,1,3,,,
"Primaria (073)",2003,27,324,1288,19,345,
"Secundaria (074)",639,25,135,349,6,124,
"Superior no univ. incompleta (075)",25,4,6,10,1,4,
"Superior no univ. completa (076)",50,9,11,23,4,3,
"Superior univ. incompleta (077)",41,7,10,18,2,3,1
"Superior univ. completa (078)",114,25,11,69,6,3,
"Mujeres (080)",625,48,86,241,8,219,23
"Sin nivel (081)",112,,24,49,3,33,3
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",365,1,44,143,5,157,15
"Secundaria (084)",75,10,10,31,,19,5
"Superior no univ. incompleta (085)",8,5,1,2,,,
"Superior no univ. completa (086)",28,18,1,4,,5,
"Superior univ. incompleta (087)",11,1,2,6,,2,
"Superior univ. completa (088)",25,13,4,6,,2,
