"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUANCAYO (000)",294318,285666,8652
"Hombres (001)",135879,132661,3218
"Mujeres (002)",158439,153005,5434
"De 18 a 29 años (003)",102886,98387,4499
"Hombres (004)",48826,46579,2247
"Mujeres (005)",54060,51808,2252
"De 30 a 44 años (006)",90261,89473,788
"Hombres (007)",40573,40290,283
"Mujeres (008)",49688,49183,505
"De 45 a 64 años (009)",70900,70038,862
"Hombres (010)",32390,32168,222
"Mujeres (011)",38510,37870,640
"De 65 y más años (012)",30271,27768,2503
"Hombres (013)",14090,13624,466
"Mujeres (014)",16181,14144,2037
,,,
"URBANA (015)",263286,256350,6936
"Hombres (016)",121153,118521,2632
"Mujeres (017)",142133,137829,4304
"De 18 a 29 años (018)",93001,89109,3892
"Hombres (019)",44077,42122,1955
"Mujeres (020)",48924,46987,1937
"De 30 a 44 años (021)",81120,80495,625
"Hombres (022)",36221,36006,215
"Mujeres (023)",44899,44489,410
"De 45 a 64 años (024)",63040,62433,607
"Hombres (025)",28683,28530,153
"Mujeres (026)",34357,33903,454
"De 65 y más años (027)",26125,24313,1812
"Hombres (028)",12172,11863,309
"Mujeres (029)",13953,12450,1503
,,,
"RURAL (030)",31032,29316,1716
"Hombres (031)",14726,14140,586
"Mujeres (032)",16306,15176,1130
"De 18 a 29 años (033)",9885,9278,607
"Hombres (034)",4749,4457,292
"Mujeres (035)",5136,4821,315
"De 30 a 44 años (036)",9141,8978,163
"Hombres (037)",4352,4284,68
"Mujeres (038)",4789,4694,95
"De 45 a 64 años (039)",7860,7605,255
"Hombres (040)",3707,3638,69
"Mujeres (041)",4153,3967,186
"De 65 y más años (042)",4146,3455,691
"Hombres (043)",1918,1761,157
"Mujeres (044)",2228,1694,534
