"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARI (000)",54561,9570,775,22644,14077,2048,3262,664,1521
"Hombres (001)",28080,2630,374,11613,8436,1355,2151,474,1047
"Mujeres (002)",26481,6940,401,11031,5641,693,1111,190,474
"PEA (003)",16955,1971,16,4903,4836,1027,2500,441,1261
"Hombres (004)",13927,1441,14,4275,4187,865,1855,361,929
"Mujeres (005)",3028,530,2,628,649,162,645,80,332
"Ocupada (006)",15743,1836,15,4516,4349,980,2393,426,1228
"Hombres (007)",12904,1333,13,3924,3771,828,1781,348,906
"Mujeres (008)",2839,503,2,592,578,152,612,78,322
"Desocupada (009)",1212,135,1,387,487,47,107,15,33
"Hombres (010)",1023,108,1,351,416,37,74,13,23
"Mujeres (011)",189,27,,36,71,10,33,2,10
"No PEA (012)",37606,7599,759,17741,9241,1021,762,223,260
"Hombres (013)",14153,1189,360,7338,4249,490,296,113,118
"Mujeres (014)",23453,6410,399,10403,4992,531,466,110,142
,,,,,,,,,
"URBANA (018)",19522,1884,236,7109,5965,1067,1868,384,1009
"Hombres (019)",9832,392,114,3474,3339,629,1042,221,621
"Mujeres (020)",9690,1492,122,3635,2626,438,826,163,388
"PEA (021)",6707,365,3,1474,1999,480,1383,211,792
"Hombres (022)",4805,198,3,1127,1593,361,861,137,525
"Mujeres (023)",1902,167,,347,406,119,522,74,267
"Ocupada (024)",6208,324,3,1363,1794,451,1308,200,765
"Hombres (025)",4405,165,3,1033,1421,337,811,128,507
"Mujeres (026)",1803,159,,330,373,114,497,72,258
"Desocupada (027)",499,41,,111,205,29,75,11,27
"Hombres (028)",400,33,,94,172,24,50,9,18
"Mujeres (029)",99,8,,17,33,5,25,2,9
"No PEA (030)",12815,1519,233,5635,3966,587,485,173,217
"Hombres (031)",5027,194,111,2347,1746,268,181,84,96
"Mujeres (032)",7788,1325,122,3288,2220,319,304,89,121
,,,,,,,,,
"RURAL (036)",35039,7686,539,15535,8112,981,1394,280,512
"Hombres (037)",18248,2238,260,8139,5097,726,1109,253,426
"Mujeres (038)",16791,5448,279,7396,3015,255,285,27,86
"PEA (039)",10248,1606,13,3429,2837,547,1117,230,469
"Hombres (040)",9122,1243,11,3148,2594,504,994,224,404
"Mujeres (041)",1126,363,2,281,243,43,123,6,65
"Ocupada (042)",9535,1512,12,3153,2555,529,1085,226,463
"Hombres (043)",8499,1168,10,2891,2350,491,970,220,399
"Mujeres (044)",1036,344,2,262,205,38,115,6,64
"Desocupada (045)",713,94,1,276,282,18,32,4,6
"Hombres (046)",623,75,1,257,244,13,24,4,5
"Mujeres (047)",90,19,,19,38,5,8,,1
"No PEA (048)",24791,6080,526,12106,5275,434,277,50,43
"Hombres (049)",9126,995,249,4991,2503,222,115,29,22
"Mujeres (050)",15665,5085,277,7115,2772,212,162,21,21
