"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANDARAVE (000)",4270,41,1224,1392,1173,440
"Empleado (001)",400,,114,220,58,8
"Obrero (002)",990,3,389,337,217,44
"Trabajador independiente (003)",1841,2,386,552,613,288
"Empleador o patrono (004)",35,,2,10,15,8
"Trabajador familiar no remunerado (005)",783,32,240,206,222,83
"Trabajador del hogar (006)",14,1,10,2,,1
"Desocupado (008)",207,3,83,65,48,8
"Hombres (009)",2720,22,797,876,744,281
"Empleado (010)",253,,57,139,49,8
"Obrero (011)",794,,317,272,174,31
"Trabajador independiente (012)",1224,2,228,362,427,205
"Empleador o patrono (013)",24,,1,6,10,7
"Trabajador familiar no remunerado (014)",252,17,124,44,44,23
"Trabajador del hogar (015)",3,,2,1,,
"Desocupado (017)",170,3,68,52,40,7
"Mujeres (018)",1550,19,427,516,429,159
"Empleado (019)",147,,57,81,9,
"Obrero (020)",196,3,72,65,43,13
"Trabajador independiente (021)",617,,158,190,186,83
"Empleador o patrono (022)",11,,1,4,5,1
"Trabajador familiar no remunerado (023)",531,15,116,162,178,60
"Trabajador del hogar (024)",11,1,8,1,,1
"Desocupado (026)",37,,15,13,8,1
,,,,,,
"URBANA (027)",2805,25,772,951,786,271
"Empleado (028)",324,,94,174,52,4
"Obrero (029)",626,2,236,216,145,27
"Trabajador independiente (030)",1147,1,231,366,375,174
"Empleador o patrono (031)",31,,1,10,13,7
"Trabajador familiar no remunerado (032)",501,18,143,128,158,54
"Trabajador del hogar (033)",10,1,7,2,,
"Desocupado (035)",166,3,60,55,43,5
"Hombres (036)",1760,14,497,593,489,167
"Empleado (037)",198,,44,107,43,4
"Obrero (038)",509,,195,178,118,18
"Trabajador independiente (039)",739,1,130,233,255,120
"Empleador o patrono (040)",20,,,6,8,6
"Trabajador familiar no remunerado (041)",160,10,80,25,30,15
"Trabajador del hogar (042)",2,,1,1,,
"Desocupado (044)",132,3,47,43,35,4
"Mujeres (045)",1045,11,275,358,297,104
"Empleado (046)",126,,50,67,9,
"Obrero (047)",117,2,41,38,27,9
"Trabajador independiente (048)",408,,101,133,120,54
"Empleador o patrono (049)",11,,1,4,5,1
"Trabajador familiar no remunerado (050)",341,8,63,103,128,39
"Trabajador del hogar (051)",8,1,6,1,,
"Desocupado (053)",34,,13,12,8,1
,,,,,,
"RURAL (054)",1465,16,452,441,387,169
"Empleado (055)",76,,20,46,6,4
"Obrero (056)",364,1,153,121,72,17
"Trabajador independiente (057)",694,1,155,186,238,114
"Empleador o patrono (058)",4,,1,,2,1
"Trabajador familiar no remunerado (059)",282,14,97,78,64,29
"Trabajador del hogar (060)",4,,3,,,1
"Desocupado (062)",41,,23,10,5,3
"Hombres (063)",960,8,300,283,255,114
"Empleado (064)",55,,13,32,6,4
"Obrero (065)",285,,122,94,56,13
"Trabajador independiente (066)",485,1,98,129,172,85
"Empleador o patrono (067)",4,,1,,2,1
"Trabajador familiar no remunerado (068)",92,7,44,19,14,8
"Trabajador del hogar (069)",1,,1,,,
"Desocupado (071)",38,,21,9,5,3
"Mujeres (072)",505,8,152,158,132,55
"Empleado (073)",21,,7,14,,
"Obrero (074)",79,1,31,27,16,4
"Trabajador independiente (075)",209,,57,57,66,29
"Trabajador familiar no remunerado (077)",190,7,53,59,50,21
"Trabajador del hogar (078)",3,,2,,,1
"Desocupado (080)",3,,2,1,,
