"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SIHUAS (000)",15249,12047,3202
"De 3 a 5 años (001)",2304,114,2190
"De 6 a 11 años (002)",4744,3971,773
"De 12 a 16 años (003)",4321,4265,56
"De 17 a 24 años (004)",3880,3697,183
"Hombres (005)",7726,6132,1594
"De 3 a 5 años (006)",1192,49,1143
"De 6 a 11 años (007)",2370,1994,376
"De 12 a 16 años (008)",2210,2185,25
"De 17 a 24 años (009)",1954,1904,50
"Mujeres (010)",7523,5915,1608
"De 3 a 5 años (011)",1112,65,1047
"De 6 a 11 años (012)",2374,1977,397
"De 12 a 16 años (013)",2111,2080,31
"De 17 a 24 años (014)",1926,1793,133
,,,
"URBANA (015)",3689,3123,566
"De 3 a 5 años (016)",499,35,464
"De 6 a 11 años (017)",1027,944,83
"De 12 a 16 años (018)",1080,1074,6
"De 17 a 24 años (019)",1083,1070,13
"Hombres (020)",1893,1596,297
"De 3 a 5 años (021)",261,15,246
"De 6 a 11 años (022)",526,482,44
"De 12 a 16 años (023)",575,571,4
"De 17 a 24 años (024)",531,528,3
"Mujeres (025)",1796,1527,269
"De 3 a 5 años (026)",238,20,218
"De 6 a 11 años (027)",501,462,39
"De 12 a 16 años (028)",505,503,2
"De 17 a 24 años (029)",552,542,10
,,,
"RURAL (030)",11560,8924,2636
"De 3 a 5 años (031)",1805,79,1726
"De 6 a 11 años (032)",3717,3027,690
"De 12 a 16 años (033)",3241,3191,50
"De 17 a 24 años (034)",2797,2627,170
"Hombres (035)",5833,4536,1297
"De 3 a 5 años (036)",931,34,897
"De 6 a 11 años (037)",1844,1512,332
"De 12 a 16 años (038)",1635,1614,21
"De 17 a 24 años (039)",1423,1376,47
"Mujeres (040)",5727,4388,1339
"De 3 a 5 años (041)",874,45,829
"De 6 a 11 años (042)",1873,1515,358
"De 12 a 16 años (043)",1606,1577,29
"De 17 a 24 años (044)",1374,1251,123
