"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PACASMAYO (000)",1776,388,1388
"Sin nivel (001)",103,6,97
"Educación inicial (002)",2,2,
"Primaria (003)",450,71,379
"Secundaria (004)",625,164,461
"Superior no univ. incompleta (005)",128,37,91
"Superior no univ. completa (006)",256,64,192
"Superior univ. incompleta (007)",59,20,39
"Superior univ. completa (008)",153,24,129
"De 14 a 29 años (010)",928,322,606
"Sin nivel (011)",30,5,25
"Educación inicial (012)",1,1,
"Primaria (013)",165,52,113
"Secundaria (014)",381,141,240
"Superior no univ. incompleta (015)",90,35,55
"Superior no univ. completa (016)",146,49,97
"Superior univ. incompleta (017)",42,20,22
"Superior univ. completa (018)",73,19,54
"De 30 a 44 años (020)",457,55,402
"Sin nivel (021)",20,1,19
"Educación inicial (022)",1,1,
"Primaria (023)",127,17,110
"Secundaria (024)",144,16,128
"Superior no univ. incompleta (025)",29,2,27
"Superior no univ. completa (026)",79,13,66
"Superior univ. incompleta (027)",10,,10
"Superior univ. completa (028)",47,5,42
"De 45 a 64 años (030)",332,11,321
"Sin nivel (031)",34,,34
"Primaria (033)",129,2,127
"Secundaria (034)",93,7,86
"Superior no univ. incompleta (035)",9,,9
"Superior no univ. completa (036)",30,2,28
"Superior univ. incompleta (037)",7,,7
"Superior univ. completa (038)",30,,30
"De 65 y más años (040)",59,,59
"Sin nivel (041)",19,,19
"Primaria (043)",29,,29
"Secundaria (044)",7,,7
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",3,,3
,,,
"AREA URBANA (050)",1588,346,1242
"Sin nivel (051)",80,5,75
"Educación inicial (052)",2,2,
"Primaria (053)",365,56,309
"Secundaria (054)",561,145,416
"Superior no univ. incompleta (055)",123,36,87
"Superior no univ. completa (056)",246,58,188
"Superior univ. incompleta (057)",58,20,38
"Superior univ. completa (058)",153,24,129
"De 14 a 29 años (060)",814,282,532
"Sin nivel (061)",23,4,19
"Educación inicial (062)",1,1,
"Primaria (063)",119,38,81
"Secundaria (064)",335,123,212
"Superior no univ. incompleta (065)",85,34,51
"Superior no univ. completa (066)",137,43,94
"Superior univ. incompleta (067)",41,20,21
"Superior univ. completa (068)",73,19,54
"De 30 a 44 años (070)",423,54,369
"Sin nivel (071)",17,1,16
"Educación inicial (072)",1,1,
"Primaria (073)",107,17,90
"Secundaria (074)",134,15,119
"Superior no univ. incompleta (075)",29,2,27
"Superior no univ. completa (076)",78,13,65
"Superior univ. incompleta (077)",10,,10
"Superior univ. completa (078)",47,5,42
"De 45 a 64 años (080)",296,10,286
"Sin nivel (081)",25,,25
"Primaria (083)",110,1,109
"Secundaria (084)",85,7,78
"Superior no univ. incompleta (085)",9,,9
"Superior no univ. completa (086)",30,2,28
"Superior univ. incompleta (087)",7,,7
"Superior univ. completa (088)",30,,30
"De 65 y más años (090)",55,,55
"Sin nivel (091)",15,,15
"Primaria (093)",29,,29
"Secundaria (094)",7,,7
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",3,,3
,,,
"AREA RURAL (100)",188,42,146
"Sin nivel (101)",23,1,22
"Primaria (103)",85,15,70
"Secundaria (104)",64,19,45
"Superior no univ. incompleta (105)",5,1,4
"Superior no univ. completa (106)",10,6,4
"Superior univ. incompleta (107)",1,,1
"De 14 a 29 años (110)",114,40,74
"Sin nivel (111)",7,1,6
"Primaria (113)",46,14,32
"Secundaria (114)",46,18,28
"Superior no univ. incompleta (115)",5,1,4
"Superior no univ. completa (116)",9,6,3
"Superior univ. incompleta (117)",1,,1
"De 30 a 44 años (120)",34,1,33
"Sin nivel (121)",3,,3
"Primaria (123)",20,,20
"Secundaria (124)",10,1,9
"Superior no univ. completa (126)",1,,1
"De 45 a 64 años (130)",36,1,35
"Sin nivel (131)",9,,9
"Primaria (133)",19,1,18
"Secundaria (134)",8,,8
"De 65 y más años (140)",4,,4
"Sin nivel (141)",4,,4
