"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARINACOCHAS (000)",30007,15812,3739,459,10012
"Menos de 1 año (001)",546,410,39,6,91
"De 1 a 14 años (002)",9748,6797,1098,53,1801
"De 15 a 29 años (003)",7065,3305,571,100,3090
"De 30 a 44 años (004)",5365,2124,1042,142,2060
"De 45 a 64 años (005)",4395,1842,796,99,1667
"De 65 y mas años (006)",2888,1334,193,59,1303
"Hombres (008)",15122,7390,1960,317,5465
"Menos de 1 año (009)",278,209,19,4,46
"De 1 a 14 años (010)",4957,3459,545,33,921
"De 15 a 29 años (011)",3673,1461,314,74,1825
"De 30 a 44 años (012)",2770,922,538,104,1208
"De 45 a 64 años (013)",2198,792,435,66,910
"De 65 y mas años (014)",1246,547,109,36,555
"Mujeres (016)",14885,8422,1779,142,4547
"Menos de 1 año (017)",268,201,20,2,45
"De 1 a 14 años (018)",4791,3338,553,20,880
"De 15 a 29 años (019)",3392,1844,257,26,1265
"De 30 a 44 años (020)",2595,1202,504,38,852
"De 45 a 64 años (021)",2197,1050,361,33,757
"De 65 y mas años (022)",1642,787,84,23,748
,,,,,
"URBANA (024)",17340,7869,3189,325,5970
"Menos de 1 año (025)",305,200,34,2,69
"De 1 a 14 años (026)",5634,3338,1015,44,1237
"De 15 a 29 años (027)",4347,1835,438,57,2018
"De 30 a 44 años (028)",3249,1083,830,96,1243
"De 45 a 64 años (029)",2382,782,708,79,821
"De 65 y mas años (030)",1423,631,164,47,582
"Hombres (032)",8612,3592,1580,211,3238
"Menos de 1 año (033)",163,110,17,1,35
"De 1 a 14 años (034)",2875,1699,508,27,641
"De 15 a 29 años (035)",2196,792,208,39,1158
"De 30 a 44 años (036)",1596,434,384,65,715
"De 45 a 64 años (037)",1193,321,375,50,452
"De 65 y mas años (038)",589,236,88,29,237
"Mujeres (040)",8728,4277,1609,114,2732
"Menos de 1 año (041)",142,90,17,1,34
"De 1 a 14 años (042)",2759,1639,507,17,596
"De 15 a 29 años (043)",2151,1043,230,18,860
"De 30 a 44 años (044)",1653,649,446,31,528
"De 45 a 64 años (045)",1189,461,333,29,369
"De 65 y mas años (046)",834,395,76,18,345
,,,,,
"RURAL (048)",12667,7943,550,134,4042
"Menos de 1 año (049)",241,210,5,4,22
"De 1 a 14 años (050)",4114,3459,83,9,564
"De 15 a 29 años (051)",2718,1470,133,43,1072
"De 30 a 44 años (052)",2116,1041,212,46,817
"De 45 a 64 años (053)",2013,1060,88,20,846
"De 65 y mas años (054)",1465,703,29,12,721
"Hombres (056)",6510,3798,380,106,2227
"Menos de 1 año (057)",115,99,2,3,11
"De 1 a 14 años (058)",2082,1760,37,6,280
"De 15 a 29 años (059)",1477,669,106,35,667
"De 30 a 44 años (060)",1174,488,154,39,493
"De 45 a 64 años (061)",1005,471,60,16,458
"De 65 y mas años (062)",657,311,21,7,318
"Mujeres (064)",6157,4145,170,28,1815
"Menos de 1 año (065)",126,111,3,1,11
"De 1 a 14 años (066)",2032,1699,46,3,284
"De 15 a 29 años (067)",1241,801,27,8,405
"De 30 a 44 años (068)",942,553,58,7,324
"De 45 a 64 años (069)",1008,589,28,4,388
"De 65 y mas años (070)",808,392,8,5,403
