"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia COTABAMBAS (000)",30188,5799,4621,5516,5010,3619,5623
"Católica (001)",26912,5172,4092,4881,4454,3228,5085
"Cristiana/Evangélica (002)",1427,274,239,288,259,165,202
"Otra (003)",1632,317,260,297,263,202,293
"Ninguna (004)",217,36,30,50,34,24,43
"Hombres (006)",15281,3020,2405,2724,2568,1861,2703
"Católica (007)",13686,2726,2139,2407,2280,1673,2461
"Cristiana/Evangélica (008)",702,129,117,143,137,87,89
"Otra (009)",771,147,129,144,129,93,129
"Ninguna (010)",122,18,20,30,22,8,24
"Mujeres (012)",14907,2779,2216,2792,2442,1758,2920
"Católica (013)",13226,2446,1953,2474,2174,1555,2624
"Cristiana/Evangélica (014)",725,145,122,145,122,78,113
"Otra (015)",861,170,131,153,134,109,164
"Ninguna (016)",95,18,10,20,12,16,19
,,,,,,,
"URBANA (018)",8586,1570,1343,1891,1525,1013,1244
"Católica (019)",7594,1364,1179,1691,1345,891,1124
"Cristiana/Evangélica (020)",380,80,68,67,77,51,37
"Otra (021)",511,110,83,102,82,59,75
"Ninguna (022)",101,16,13,31,21,12,8
"Hombres (024)",4408,795,692,947,825,557,592
"Católica (025)",3906,707,600,838,728,497,536
"Cristiana/Evangélica (026)",192,33,39,35,40,28,17
"Otra (027)",247,46,45,52,42,28,34
"Ninguna (028)",63,9,8,22,15,4,5
"Mujeres (030)",4178,775,651,944,700,456,652
"Católica (031)",3688,657,579,853,617,394,588
"Cristiana/Evangélica (032)",188,47,29,32,37,23,20
"Otra (033)",264,64,38,50,40,31,41
"Ninguna (034)",38,7,5,9,6,8,3
,,,,,,,
"RURAL (036)",21602,4229,3278,3625,3485,2606,4379
"Católica (037)",19318,3808,2913,3190,3109,2337,3961
"Cristiana/Evangélica (038)",1047,194,171,221,182,114,165
"Otra (039)",1121,207,177,195,181,143,218
"Ninguna (040)",116,20,17,19,13,12,35
"Hombres (042)",10873,2225,1713,1777,1743,1304,2111
"Católica (043)",9780,2019,1539,1569,1552,1176,1925
"Cristiana/Evangélica (044)",510,96,78,108,97,59,72
"Otra (045)",524,101,84,92,87,65,95
"Ninguna (046)",59,9,12,8,7,4,19
"Mujeres (048)",10729,2004,1565,1848,1742,1302,2268
"Católica (049)",9538,1789,1374,1621,1557,1161,2036
"Cristiana/Evangélica (050)",537,98,93,113,85,55,93
"Otra (051)",597,106,93,103,94,78,123
"Ninguna (052)",57,11,5,11,6,8,16
