"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARINACOCHAS (000)",10001,198,2992,3331,2545,935
"Empleado (001)",2025,4,479,951,572,19
"Obrero (002)",1811,24,740,597,347,103
"Trabajador independiente (003)",4470,27,1186,1409,1234,614
"Empleador o patrono (004)",98,,21,32,25,20
"Trabajador familiar no remunerado (005)",1407,128,450,309,344,176
"Trabajador del hogar (006)",190,15,116,33,23,3
"Hombres (008)",6788,126,2085,2245,1701,631
"Empleado (009)",1188,3,257,539,375,14
"Obrero (010)",1584,19,656,545,289,75
"Trabajador independiente (011)",3200,22,861,998,871,448
"Empleador o patrono (012)",73,,16,23,18,16
"Trabajador familiar no remunerado (013)",722,80,282,137,146,77
"Trabajador del hogar (014)",21,2,13,3,2,1
"Mujeres (016)",3213,72,907,1086,844,304
"Empleado (017)",837,1,222,412,197,5
"Obrero (018)",227,5,84,52,58,28
"Trabajador independiente (019)",1270,5,325,411,363,166
"Empleador o patrono (020)",25,,5,9,7,4
"Trabajador familiar no remunerado (021)",685,48,168,172,198,99
"Trabajador del hogar (022)",169,13,103,30,21,2
,,,,,,
"URBANA (024)",6061,128,1845,2124,1506,458
"Empleado (025)",1711,2,378,805,512,14
"Obrero (026)",991,17,424,316,175,59
"Trabajador independiente (027)",2602,24,769,845,654,310
"Empleador o patrono (028)",50,,9,18,17,6
"Trabajador familiar no remunerado (029)",543,71,165,112,129,66
"Trabajador del hogar (030)",164,14,100,28,19,3
"Hombres (032)",3920,84,1237,1345,949,305
"Empleado (033)",968,1,186,446,324,11
"Obrero (034)",860,14,377,290,136,43
"Trabajador independiente (035)",1787,20,559,555,430,223
"Empleador o patrono (036)",28,,5,9,11,3
"Trabajador familiar no remunerado (037)",260,47,98,44,47,24
"Trabajador del hogar (038)",17,2,12,1,1,1
"Mujeres (040)",2141,44,608,779,557,153
"Empleado (041)",743,1,192,359,188,3
"Obrero (042)",131,3,47,26,39,16
"Trabajador independiente (043)",815,4,210,290,224,87
"Empleador o patrono (044)",22,,4,9,6,3
"Trabajador familiar no remunerado (045)",283,24,67,68,82,42
"Trabajador del hogar (046)",147,12,88,27,18,2
,,,,,,
"RURAL (048)",3940,70,1147,1207,1039,477
"Empleado (049)",314,2,101,146,60,5
"Obrero (050)",820,7,316,281,172,44
"Trabajador independiente (051)",1868,3,417,564,580,304
"Empleador o patrono (052)",48,,12,14,8,14
"Trabajador familiar no remunerado (053)",864,57,285,197,215,110
"Trabajador del hogar (054)",26,1,16,5,4,
"Hombres (056)",2868,42,848,900,752,326
"Empleado (057)",220,2,71,93,51,3
"Obrero (058)",724,5,279,255,153,32
"Trabajador independiente (059)",1413,2,302,443,441,225
"Empleador o patrono (060)",45,,11,14,7,13
"Trabajador familiar no remunerado (061)",462,33,184,93,99,53
"Trabajador del hogar (062)",4,,1,2,1,
"Mujeres (064)",1072,28,299,307,287,151
"Empleado (065)",94,,30,53,9,2
"Obrero (066)",96,2,37,26,19,12
"Trabajador independiente (067)",455,1,115,121,139,79
"Empleador o patrono (068)",3,,1,,1,1
"Trabajador familiar no remunerado (069)",402,24,101,104,116,57
"Trabajador del hogar (070)",22,1,15,3,3,
