"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHOTA (000)",1996,698,1298
"Sin nivel (001)",117,40,77
"Educación inicial (002)",1,,1
"Primaria (003)",1015,348,667
"Secundaria (004)",554,183,371
"Superior no univ. incompleta (005)",29,12,17
"Superior no univ. completa (006)",145,67,78
"Superior univ. incompleta (007)",30,10,20
"Superior univ. completa (008)",105,38,67
"De 14 a 29 años (010)",1032,515,517
"Sin nivel (011)",37,21,16
"Educación inicial (012)",1,,1
"Primaria (013)",438,240,198
"Secundaria (014)",373,161,212
"Superior no univ. incompleta (015)",14,9,5
"Superior no univ. completa (016)",84,46,38
"Superior univ. incompleta (017)",25,9,16
"Superior univ. completa (018)",60,29,31
"De 30 a 44 años (020)",581,147,434
"Sin nivel (021)",29,13,16
"Primaria (023)",299,83,216
"Secundaria (024)",145,18,127
"Superior no univ. incompleta (025)",11,3,8
"Superior no univ. completa (026)",57,20,37
"Superior univ. incompleta (027)",5,1,4
"Superior univ. completa (028)",35,9,26
"De 45 a 64 años (030)",306,36,270
"Sin nivel (031)",35,6,29
"Primaria (033)",221,25,196
"Secundaria (034)",32,4,28
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",4,1,3
"Superior univ. completa (038)",10,,10
"De 65 y más años (040)",77,,77
"Sin nivel (041)",16,,16
"Primaria (043)",57,,57
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",557,162,395
"Sin nivel (051)",18,7,11
"Primaria (053)",142,26,116
"Secundaria (054)",176,57,119
"Superior no univ. incompleta (055)",16,6,10
"Superior no univ. completa (056)",93,33,60
"Superior univ. incompleta (057)",24,7,17
"Superior univ. completa (058)",88,26,62
"De 14 a 29 años (060)",280,118,162
"Sin nivel (061)",5,3,2
"Primaria (063)",45,16,29
"Secundaria (064)",109,45,64
"Superior no univ. incompleta (065)",6,5,1
"Superior no univ. completa (066)",47,21,26
"Superior univ. incompleta (067)",20,6,14
"Superior univ. completa (068)",48,22,26
"De 30 a 44 años (070)",181,37,144
"Sin nivel (071)",8,3,5
"Primaria (073)",42,8,34
"Secundaria (074)",47,9,38
"Superior no univ. incompleta (075)",6,1,5
"Superior no univ. completa (076)",44,11,33
"Superior univ. incompleta (077)",4,1,3
"Superior univ. completa (078)",30,4,26
"De 45 a 64 años (080)",79,7,72
"Sin nivel (081)",3,1,2
"Primaria (083)",42,2,40
"Secundaria (084)",18,3,15
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",2,1,1
"Superior univ. completa (088)",10,,10
"De 65 y más años (090)",17,,17
"Sin nivel (091)",2,,2
"Primaria (093)",13,,13
"Secundaria (094)",2,,2
,,,
"AREA RURAL (100)",1439,536,903
"Sin nivel (101)",99,33,66
"Educación inicial (102)",1,,1
"Primaria (103)",873,322,551
"Secundaria (104)",378,126,252
"Superior no univ. incompleta (105)",13,6,7
"Superior no univ. completa (106)",52,34,18
"Superior univ. incompleta (107)",6,3,3
"Superior univ. completa (108)",17,12,5
"De 14 a 29 años (110)",752,397,355
"Sin nivel (111)",32,18,14
"Educación inicial (112)",1,,1
"Primaria (113)",393,224,169
"Secundaria (114)",264,116,148
"Superior no univ. incompleta (115)",8,4,4
"Superior no univ. completa (116)",37,25,12
"Superior univ. incompleta (117)",5,3,2
"Superior univ. completa (118)",12,7,5
"De 30 a 44 años (120)",400,110,290
"Sin nivel (121)",21,10,11
"Primaria (123)",257,75,182
"Secundaria (124)",98,9,89
"Superior no univ. incompleta (125)",5,2,3
"Superior no univ. completa (126)",13,9,4
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",5,5,
"De 45 a 64 años (130)",227,29,198
"Sin nivel (131)",32,5,27
"Primaria (133)",179,23,156
"Secundaria (134)",14,1,13
"Superior no univ. completa (136)",2,,2
"De 65 y más años (140)",60,,60
"Sin nivel (141)",14,,14
"Primaria (143)",44,,44
"Secundaria (144)",2,,2
