"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CORONEL PORTILLO (000)",328463,8212,108244,93557,62128,42975,13347
"Jefe o Jefa (001)",74639,,198,12458,29507,25468,7008
"Esposa(o) / compañera(o) (002)",46264,,176,12980,19289,11716,2103
"Hijo(a) / hijastro(a) (003)",140414,5010,80806,47302,6341,948,7
"Yerno / nuera (004)",6387,,73,4470,1609,226,9
"Nieto(a) (005)",20706,2145,15562,2853,141,5,
"Padres / suegros (006)",4664,,,7,129,1504,3024
"Otro(a) pariente (007)",29052,971,10535,10543,3757,2304,942
"Trabajador(a) del hogar (008)",572,,43,380,86,44,19
"Pensionistas (009)",391,,14,198,104,60,15
"Otro(a) no pariente (010)",5374,86,837,2366,1165,700,220
"Hombres (011)",165046,4202,55280,45608,30284,22620,7052
"Jefe o Jefa (012)",52902,,104,8282,21007,18433,5076
"Esposa(o) / compañera(o) (013)",4311,,101,1236,1608,1092,274
"Hijo(a) / hijastro(a) (014)",73418,2548,41306,25597,3410,555,2
"Yerno / nuera (015)",2923,,22,1620,1103,173,5
"Nieto(a) (016)",10749,1093,7979,1600,73,4,
"Padres / suegros (017)",1689,,,5,51,498,1135
"Otro(a) pariente (018)",15480,514,5340,5723,2189,1316,398
"Trabajador(a) del hogar (019)",84,,3,48,17,9,7
"Pensionistas (020)",260,,8,114,79,46,13
"Otro(a) no pariente (021)",3230,47,417,1383,747,494,142
"Mujeres (022)",163417,4010,52964,47949,31844,20355,6295
"Jefe o Jefa (023)",21737,,94,4176,8500,7035,1932
"Esposa(o) / compañera(o) (024)",41953,,75,11744,17681,10624,1829
"Hijo(a) / hijastro(a) (025)",66996,2462,39500,21705,2931,393,5
"Yerno / nuera (026)",3464,,51,2850,506,53,4
"Nieto(a) (027)",9957,1052,7583,1253,68,1,
"Padres / suegros (028)",2975,,,2,78,1006,1889
"Otro(a) pariente (029)",13572,457,5195,4820,1568,988,544
"Trabajador(a) del hogar (030)",488,,40,332,69,35,12
"Pensionistas (031)",131,,6,84,25,14,2
"Otro(a) no pariente (032)",2144,39,420,983,418,206,78
,,,,,,,
"URBANA (033)",277747,6757,88683,80247,53859,36862,11339
"Jefe o Jefa (034)",63292,,173,10033,25313,21929,5844
"Esposa(o) / compañera(o) (035)",38485,,130,10155,16547,9923,1730
"Hijo(a) / hijastro(a) (036)",118651,4032,65962,41889,5889,873,6
"Yerno / nuera (037)",5808,,57,4027,1511,208,5
"Nieto(a) (038)",18676,1962,13973,2610,127,4,
"Padres / suegros (039)",4201,,,7,109,1321,2764
"Otro(a) pariente (040)",23102,693,7608,8917,3182,1919,783
"Trabajador(a) del hogar (041)",512,,41,348,70,39,14
"Pensionistas (042)",373,,14,186,103,55,15
"Otro(a) no pariente (043)",4647,70,725,2075,1008,591,178
"Hombres (044)",137523,3440,45050,38609,25682,18969,5773
"Jefe o Jefa (045)",43036,,88,6236,17316,15329,4067
"Esposa(o) / compañera(o) (046)",3991,,87,1120,1506,1020,258
"Hijo(a) / hijastro(a) (047)",61445,2037,33517,22281,3106,502,2
"Yerno / nuera (048)",2658,,18,1437,1039,161,3
"Nieto(a) (049)",9682,1002,7159,1451,67,3,
"Padres / suegros (050)",1433,,,5,40,392,996
"Otro(a) pariente (051)",12260,362,3814,4777,1886,1103,318
"Trabajador(a) del hogar (052)",66,,3,38,14,7,4
"Pensionistas (053)",246,,8,105,78,42,13
"Otro(a) no pariente (054)",2706,39,356,1159,630,410,112
"Mujeres (055)",140224,3317,43633,41638,28177,17893,5566
"Jefe o Jefa (056)",20256,,85,3797,7997,6600,1777
"Esposa(o) / compañera(o) (057)",34494,,43,9035,15041,8903,1472
"Hijo(a) / hijastro(a) (058)",57206,1995,32445,19608,2783,371,4
"Yerno / nuera (059)",3150,,39,2590,472,47,2
"Nieto(a) (060)",8994,960,6814,1159,60,1,
"Padres / suegros (061)",2768,,,2,69,929,1768
"Otro(a) pariente (062)",10842,331,3794,4140,1296,816,465
"Trabajador(a) del hogar (063)",446,,38,310,56,32,10
"Pensionistas (064)",127,,6,81,25,13,2
"Otro(a) no pariente (065)",1941,31,369,916,378,181,66
,,,,,,,
"RURAL (066)",50716,1455,19561,13310,8269,6113,2008
"Jefe o Jefa (067)",11347,,25,2425,4194,3539,1164
"Esposa(o) / compañera(o) (068)",7779,,46,2825,2742,1793,373
"Hijo(a) / hijastro(a) (069)",21763,978,14844,5413,452,75,1
"Yerno / nuera (070)",579,,16,443,98,18,4
"Nieto(a) (071)",2030,183,1589,243,14,1,
"Padres / suegros (072)",463,,,,20,183,260
"Otro(a) pariente (073)",5950,278,2927,1626,575,385,159
"Trabajador(a) del hogar (074)",60,,2,32,16,5,5
"Pensionistas (075)",18,,,12,1,5,
"Otro(a) no pariente (076)",727,16,112,291,157,109,42
"Hombres (077)",27523,762,10230,6999,4602,3651,1279
"Jefe o Jefa (078)",9866,,16,2046,3691,3104,1009
"Esposa(o) / compañera(o) (079)",320,,14,116,102,72,16
"Hijo(a) / hijastro(a) (080)",11973,511,7789,3316,304,53,
"Yerno / nuera (081)",265,,4,183,64,12,2
"Nieto(a) (082)",1067,91,820,149,6,1,
"Padres / suegros (083)",256,,,,11,106,139
"Otro(a) pariente (084)",3220,152,1526,946,303,213,80
"Trabajador(a) del hogar (085)",18,,,10,3,2,3
"Pensionistas (086)",14,,,9,1,4,
"Otro(a) no pariente (087)",524,8,61,224,117,84,30
"Mujeres (088)",23193,693,9331,6311,3667,2462,729
"Jefe o Jefa (089)",1481,,9,379,503,435,155
"Esposa(o) / compañera(o) (090)",7459,,32,2709,2640,1721,357
"Hijo(a) / hijastro(a) (091)",9790,467,7055,2097,148,22,1
