"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,,,
"Viviendas particulares (001)",3400,960,1107,483,481,135,131,38,65
"Ocupantes presentes (002)",10465,2228,3435,1670,1748,475,513,152,244
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2854,593,993,441,467,128,130,37,65
"Ocupantes presentes (005)",9438,1589,3223,1564,1701,458,510,149,244
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,1,,,1,,1,1,
"Ocupantes presentes (008)",13,2,,,5,,3,3,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,3,3,3,5,1,,,
"Ocupantes presentes (011)",65,12,12,10,25,6,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,3,5,,1,,,,
"Ocupantes presentes (014)",32,7,19,,6,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",511,353,106,39,7,6,,,
"Ocupantes presentes (017)",883,584,181,96,11,11,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,5,,,,,,,
"Ocupantes presentes (023)",26,26,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2117,359,722,343,371,110,115,37,60
"Ocupantes presentes (029)",7076,987,2301,1216,1338,396,454,147,237
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2084,347,714,340,364,109,114,36,60
"Ocupantes presentes (032)",6937,937,2270,1206,1302,390,451,144,237
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,1,,,1,,1,1,
"Ocupantes presentes (035)",13,2,,,5,,3,3,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,3,3,3,5,1,,,
"Ocupantes presentes (038)",65,12,12,10,25,6,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,3,5,,1,,,,
"Ocupantes presentes (041)",32,7,19,,6,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,4,,,,,,,
"Ocupantes presentes (050)",24,24,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1283,601,385,140,110,25,16,1,5
"Ocupantes presentes (056)",3389,1241,1134,454,410,79,59,5,7
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",770,246,279,101,103,19,16,1,5
"Ocupantes presentes (059)",2501,652,953,358,399,68,59,5,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",511,353,106,39,7,6,,,
"Ocupantes presentes (071)",883,584,181,96,11,11,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,,
