"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,,
"Viviendas particulares (001)",122,61,28,6,10,3,2,2,10
"Ocupantes presentes (002)",453,218,94,25,36,19,6,6,49
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",122,61,28,6,10,3,2,2,10
"Ocupantes presentes (005)",453,218,94,25,36,19,6,6,49
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",68,36,8,5,8,3,2,2,4
"Ocupantes presentes (029)",255,135,24,22,29,19,6,6,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",68,36,8,5,8,3,2,2,4
"Ocupantes presentes (032)",255,135,24,22,29,19,6,6,14
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",54,25,20,1,2,,,,6
"Ocupantes presentes (056)",198,83,70,3,7,,,,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",54,25,20,1,2,,,,6
"Ocupantes presentes (059)",198,83,70,3,7,,,,35
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
